,value
599,0.066
600,0.134
601,0.132
602,0.068
603,0.134
604,0.134
605,0.134
606,0.066
607,0.132
608,0.134
609,0.068
610,0.134
611,0.132
612,0.134
613,0.068
614,0.134
615,0.134
616,0.066
617,0.134
618,0.134
619,0.132
620,0.134
621,0.132
622,0.132
623,0.066
624,0.134
625,0.134
626,0.134
627,0.068
628,0.134
629,0.136
630,0.134
631,0.132
632,0.134
633,0.134
634,0.066
635,0.134
636,0.136
637,0.134
638,0.066
639,0.134
640,0.134
641,0.134
642,0.066
643,0.134
644,0.134
645,0.134
646,0.134
647,0.066
648,0.132
649,0.134
650,0.066
651,0.134
652,0.132
653,0.134
654,0.132
655,0.136
656,0.132
657,0.134
658,0.134
659,0.134
660,0.066
661,0.2019999999999999
662,0.136
663,0.134
664,0.068
665,0.132
666,0.134
667,0.134
668,0.066
669,0.134
670,0.066
671,0.132
672,0.132
673,0.134
674,0.068
675,0.134
676,0.066
677,0.134
678,0.134
679,0.134
680,0.134
681,0.134
682,0.134
683,0.066
684,0.134
685,0.2
686,0.134
687,0.066
688,0.134
689,0.132
690,0.136
691,0.068
692,0.134
693,0.134
694,0.132
695,0.066
696,0.134
697,0.068
698,0.132
699,0.066
700,0.134
701,0.132
702,0.134
703,0.134
704,0.068
705,0.132
706,0.132
707,0.068
708,0.132
709,0.134
710,0.066
711,0.132
712,0.134
713,0.132
714,0.134
715,0.066
716,0.134
717,0.134
718,0.132
719,0.068
720,0.132
721,0.134
722,0.066
723,0.134
724,0.134
725,0.132
726,0.066
727,0.132
728,0.134
729,1.398
730,0.134
731,0.134
732,0.134
733,0.066
734,0.134
735,0.066
736,0.134
737,0.134
738,0.134
739,0.134
740,0.066
741,0.134
742,0.134
743,0.134
744,0.068
745,0.132
746,0.134
747,0.066
748,0.134
749,0.198
750,0.134
751,0.134
752,0.134
753,0.132
754,0.066
755,0.134
756,0.132
757,0.134
758,0.134
759,0.068
760,0.132
761,0.134
762,0.134
763,0.134
764,0.066
765,0.134
766,0.134
767,0.134
768,0.068
769,0.134
770,0.134
771,0.136
772,0.134
773,0.134
774,0.134
775,0.134
776,0.132
777,0.068
778,0.132
779,0.066
780,0.132
781,0.134
782,0.066
783,0.134
784,0.066
785,0.134
786,0.134
787,0.134
788,0.066
789,0.134
790,0.134
791,0.068
792,0.134
793,0.132
794,0.132
795,0.134
796,0.132
797,0.134
798,0.134
799,0.066
800,0.132
801,0.134
802,0.132
803,0.132
804,0.132
805,0.066
806,0.134
807,0.134
808,0.068
809,0.134
810,0.132
811,0.134
812,0.066
813,0.132
814,0.132
815,0.068
816,0.132
817,0.134
818,0.2
819,0.134
820,0.068
821,0.134
822,0.132
823,0.136
824,0.068
825,0.134
826,0.134
827,0.066
828,0.134
829,0.066
830,0.134
831,0.132
832,0.134
833,0.132
834,0.068
835,0.134
836,0.132
837,0.134
838,0.066
839,0.134
840,0.134
841,0.066
842,0.132
843,0.134
844,0.134
845,0.134
846,0.068
847,0.134
848,0.134
849,0.134
850,0.134
851,0.066
852,0.132
853,0.068
854,0.134
855,0.132
856,0.134
857,0.2019999999999999
858,0.066
859,0.2
860,0.2
861,0.066
862,0.134
863,0.134
864,0.132
865,0.134
866,0.066
867,0.134
868,0.2019999999999999
869,0.134
870,0.132
871,0.134
872,0.134
873,0.066
874,0.134
875,0.132
876,0.066
877,0.132
878,0.132
879,0.134
880,0.2019999999999999
881,0.2
882,0.132
883,0.134
884,0.066
885,0.134
886,0.136
887,0.066
888,0.134
889,0.132
890,0.132
891,0.066
892,0.134
893,0.132
894,0.134
895,0.134
896,0.132
897,0.134
898,0.134
899,0.134
900,0.132
901,0.068
902,0.132
903,0.132
904,0.066
905,0.2
906,0.068
907,0.134
908,0.134
909,0.134
910,0.134
911,0.132
912,0.066
913,0.136
914,0.134
915,0.134
916,0.132
917,0.134
918,0.068
919,0.134
920,0.134
921,0.134
922,0.134
923,0.068
924,0.132
925,0.134
926,0.068
927,0.134
928,0.134
929,0.204
930,0.066
931,0.134
932,0.136
933,0.132
934,0.132
935,0.134
936,0.066
937,0.132
938,0.134
939,0.134
940,0.132
941,0.134
942,0.132
943,0.134
944,0.134
945,0.134
946,0.066
947,0.134
948,0.134
949,0.132
950,0.132
951,0.066
952,0.2
953,0.134
954,0.066
955,0.2019999999999999
956,0.134
957,0.134
958,0.132
959,0.134
960,0.134
961,0.132
962,0.132
963,0.134
964,0.132
965,0.134
966,0.136
967,0.066
968,0.198
969,0.068
970,0.134
971,0.134
972,0.066
973,0.132
974,0.134
975,0.068
976,0.132
977,0.14
978,0.132
979,0.068
980,0.134
981,0.134
982,0.132
983,0.066
984,0.134
985,0.132
986,0.134
987,0.132
988,0.134
989,0.134
990,0.066
991,0.134
992,0.134
993,0.134
994,0.134
995,0.066
996,0.132
997,0.132
998,0.068
999,0.132
1000,0.134
1001,0.134
1002,0.134
1003,0.066
1004,0.134
1005,0.134
1006,0.134
1007,0.066
1008,0.2
1009,0.134
1010,0.134
1011,0.134
1012,0.134
1013,0.134
1014,0.134
1015,0.134
1016,0.066
1017,0.134
1018,1.534
1019,0.066
1020,0.134
1021,0.134
1022,0.068
1023,0.134
1024,0.132
1025,0.134
1026,0.134
1027,0.068
1028,0.134
1029,0.134
1030,0.132
1031,0.136
1032,0.132
1033,0.066
1034,0.134
1035,0.132
1036,0.066
1037,0.198
1038,0.066
1039,0.134
1040,0.132
1041,0.132
1042,0.134
1043,0.066
1044,0.132
1045,0.134
1046,0.134
1047,0.132
1048,0.066
1049,0.198
1050,0.132
1051,0.068
1052,0.134
1053,0.134
1054,0.134
1055,0.134
1056,0.132
1057,0.134
1058,0.134
1059,0.134
1060,0.068
1061,0.134
1062,0.132
1063,0.134
1064,0.134
1065,0.066
1066,0.134
1067,0.134
1068,0.134
1069,0.066
1070,0.132
1071,0.132
1072,0.134
1073,0.2
1074,0.132
1075,0.068
1076,0.134
1077,0.066
1078,0.134
1079,0.136
1080,0.066
1081,0.136
1082,0.134
1083,0.134
1084,0.132
1085,0.134
1086,0.134
1087,0.066
1088,0.134
1089,0.134
1090,0.134
1091,0.066
1092,0.132
1093,0.132
1094,0.132
1095,0.066
1096,0.132
1097,0.132
1098,0.132
1099,0.266
1100,0.134
1101,0.134
1102,0.134
1103,0.066
1104,0.134
1105,0.134
1106,0.066
1107,0.136
1108,0.132
1109,0.132
1110,0.132
1111,0.068
1112,0.134
1113,0.134
1114,0.134
1115,0.134
1116,0.066
1117,0.132
1118,0.132
1119,0.066
1120,0.132
1121,0.132
1122,0.134
1123,0.134
1124,0.066
1125,0.134
1126,0.134
1127,0.134
1128,0.134
1129,0.134
1130,0.066
1131,0.134
1132,0.132
1133,0.134
1134,0.132
1135,0.134
1136,0.068
1137,0.132
1138,0.132
1139,0.066
1140,0.132
1141,0.132
1142,0.134
1143,0.134
1144,0.134
1145,0.134
1146,0.132
1147,0.134
1148,0.134
1149,0.134
1150,0.2
1151,0.066
1152,0.132
1153,0.2
1154,0.134
1155,0.134
1156,0.134
1157,0.134
1158,0.068
1159,0.134
1160,0.134
1161,0.134
1162,0.134
1163,0.132
1164,0.066
1165,0.134
1166,0.132
1167,0.134
1168,0.066
1169,0.198
1170,0.066
1171,0.132
1172,0.134
1173,0.066
1174,0.134
1175,0.134
1176,0.066
1177,0.132
1178,0.134
1179,0.134
1180,0.134
1181,0.136
1182,0.066
1183,0.134
1184,0.134
1185,0.134
1186,0.134
1187,0.066
1188,0.134
1189,0.132
1190,0.134
1191,0.134
1192,0.134
1193,0.132
1194,0.134
1195,0.132
1196,0.066
1197,0.2019999999999999
1198,0.134
1199,0.134
1200,0.066
1201,0.136
1202,0.134
1203,0.134
1204,0.132
1205,0.132
1206,0.134
1207,0.134
1208,0.2
1209,0.132
1210,0.066
1211,0.132
1212,0.134
1213,0.134
1214,0.132
1215,0.066
1216,0.2019999999999999
1217,0.134
1218,0.066
1219,0.134
1220,0.134
1221,0.134
1222,0.132
1223,0.134
1224,0.134
1225,0.134
1226,0.066
1227,0.134
1228,0.134
1229,0.134
1230,0.134
1231,0.134
1232,0.134
1233,0.134
1234,0.134
1235,0.132
1236,0.132
1237,0.134
1238,0.136
1239,0.134
1240,0.068
1241,0.198
1242,0.066
1243,0.134
1244,0.134
1245,0.134
1246,0.134
1247,0.068
1248,0.134
1249,0.132
1250,0.068
1251,0.136
1252,0.134
1253,0.134
1254,0.132
1255,0.132
1256,0.134
1257,0.066
1258,0.134
1259,0.134
1260,0.134
1261,0.068
1262,0.134
1263,0.132
1264,0.066
1265,0.138
1266,0.198
1267,0.134
1268,0.132
1269,0.132
1270,0.134
1271,0.134
1272,0.134
1273,0.068
1274,0.134
1275,0.134
1276,0.066
1277,0.2
1278,0.132
1279,0.066
1280,0.132
1281,0.134
1282,0.134
1283,0.066
1284,0.134
1285,0.134
1286,0.066
1287,0.134
1288,0.134
1289,0.134
1290,0.134
1291,0.068
1292,0.132
1293,0.134
1294,0.134
1295,0.132
1296,0.066
1297,0.134
1298,0.132
1299,0.066
1300,0.136
1301,0.132
1302,0.134
1303,0.066
1304,0.132
1305,0.132
1306,0.068
1307,0.134
1308,0.134
1309,1.444
1310,0.134
1311,0.066
1312,0.134
1313,0.132
1314,0.134
1315,0.134
1316,0.132
1317,0.132
1318,0.066
1319,0.134
1320,0.134
1321,0.066
1322,0.2
1323,0.132
1324,0.132
1325,0.134
1326,0.066
1327,0.132
1328,0.134
1329,0.068
1330,0.132
1331,0.134
1332,0.066
1333,0.132
1334,0.134
1335,0.132
1336,0.132
1337,0.134
1338,0.132
1339,0.066
1340,0.2019999999999999
1341,0.066
1342,0.132
1343,0.134
1344,0.134
1345,0.134
1346,0.066
1347,0.134
1348,0.134
1349,0.132
1350,0.066
1351,0.132
1352,0.134
1353,0.132
1354,0.2
1355,0.134
1356,0.066
1357,0.134
1358,0.134
1359,0.132
1360,0.132
1361,0.134
1362,0.066
1363,0.134
1364,0.132
1365,0.066
1366,0.134
1367,0.066
1368,0.134
1369,0.132
1370,0.134
1371,0.066
1372,0.134
1373,0.2
1374,0.068
1375,0.134
1376,0.134
1377,0.132
1378,0.134
1379,0.136
1380,0.066
1381,0.134
1382,0.134
1383,0.066
1384,0.134
1385,0.134
1386,0.132
1387,0.134
1388,0.068
1389,0.134
1390,0.068
1391,0.134
1392,0.134
1393,0.066
1394,0.134
1395,0.134
1396,0.134
1397,0.134
1398,0.134
1399,0.134
1400,0.066
1401,0.132
1402,0.134
1403,0.134
1404,0.066
1405,0.134
1406,0.134
1407,0.134
1408,0.134
1409,0.134
1410,0.132
1411,0.068
1412,0.134
1413,0.132
1414,0.066
1415,0.136
1416,0.134
1417,0.134
1418,0.066
1419,0.134
1420,0.134
1421,0.134
1422,0.132
1423,0.134
1424,0.132
1425,0.134
1426,0.066
1427,0.134
1428,0.134
1429,0.134
1430,0.134
1431,0.134
1432,0.132
1433,0.132
1434,0.066
1435,0.134
1436,0.134
1437,0.134
1438,0.134
1439,0.134
1440,0.066
1441,0.134
1442,0.134
1443,0.136
1444,0.134
1445,0.134
1446,0.134
1447,0.066
1448,0.2
1449,0.134
1450,0.134
1451,0.134
1452,0.066
1453,0.132
1454,0.132
1455,0.134
1456,0.134
1457,0.134
1458,0.066
1459,0.134
1460,0.132
1461,0.132
1462,0.066
1463,0.132
1464,0.134
1465,0.066
1466,0.2
1467,0.066
1468,0.132
1469,0.132
1470,0.134
1471,0.132
1472,0.134
1473,0.134
1474,0.2
1475,0.066
1476,0.2019999999999999
1477,0.066
1478,0.134
1479,0.132
1480,0.134
1481,0.134
1482,0.132
1483,0.134
1484,0.134
1485,0.134
1486,0.134
1487,0.132
1488,0.134
1489,0.134
1490,0.134
1491,0.132
1492,0.132
1493,0.132
1494,0.134
1495,0.134
1496,0.2019999999999999
1497,0.066
1498,0.134
1499,0.132
1500,0.066
1501,0.134
1502,0.132
1503,0.134
1504,0.134
1505,0.134
1506,0.134
1507,0.134
1508,0.134
1509,0.066
1510,0.2
1511,0.066
1512,0.134
1513,0.132
1514,0.132
1515,0.066
1516,0.2019999999999999
1517,0.134
1518,0.132
1519,0.132
1520,0.134
1521,0.134
1522,0.134
1523,0.134
1524,0.066
1525,0.134
1526,0.134
1527,0.134
1528,0.134
1529,0.132
1530,0.134
1531,0.134
1532,0.066
1533,0.134
1534,0.134
1535,0.134
1536,0.066
1537,0.134
1538,0.132
1539,0.134
1540,0.134
1541,0.134
1542,0.066
1543,0.2019999999999999
1544,0.134
1545,0.066
1546,0.134
1547,0.134
1548,0.136
1549,0.066
1550,0.134
1551,0.132
1552,0.134
1553,0.128
1554,0.068
1555,0.134
1556,0.136
1557,0.134
1558,0.198
1559,0.134
1560,0.134
1561,0.068
1562,0.134
1563,0.134
1564,0.134
1565,0.134
1566,0.2019999999999999
1567,0.066
1568,0.134
1569,0.132
1570,0.134
1571,0.134
1572,0.068
1573,0.136
1574,0.132
1575,0.134
1576,0.066
1577,0.198
1578,0.066
1579,0.134
1580,0.134
1581,0.132
1582,0.134
1583,0.066
1584,0.198
1585,0.066
1586,0.134
1587,0.134
1588,0.132
1589,0.134
1590,0.134
1591,0.066
1592,0.132
1593,0.134
1594,0.132
1595,0.066
1596,0.136
1597,1.598
1598,0.066
1599,0.132
1600,0.134
1601,0.134
1602,0.134
1603,0.066
1604,0.2
1605,0.134
1606,0.068
1607,0.134
1608,0.134
1609,0.066
1610,0.132
1611,0.134
1612,0.134
1613,0.132
1614,0.134
1615,0.132
1616,0.066
1617,0.132
1618,0.134
1619,0.066
1620,0.134
1621,0.134
1622,0.066
1623,0.132
1624,0.134
1625,0.2019999999999999
1626,0.132
1627,0.134
1628,0.068
1629,0.132
1630,0.132
1631,0.066
1632,0.134
1633,0.134
1634,0.132
1635,0.134
1636,0.066
1637,0.132
1638,0.132
1639,0.132
1640,0.134
1641,0.066
1642,0.136
1643,0.068
1644,0.134
1645,0.132
1646,0.134
1647,0.132
1648,0.134
1649,0.134
1650,0.132
1651,0.132
1652,0.066
1653,0.134
1654,0.068
1655,0.134
1656,0.134
1657,0.132
1658,0.068
1659,0.134
1660,0.134
1661,0.132
1662,0.134
1663,0.066
1664,0.134
1665,0.134
1666,0.066
1667,0.132
1668,0.132
1669,0.134
1670,0.066
1671,0.134
1672,0.134
1673,0.132
1674,0.134
1675,0.068
1676,0.132
1677,0.134
1678,0.066
1679,0.132
1680,0.134
1681,0.066
1682,0.2019999999999999
1683,0.132
1684,0.132
1685,0.134
1686,0.132
1687,0.136
1688,0.132
1689,0.066
1690,0.132
1691,0.132
1692,0.134
1693,0.134
1694,0.066
1695,0.134
1696,0.134
1697,0.132
1698,0.134
1699,0.068
1700,0.134
1701,0.134
1702,0.134
1703,0.066
1704,0.134
1705,0.132
1706,0.134
1707,0.066
1708,0.134
1709,0.134
1710,0.134
1711,0.132
1712,0.132
1713,0.134
1714,0.132
1715,0.134
1716,0.134
1717,0.066
1718,0.132
1719,0.134
1720,0.068
1721,0.132
1722,0.136
1723,0.134
1724,0.134
1725,0.066
1726,0.136
1727,0.134
1728,0.134
1729,0.132
1730,0.134
1731,0.134
1732,0.132
1733,0.134
1734,0.132
1735,0.132
1736,0.134
1737,0.132
1738,0.066
1739,0.136
1740,0.134
1741,0.134
1742,0.134
1743,0.066
1744,0.2019999999999999
1745,0.134
1746,0.066
1747,0.132
1748,0.066
1749,0.134
1750,0.132
1751,0.068
1752,0.132
1753,0.132
1754,0.134
1755,0.134
1756,0.132
1757,0.134
1758,0.134
1759,0.066
1760,0.134
1761,0.134
1762,0.136
1763,0.132
1764,0.134
1765,0.134
1766,0.066
1767,0.132
1768,0.134
1769,0.132
1770,0.134
1771,0.134
1772,0.2
1773,0.134
1774,0.134
1775,0.134
1776,0.066
1777,0.134
1778,0.134
1779,0.134
1780,0.066
1781,0.2
1782,0.066
1783,0.134
1784,0.134
1785,0.134
1786,0.134
1787,0.134
1788,0.134
1789,0.132
1790,0.132
1791,0.134
1792,0.134
1793,0.136
1794,0.134
1795,0.134
1796,0.134
1797,0.134
1798,0.132
1799,0.134
1800,0.132
1801,0.134
1802,0.066
1803,0.134
1804,0.134
1805,0.134
1806,0.132
1807,0.132
1808,0.066
1809,0.132
1810,0.132
1811,0.134
1812,0.134
1813,0.134
1814,0.2
1815,0.066
1816,0.132
1817,0.132
1818,0.132
1819,0.132
1820,0.132
1821,0.068
1822,0.134
1823,0.134
1824,0.132
1825,0.066
1826,0.134
1827,0.134
1828,0.132
1829,0.134
1830,0.132
1831,0.066
1832,0.134
1833,0.132
1834,0.068
1835,0.132
1836,0.066
1837,0.132
1838,0.136
1839,0.134
1840,0.134
1841,0.13
1842,0.066
1843,0.134
1844,0.136
1845,0.066
1846,0.134
1847,0.132
1848,0.132
1849,0.134
1850,0.068
1851,0.198
1852,0.132
1853,0.134
1854,0.2
1855,0.134
1856,0.066
1857,0.132
1858,0.132
1859,0.068
1860,0.134
1861,0.134
1862,0.068
1863,0.134
1864,0.134
1865,0.132
1866,0.134
1867,0.134
1868,0.066
1869,0.132
1870,0.134
1871,0.066
1872,0.134
1873,0.134
1874,0.134
1875,0.136
1876,0.066
1877,0.134
1878,0.134
1879,0.134
1880,0.066
1881,0.132
1882,0.068
1883,1.6
1884,0.134
1885,0.066
1886,0.132
1887,0.132
1888,0.134
1889,0.134
1890,0.134
1891,0.066
1892,0.2019999999999999
1893,0.066
1894,0.134
1895,0.066
1896,0.136
1897,0.132
1898,0.134
1899,0.066
1900,0.132
1901,0.134
1902,0.132
1903,0.068
1904,0.134
1905,0.134
1906,0.132
1907,0.132
1908,0.132
1909,0.066
1910,0.132
1911,0.066
1912,0.134
1913,0.132
1914,0.134
1915,0.132
1916,0.132
1917,0.068
1918,0.132
1919,0.134
1920,0.066
1921,0.134
1922,0.134
1923,0.2
1924,0.066
1925,0.198
1926,0.068
1927,0.134
1928,0.132
1929,0.066
1930,0.134
1931,0.134
1932,0.066
1933,0.132
1934,0.132
1935,0.134
1936,0.134
1937,0.134
1938,0.134
1939,0.068
1940,0.132
1941,0.066
1942,0.134
1943,0.132
1944,0.068
1945,0.134
1946,0.134
1947,0.066
1948,0.136
1949,0.132
1950,0.136
1951,0.132
1952,0.066
1953,0.134
1954,0.134
1955,0.134
1956,0.066
1957,0.134
1958,0.134
1959,0.134
1960,0.134
1961,0.132
1962,0.132
1963,0.066
1964,0.134
1965,0.132
1966,0.134
1967,0.066
1968,0.134
1969,0.132
1970,0.066
1971,0.134
1972,0.134
1973,0.132
1974,0.134
1975,0.136
1976,0.066
1977,0.134
1978,0.132
1979,0.134
1980,0.134
1981,0.132
1982,0.134
1983,0.066
1984,0.134
1985,0.134
1986,0.134
1987,0.134
1988,0.068
1989,0.134
1990,0.066
1991,0.136
1992,0.134
1993,0.066
1994,0.134
1995,0.134
1996,0.136
1997,0.134
1998,0.134
1999,0.134
2000,0.066
2001,0.134
2002,0.066
2003,0.134
2004,0.134
2005,0.134
2006,0.068
2007,0.136
2008,0.132
2009,0.134
2010,0.134
2011,0.134
2012,0.198
2013,0.066
2014,0.132
2015,0.134
2016,0.066
2017,0.132
2018,0.134
2019,0.132
2020,0.066
2021,0.134
2022,0.134
2023,0.134
2024,0.066
2025,0.134
2026,0.066
2027,0.132
2028,0.134
2029,0.066
2030,0.134
2031,0.134
2032,0.066
2033,0.2
2034,0.066
2035,0.134
2036,0.132
2037,0.066
2038,0.134
2039,0.134
2040,0.066
2041,0.134
2042,0.132
2043,0.134
2044,0.198
2045,0.134
2046,0.134
2047,0.134
2048,0.136
2049,0.134
2050,0.134
2051,0.132
2052,0.134
2053,0.134
2054,0.134
2055,0.068
2056,0.134
2057,0.134
2058,0.134
2059,0.132
2060,0.066
2061,0.134
2062,0.134
2063,0.068
2064,0.134
2065,0.134
2066,0.066
2067,0.136
2068,0.132
2069,0.134
2070,0.066
2071,0.132
2072,0.134
2073,0.134
2074,0.134
2075,0.134
2076,0.196
2077,0.136
2078,0.068
2079,0.132
2080,0.134
2081,0.132
2082,0.066
2083,0.134
2084,0.132
2085,0.066
2086,0.134
2087,0.134
2088,0.066
2089,0.134
2090,0.134
2091,0.136
2092,0.134
2093,0.132
2094,0.134
2095,0.066
2096,0.132
2097,0.134
2098,0.132
2099,0.132
2100,0.066
2101,0.134
2102,0.134
2103,0.066
2104,0.132
2105,0.134
2106,0.134
2107,0.066
2108,0.134
2109,0.134
2110,0.132
2111,0.066
2112,0.132
2113,0.134
2114,0.066
2115,0.132
2116,0.134
2117,0.134
2118,0.066
2119,0.134
2120,0.134
2121,0.134
2122,0.066
2123,0.132
2124,0.134
2125,0.134
2126,0.134
2127,0.066
