id_time,time,dt_object,orig_value,date_only,score_AnDePeDPro,score_bayesChangePt,score_contextOSE,score_earthgeckoSkyline,score_knncad,score_relativeEntropy,score_windowedGaussian,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,raw_anomaly,anomaly_window_mask,is_ground_truth
36,2023-10-10 12:00:00+00:00,2023-10-10 12:00:00+00:00,198271482.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.7877773669210285,1,0,347272189.0,149000707.0,0,0,0,False
37,2023-10-10 13:00:00+00:00,2023-10-10 13:00:00+00:00,180677599.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.797344878714972,1,0,374467212.5,193789613.5,0,0,0,False
38,2023-10-10 14:00:00+00:00,2023-10-10 14:00:00+00:00,82045277.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8645514784808165,1,0,374467212.5,292421935.5,0,0,1,False
39,2023-10-10 15:00:00+00:00,2023-10-10 15:00:00+00:00,456894672.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.5074965276272347,1,0,389770689.5,67123982.5,0,0,1,False
40,2023-10-10 16:00:00+00:00,2023-10-10 16:00:00+00:00,361595003.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.6032821134875035,1,0,389770689.5,28175686.5,0,0,1,False
41,2023-10-10 17:00:00+00:00,2023-10-10 17:00:00+00:00,567106909.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.6380574015057766,1,0,389770689.5,177336219.5,0,0,1,False
42,2023-10-10 18:00:00+00:00,2023-10-10 18:00:00+00:00,172220203.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.799354419074175,1,0,389770689.5,217550486.5,0,0,1,False
43,2023-10-10 19:00:00+00:00,2023-10-10 19:00:00+00:00,228441785.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.7431392570563785,1,0,376568574.0,148126789.0,0,0,1,False
44,2023-10-10 20:00:00+00:00,2023-10-10 20:00:00+00:00,392201957.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.5575572173576794,1,0,376568574.0,15633383.0,0,0,1,False
45,2023-10-10 21:00:00+00:00,2023-10-10 21:00:00+00:00,202523082.0,2023-10-10,1.0,0.3888888888888888,0.0,0.0,0.0,0.0,0.7660758211819572,1,0,376568574.0,174045492.0,0,0,1,False
46,2023-10-10 22:00:00+00:00,2023-10-10 22:00:00+00:00,181330554.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.7821392968157117,1,0,376568574.0,195238020.0,0,0,1,False
47,2023-10-10 23:00:00+00:00,2023-10-10 23:00:00+00:00,134228501.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8191956563372045,1,0,376568574.0,242340073.0,0,0,1,False
48,2023-10-11 00:00:00+00:00,2023-10-11 00:00:00+00:00,387339422.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.5430854754546537,1,0,376568574.0,10770848.0,0,0,1,False
49,2023-10-11 01:00:00+00:00,2023-10-11 01:00:00+00:00,94974323.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.8473738484973564,1,0,389770689.5,294796366.5,0,0,1,False
50,2023-10-11 02:00:00+00:00,2023-10-11 02:00:00+00:00,494674722.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.598868449502322,1,0,416882358.0,77792364.0,0,0,1,False
51,2023-10-11 03:00:00+00:00,2023-10-11 03:00:00+00:00,951518486.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.955002955556672,1,0,416882358.0,534636128.0,0,0,1,False
52,2023-10-11 04:00:00+00:00,2023-10-11 04:00:00+00:00,618509559.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.7248268069165916,1,0,389770689.5,228738869.5,0,0,1,False
53,2023-10-11 05:00:00+00:00,2023-10-11 05:00:00+00:00,489419593.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.5733965173457009,1,0,416882358.0,72537235.0,0,0,1,False
54,2023-10-11 06:00:00+00:00,2023-10-11 06:00:00+00:00,365797726.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.5822680725913161,1,0,416882358.0,51084632.0,0,0,1,False
55,2023-10-11 07:00:00+00:00,2023-10-11 07:00:00+00:00,915741357.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.9392838159185772,1,0,443161522.0,472579835.0,0,0,1,False
56,2023-10-11 08:00:00+00:00,2023-10-11 08:00:00+00:00,545069409.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.6310118568047695,1,0,464291948.5,80777460.5,0,0,1,False
57,2023-10-11 09:00:00+00:00,2023-10-11 09:00:00+00:00,764877342.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.8484154288940944,1,0,464291948.5,300585393.5,0,0,1,False
58,2023-10-11 10:00:00+00:00,2023-10-11 10:00:00+00:00,610451146.0,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.6988372601880757,1,0,464291948.5,146159197.5,0,0,1,False
59,2023-10-11 11:00:00+00:00,2023-10-11 11:00:00+00:00,254060419.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.733559905585641,0,0,464291948.5,210231529.5,0,0,1,False
60,2023-10-11 12:00:00+00:00,2023-10-11 12:00:00+00:00,441562759.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.5055932012965665,0,0,464291948.5,22729189.5,0,0,1,False
61,2023-10-11 13:00:00+00:00,2023-10-11 13:00:00+00:00,444760285.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.5014151682937764,0,0,464291948.5,19531663.5,0,0,1,False
62,2023-10-11 14:00:00+00:00,2023-10-11 14:00:00+00:00,110223397.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.8634686503539739,0,0,464291948.5,354068551.5,0,0,1,False
63,2023-10-11 15:00:00+00:00,2023-10-11 15:00:00+00:00,287364136.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.6912574981741103,0,0,464291948.5,176927812.5,0,0,1,False
64,2023-10-11 16:00:00+00:00,2023-10-11 16:00:00+00:00,723237935.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.8251886040007517,0,0,464291948.5,258945986.5,0,0,1,False
65,2023-10-11 17:00:00+00:00,2023-10-11 17:00:00+00:00,483823612.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.5539673300935206,0,0,464291948.5,19531663.5,0,0,1,False
66,2023-10-11 18:00:00+00:00,2023-10-11 18:00:00+00:00,637975124.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.7404307987954656,0,0,464291948.5,173683175.5,0,0,1,False
67,2023-10-11 19:00:00+00:00,2023-10-11 19:00:00+00:00,654315451.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.7555859703859116,0,0,487877343.5,166438107.5,0,0,1,False
68,2023-10-11 20:00:00+00:00,2023-10-11 20:00:00+00:00,319664399.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.6670713916635522,0,0,487877343.5,168212944.5,0,0,1,False
69,2023-10-11 21:00:00+00:00,2023-10-11 21:00:00+00:00,343273646.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.6364118276444397,0,0,487877343.5,144603697.5,0,0,1,False
70,2023-10-11 22:00:00+00:00,2023-10-11 22:00:00+00:00,439386664.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.5085603309260438,0,0,487877343.5,48490679.5,0,0,1,False
71,2023-10-11 23:00:00+00:00,2023-10-11 23:00:00+00:00,242310743.0,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.7554276058142343,0,0,487877343.5,245566600.5,0,0,1,False
72,2023-10-12 00:00:00+00:00,2023-10-12 00:00:00+00:00,78520657.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8932084615080716,0,0,487877343.5,409356686.5,0,0,1,False
73,2023-10-12 01:00:00+00:00,2023-10-12 01:00:00+00:00,321829150.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.6534454915903127,0,0,539107076.0,217277926.0,0,0,1,False
74,2023-10-12 02:00:00+00:00,2023-10-12 02:00:00+00:00,648725090.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.7663616140295553,0,0,539107076.0,109618014.0,0,0,1,False
75,2023-10-12 03:00:00+00:00,2023-10-12 03:00:00+00:00,732313601.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8428975729550856,0,0,539107076.0,193206525.0,0,0,1,False
76,2023-10-12 04:00:00+00:00,2023-10-12 04:00:00+00:00,586458360.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.6888366458086999,0,0,586370718.5,87641.5,0,0,1,False
77,2023-10-12 05:00:00+00:00,2023-10-12 05:00:00+00:00,491931075.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.5645446298168943,0,0,578192124.5,86261049.5,0,0,1,False
78,2023-10-12 06:00:00+00:00,2023-10-12 06:00:00+00:00,751614373.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8560779782439498,0,0,578192124.5,173422248.5,0,0,1,False
79,2023-10-12 07:00:00+00:00,2023-10-12 07:00:00+00:00,1103278230.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.988349932867766,0,0,565897797.5,537380432.5,0,0,1,False
80,2023-10-12 08:00:00+00:00,2023-10-12 08:00:00+00:00,916136927.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.939654355266583,0,0,526812749.0,389324178.0,0,0,1,False
81,2023-10-12 09:00:00+00:00,2023-10-12 09:00:00+00:00,668335978.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.7544150195203215,0,0,526812749.0,141523229.0,0,0,1,False
82,2023-10-12 10:00:00+00:00,2023-10-12 10:00:00+00:00,706067831.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.7908216010939675,0,0,526812749.0,179255082.0,0,0,1,False
83,2023-10-12 11:00:00+00:00,2023-10-12 11:00:00+00:00,365606380.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.635783512949314,0,0,526812749.0,161206369.0,0,0,1,False
84,2023-10-12 12:00:00+00:00,2023-10-12 12:00:00+00:00,586283077.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.6566833246308642,0,0,526812749.0,59470328.0,0,0,1,False
85,2023-10-12 13:00:00+00:00,2023-10-12 13:00:00+00:00,201426678.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8188207945981111,0,0,526812749.0,325386071.0,0,0,1,False
86,2023-10-12 14:00:00+00:00,2023-10-12 14:00:00+00:00,382993595.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.6109612445369741,0,0,526812749.0,143819154.0,0,0,1,False
87,2023-10-12 15:00:00+00:00,2023-10-12 15:00:00+00:00,4095100213.0,2023-10-12,0.0,0.9833333333333332,0.0,0.0,0.0,0.0,0.9999999994276292,1,0,459863823.5,3635236389.5,1,1,1,False
88,2023-10-12 16:00:00+00:00,2023-10-12 16:00:00+00:00,570101172.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.6715701928043051,0,0,459863823.5,110237348.5,0,0,1,False
89,2023-10-12 17:00:00+00:00,2023-10-12 17:00:00+00:00,561694423.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.675261989843154,0,0,459863823.5,101830599.5,0,0,1,False
90,2023-10-12 18:00:00+00:00,2023-10-12 18:00:00+00:00,222311668.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8383930469408424,0,0,454173105.5,231861437.5,0,0,1,False
91,2023-10-12 19:00:00+00:00,2023-10-12 19:00:00+00:00,99562591.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8792533999070646,0,0,454173105.5,354610514.5,0,0,1,False
92,2023-10-12 20:00:00+00:00,2023-10-12 20:00:00+00:00,90930904.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.878981457723724,0,0,454173105.5,363242201.5,0,0,1,False
93,2023-10-12 21:00:00+00:00,2023-10-12 21:00:00+00:00,58731385.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8860612449715946,0,0,454173105.5,395441720.5,0,0,1,False
94,2023-10-12 22:00:00+00:00,2023-10-12 22:00:00+00:00,170547791.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8448412336108153,0,0,454173105.5,283625314.5,0,0,1,False
95,2023-10-12 23:00:00+00:00,2023-10-12 23:00:00+00:00,71511187.0,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.8768474286734791,0,0,454173105.5,382661918.5,0,0,1,False
96,2023-10-13 00:00:00+00:00,2023-10-13 00:00:00+00:00,192234853.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8304608663727912,0,0,462843286.5,270608433.5,0,0,1,False
97,2023-10-13 01:00:00+00:00,2023-10-13 01:00:00+00:00,107006496.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8600030894724373,0,0,436466753.0,329460257.0,0,0,1,False
98,2023-10-13 02:00:00+00:00,2023-10-13 02:00:00+00:00,427796572.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.7141330326962998,0,0,436466753.0,8670181.0,0,0,1,False
99,2023-10-13 03:00:00+00:00,2023-10-13 03:00:00+00:00,595477850.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.61711470320052,0,0,458748566.5,136729283.5,0,0,1,False
100,2023-10-13 04:00:00+00:00,2023-10-13 04:00:00+00:00,662649248.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.5753919524627238,0,0,436466753.0,226182495.0,0,0,1,False
101,2023-10-13 05:00:00+00:00,2023-10-13 05:00:00+00:00,480549639.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.6837972408871611,0,0,425917749.0,54631890.0,0,0,1,False
102,2023-10-13 06:00:00+00:00,2023-10-13 06:00:00+00:00,631261025.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.592971106789399,0,0,339087319.0,292173706.0,0,0,1,False
103,2023-10-13 07:00:00+00:00,2023-10-13 07:00:00+00:00,696931324.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.5512464553015834,0,0,425917749.0,271013575.0,0,0,1,False
104,2023-10-13 08:00:00+00:00,2023-10-13 08:00:00+00:00,1381905267.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8349922722450426,0,0,425917749.0,955987518.0,0,0,1,False
105,2023-10-13 09:00:00+00:00,2023-10-13 09:00:00+00:00,957331852.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.6108983603776239,0,0,436466753.0,520865099.0,0,0,1,False
106,2023-10-13 10:00:00+00:00,2023-10-13 10:00:00+00:00,605685868.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.6134353589397741,0,0,436466753.0,169219115.0,0,0,1,False
107,2023-10-13 11:00:00+00:00,2023-10-13 11:00:00+00:00,445136934.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.7079835262697163,0,0,436466753.0,8670181.0,0,0,1,False
108,2023-10-13 12:00:00+00:00,2023-10-13 12:00:00+00:00,424038926.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.7185625512250988,0,0,436466753.0,12427827.0,0,0,1,False
109,2023-10-13 13:00:00+00:00,2023-10-13 13:00:00+00:00,139769459.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.850721801324891,0,0,436466753.0,296697294.0,0,0,1,False
110,2023-10-13 14:00:00+00:00,2023-10-13 14:00:00+00:00,472360199.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.6866829101454008,0,0,436466753.0,35893446.0,0,0,1,False
111,2023-10-13 15:00:00+00:00,2023-10-13 15:00:00+00:00,236042549.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.808155099718676,0,0,434587930.0,198545381.0,0,0,1,False
112,2023-10-13 16:00:00+00:00,2023-10-13 16:00:00+00:00,188706440.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8268970603853962,0,0,339087319.0,150380879.0,0,0,1,False
113,2023-10-13 17:00:00+00:00,2023-10-13 17:00:00+00:00,254135712.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.7957998136218203,0,0,245089130.5,9046581.5,0,0,1,False
114,2023-10-13 18:00:00+00:00,2023-10-13 18:00:00+00:00,1079406190.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.7041115976476483,0,0,224228704.5,855177485.5,0,0,1,False
115,2023-10-13 19:00:00+00:00,2023-10-13 19:00:00+00:00,92763106.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8630257510620185,0,0,224228704.5,131465598.5,0,0,1,False
116,2023-10-13 20:00:00+00:00,2023-10-13 20:00:00+00:00,496472660.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.6621753520158944,0,0,224228704.5,272243955.5,0,0,1,False
117,2023-10-13 21:00:00+00:00,2023-10-13 21:00:00+00:00,95336719.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8598654910668845,0,0,224228704.5,128891985.5,0,0,1,False
118,2023-10-13 22:00:00+00:00,2023-10-13 22:00:00+00:00,212414860.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8095825150870002,0,0,224228704.5,11813844.5,0,0,1,False
119,2023-10-13 23:00:00+00:00,2023-10-13 23:00:00+00:00,47408697.0,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.8727767597146416,0,0,224228704.5,176820007.5,0,0,1,False
120,2023-10-14 00:00:00+00:00,2023-10-14 00:00:00+00:00,63903656.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.8646652744548518,0,0,224228704.5,160325048.5,0,0,1,False
121,2023-10-14 01:00:00+00:00,2023-10-14 01:00:00+00:00,65362957.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.861943748095774,0,0,200560650.0,135197693.0,0,0,1,False
122,2023-10-14 02:00:00+00:00,2023-10-14 02:00:00+00:00,143368815.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.8291348446876503,0,0,205192124.0,61823309.0,0,0,1,False
123,2023-10-14 03:00:00+00:00,2023-10-14 03:00:00+00:00,134599603.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.8309398334598784,0,0,193337914.0,58738311.0,0,0,1,False
124,2023-10-14 04:00:00+00:00,2023-10-14 04:00:00+00:00,118854772.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.83558904838413,0,0,193337914.0,74483142.0,0,0,1,False
125,2023-10-14 05:00:00+00:00,2023-10-14 05:00:00+00:00,99576476.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.8415164436868344,0,0,205192124.0,105615648.0,0,0,1,False
126,2023-10-14 06:00:00+00:00,2023-10-14 06:00:00+00:00,258928394.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.767227286830154,0,0,205192124.0,53736270.0,0,0,1,False
127,2023-10-14 07:00:00+00:00,2023-10-14 07:00:00+00:00,247032807.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.771870547635686,0,0,205192124.0,41840683.0,0,0,1,False
128,2023-10-14 08:00:00+00:00,2023-10-14 08:00:00+00:00,517112970.0,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.6152600373307213,0,0,226495945.5,290617024.5,0,0,1,False
