,value
403,239116.0
404,244311.0
405,234522.0
406,3235740.0
407,246649.0
408,3253740.0
409,239080.0
410,247261.0
411,234844.0
412,268433.0
413,223453.0
414,253193.0
415,237735.0
416,244744.0
417,257369.0
418,3228480.0
419,269861.0
420,3229110.0
421,258234.0
422,232734.0
423,246155.0
424,243065.0
425,246028.0
426,242913.0
427,231682.0
428,255268.0
429,236532.0
430,3254540.0
431,248560.0
432,3252300.0
433,239375.0
434,253265.0
435,236362.0
436,244662.0
437,247065.0
438,238032.0
439,245684.0
440,238604.0
441,261043.0
442,3216100.0
443,260094.0
444,3244400.0
445,226337.0
446,252188.0
447,245393.0
448,241493.0
449,237706.0
450,245012.0
451,237909.0
452,253078.0
453,240168.0
454,3248870.0
455,250435.0
456,3256320.0
457,230605.0
458,254587.0
459,234093.0
460,241980.0
461,261849.0
462,242223.0
463,256740.0
464,236921.0
465,271067.0
466,3197710.0
467,260255.0
468,3242430.0
469,245469.0
470,251011.0
471,238685.0
472,241960.0
473,233066.0
474,283861.0
475,240062.0
476,257465.0
477,254978.0
478,3235440.0
479,255754.0
480,3227150.0
481,236078.0
482,388240.0
483,236777.0
484,227627.0
485,252311.0
486,242327.0
487,241642.0
488,248389.0
489,273570.0
490,3306410.0
491,262106.0
492,3242880.0
493,283567.0
494,273127.0
495,260175.0
496,251403.0
497,251817.0
498,273249.0
499,238988.0
500,275365.0
501,291390.0
502,3359020.0
503,399001.0
504,3561460.0
505,339291.0
506,390198.0
507,399884.0
508,372872.0
509,389524.0
510,1163670.0
511,397407.0
512,389204.0
513,404224.0
514,3360440.0
515,403175.0
516,3378150.0
517,373712.0
518,410708.0
519,378684.0
520,410979.0
521,391032.0
522,1190060.0
523,383999.0
524,399979.0
525,373990.0
526,3410280.0
527,422833.0
528,3391730.0
529,295161.0
530,254373.0
531,250735.0
532,236999.0
533,258318.0
534,233088.0
535,252988.0
536,256719.0
537,231652.0
538,3249070.0
539,245066.0
540,3243390.0
541,235817.0
542,253230.0
543,241075.0
544,254290.0
545,244568.0
546,259041.0
547,230913.0
548,240953.0
549,247442.0
550,3240880.0
551,272605.0
552,3272150.0
553,257701.0
554,237159.0
555,256000.0
556,236218.0
557,253981.0
558,240892.0
559,252041.0
560,252478.0
561,236178.0
562,3251640.0
563,252965.0
564,3240320.0
565,225659.0
566,262094.0
567,231789.0
568,259574.0
569,233080.0
570,241600.0
571,253511.0
572,240551.0
573,257501.0
574,3256150.0
575,268213.0
576,3246770.0
577,270648.0
578,230839.0
579,263492.0
580,229821.0
581,239090.0
582,246163.0
583,242103.0
584,261614.0
585,241194.0
586,3242430.0
587,243066.0
588,3243440.0
589,234794.0
590,245498.0
591,242056.0
592,229823.0
593,258120.0
594,230552.0
595,253045.0
596,230385.0
597,254403.0
598,3225830.0
599,259469.0
600,3225090.0
601,258436.0
602,233808.0
603,241677.0
604,263112.0
605,266602.0
606,244229.0
607,238705.0
608,256480.0
609,225990.0
610,3241060.0
611,251275.0
612,4206500.0
613,2271640.0
614,240582.0
615,246508.0
616,244466.0
617,262520.0
618,239397.0
619,241457.0
620,244122.0
621,258265.0
622,3239530.0
623,267842.0
624,3222240.0
625,265767.0
626,236695.0
627,242795.0
628,258097.0
629,235499.0
630,252357.0
631,236301.0
632,282313.0
633,211838.0
634,3248880.0
635,242114.0
636,3241200.0
637,245429.0
638,230041.0
639,247600.0
640,235212.0
641,260300.0
642,230071.0
643,264085.0
644,237271.0
645,261323.0
646,3237250.0
647,254862.0
648,3247370.0
649,225190.0
650,250940.0
651,230978.0
652,262319.0
653,235497.0
654,248283.0
655,243400.0
656,249711.0
657,243717.0
658,3241720.0
659,255955.0
660,3221100.0
661,253793.0
662,242207.0
663,244641.0
664,245782.0
665,249634.0
666,232768.0
667,253386.0
668,243175.0
669,236034.0
670,3240990.0
671,247113.0
672,3222490.0
673,240165.0
674,251737.0
675,226327.0
676,256926.0
677,236917.0
678,252376.0
679,259127.0
680,219037.0
681,241918.0
682,3232520.0
683,266012.0
684,3209930.0
685,253948.0
686,239276.0
687,251676.0
688,239299.0
689,255742.0
690,213700.0
691,238498.0
692,259419.0
693,240198.0
694,3248830.0
695,237509.0
696,3244010.0
697,236972.0
698,256938.0
699,236136.0
700,256729.0
701,234670.0
702,234200.0
703,253754.0
704,237412.0
705,250319.0
706,3215960.0
707,292090.0
708,3224360.0
709,236701.0
710,227057.0
711,257728.0
712,239293.0
713,235845.0
714,251200.0
715,237458.0
716,247151.0
717,232946.0
718,3243070.0
719,248976.0
720,3242090.0
721,241318.0
722,258786.0
723,242851.0
724,233124.0
725,260257.0
726,237194.0
727,241907.0
728,223401.0
729,265658.0
730,3226760.0
731,269071.0
732,3234160.0
733,247154.0
734,239909.0
735,251001.0
736,245427.0
737,245271.0
738,243777.0
739,229951.0
740,261331.0
741,238705.0
742,3235200.0
743,238669.0
744,3238220.0
745,241383.0
746,242915.0
747,242803.0
748,252122.0
749,245866.0
750,244874.0
751,259231.0
752,237485.0
753,251142.0
754,3266010.0
755,268978.0
756,3219550.0
757,250667.0
758,226590.0
759,250937.0
760,257391.0
761,239186.0
762,265730.0
763,244336.0
764,273484.0
765,260826.0
766,3212430.0
767,250041.0
768,3229480.0
769,252372.0
770,228633.0
771,253911.0
772,255604.0
773,252911.0
774,240502.0
775,251820.0
776,244606.0
777,258127.0
778,3241530.0
779,268252.0
780,3224900.0
781,249406.0
782,247141.0
783,251762.0
784,249979.0
785,246418.0
786,251186.0
787,244801.0
788,253899.0
789,238998.0
790,3246630.0
791,268530.0
792,3231320.0
793,238892.0
794,236885.0
795,257800.0
796,247053.0
797,259031.0
798,235208.0
799,255852.0
800,239466.0
801,241280.0
802,3238610.0
803,247743.0
804,3247390.0
805,263945.0
806,223067.0
807,242767.0
808,255704.0
809,239505.0
810,257739.0
811,238905.0
812,232952.0
813,253479.0
814,3228590.0
815,258699.0
816,3238250.0
817,248249.0
818,244941.0
819,260855.0
820,229059.0
821,252070.0
822,250179.0
823,234909.0
824,262628.0
825,244432.0
826,3253610.0
827,249921.0
828,3234240.0
829,245451.0
830,257676.0
831,254384.0
832,258928.0
833,225973.0
834,248062.0
835,252026.0
836,239174.0
837,271910.0
838,3240900.0
839,265367.0
840,3232380.0
841,267969.0
842,245214.0
843,259969.0
844,241839.0
845,248567.0
846,251078.0
847,245016.0
848,262516.0
849,243620.0
850,3262360.0
851,251770.0
852,3255880.0
853,246521.0
854,257255.0
855,253634.0
856,239959.0
857,252233.0
858,232607.0
859,268876.0
860,237627.0
861,248714.0
862,3239780.0
863,264484.0
864,3221170.0
865,257621.0
866,243913.0
867,252722.0
868,250845.0
869,237929.0
870,262630.0
871,229879.0
872,251109.0
873,244945.0
874,3258040.0
875,239235.0
876,3255800.0
877,233708.0
878,241161.0
879,262493.0
880,236477.0
881,260941.0
882,240957.0
883,238547.0
884,250110.0
885,266236.0
886,3233970.0
887,252152.0
888,3236800.0
889,253102.0
890,237171.0
891,244675.0
892,236178.0
893,243647.0
894,253757.0
895,247602.0
896,250890.0
897,248602.0
898,3255100.0
899,248113.0
900,3284780.0
901,260754.0
902,219839.0
903,254068.0
904,229355.0
905,257058.0
906,262446.0
907,1240180.0
908,2271080.0
909,259978.0
910,3230890.0
911,248757.0
912,3258180.0
913,228558.0
914,267060.0
915,241959.0
916,273871.0
917,239560.0
918,266201.0
919,248236.0
920,252657.0
921,251742.0
922,3236980.0
923,268579.0
924,3319490.0
925,266101.0
926,243991.0
927,251850.0
928,251105.0
929,257054.0
930,250622.0
931,253562.0
932,250469.0
933,240984.0
934,3257310.0
935,243435.0
936,3244700.0
937,251797.0
938,242999.0
939,253667.0
940,245419.0
941,238899.0
942,264696.0
943,249501.0
944,232831.0
945,267964.0
946,3249990.0
947,259527.0
948,3238240.0
949,260225.0
950,239487.0
951,249820.0
952,243441.0
953,252087.0
954,249695.0
955,241480.0
956,260207.0
957,251933.0
958,3240240.0
959,252160.0
960,3247100.0
961,242626.0
962,258707.0
963,231018.0
964,261194.0
965,235631.0
966,249281.0
967,256689.0
968,238528.0
969,262248.0
970,3240490.0
971,251283.0
972,3227320.0
973,256052.0
974,226626.0
975,256158.0
976,242633.0
977,243717.0
978,251162.0
979,240877.0
980,261025.0
981,245658.0
982,3252100.0
983,236063.0
984,3239200.0
985,237628.0
986,259796.0
987,251316.0
988,242875.0
989,254477.0
990,248382.0
991,246525.0
992,240007.0
993,269959.0
994,3233790.0
995,256958.0
996,3221950.0
997,255516.0
998,241014.0
999,244072.0
1000,257380.0
1001,244383.0
1002,257467.0
1003,247320.0
1004,253115.0
1005,247766.0
1006,3236930.0
1007,240256.0
1008,3255640.0
1009,250895.0
1010,226420.0
1011,267511.0
1012,237518.0
1013,249753.0
1014,255457.0
1015,246707.0
1016,238203.0
1017,266068.0
1018,3224110.0
1019,288656.0
1020,3221660.0
1021,252607.0
1022,240767.0
1023,237554.0
1024,260285.0
1025,238979.0
1026,258649.0
1027,229923.0
1028,253306.0
1029,254196.0
1030,3250310.0
1031,245628.0
1032,3228560.0
1033,258316.0
1034,238328.0
1035,253330.0
1036,238631.0
1037,250253.0
1038,240730.0
1039,257320.0
1040,243771.0
1041,275431.0
1042,3241840.0
1043,252521.0
1044,3247290.0
1045,230172.0
1046,257449.0
1047,247812.0
1048,259260.0
1049,241602.0
1050,250854.0
1051,241955.0
1052,261971.0
1053,256386.0
1054,3231220.0
1055,273132.0
1056,3242380.0
1057,257765.0
1058,253928.0
1059,271604.0
1060,246087.0
1061,268441.0
1062,245622.0
1063,262116.0
1064,230303.0
1065,245845.0
1066,3252220.0
1067,242016.0
1068,3261850.0
1069,255013.0
1070,252346.0
1071,248963.0
1072,260418.0
1073,243351.0
1074,271355.0
1075,251294.0
1076,226718.0
1077,268437.0
1078,3233020.0
1079,256032.0
1080,3255440.0
1081,260018.0
1082,239642.0
1083,262088.0
1084,251806.0
1085,248498.0
1086,255248.0
1087,248198.0
1088,250553.0
1089,245044.0
1090,3257440.0
1091,252943.0
1092,3245980.0
1093,233187.0
1094,255574.0
1095,256643.0
1096,247717.0
1097,244907.0
1098,247128.0
1099,247600.0
1100,248156.0
1101,265150.0
1102,3233210.0
1103,265336.0
1104,3230190.0
1105,252375.0
1106,243211.0
1107,251390.0
1108,245563.0
1109,228244.0
1110,254345.0
1111,240311.0
1112,259417.0
1113,249510.0
1114,3237050.0
1115,3254990.0
1116,243685.0
1117,232350.0
1118,254957.0
1119,247025.0
1120,254224.0
1121,258667.0
1122,249934.0
1123,252552.0
1124,257755.0
1125,3234060.0
1126,243386.0
1127,3238850.0
1128,254191.0
1129,245248.0
1130,248947.0
1131,246963.0
1132,234151.0
1133,255304.0
1134,244506.0
1135,255814.0
1136,240847.0
1137,3320290.0
1138,255712.0
1139,3259450.0
1140,246759.0
1141,235111.0
1142,271629.0
1143,241744.0
1144,253261.0
1145,253960.0
1146,250184.0
1147,235084.0
1148,271726.0
1149,3237680.0
1150,252362.0
1151,3243310.0
1152,247380.0
1153,253436.0
1154,249854.0
1155,258505.0
1156,234949.0
1157,253681.0
1158,241614.0
1159,251072.0
1160,249267.0
1161,3249270.0
1162,262681.0
1163,3242960.0
1164,253501.0
1165,241007.0
1166,254218.0
1167,241488.0
1168,260913.0
1169,245215.0
1170,251380.0
1171,240336.0
1172,251681.0
1173,3237150.0
1174,274330.0
1175,3222630.0
1176,243638.0
1177,255884.0
1178,243239.0
1179,258277.0
1180,240959.0
1181,266413.0
1182,226564.0
1183,257943.0
1184,241036.0
1185,3228220.0
1186,270504.0
1187,3236080.0
1188,249686.0
1189,233765.0
1190,246757.0
1191,3228160.0
1192,248919.0
1193,235369.0
1194,257814.0
1195,238726.0
1196,263029.0
1197,3236520.0
1198,248720.0
1199,3257700.0
1200,233011.0
1201,251556.0
1202,238617.0
1203,261755.0
1204,225593.0
1205,255809.0
1206,244315.0
1207,230856.0
1208,259247.0
1209,3245960.0
1210,261744.0
1211,3237500.0
1212,248712.0
1213,250321.0
1214,255288.0
1215,246289.0
1216,254512.0
1217,247413.0
1218,241317.0
1219,262489.0
1220,237921.0
1221,3246580.0
1222,256207.0
1223,3235850.0
1224,244128.0
1225,258393.0
1226,244173.0
1227,259180.0
1228,239867.0
1229,257970.0
1230,248844.0
1231,229546.0
1232,251849.0
1233,3238740.0
1234,264761.0
1235,3224250.0
1236,262425.0
1237,243641.0
1238,253186.0
1239,245125.0
1240,244341.0
1241,254256.0
1242,244250.0
1243,257829.0
1244,249961.0
1245,3255920.0
1246,256583.0
1247,3243410.0
1248,242797.0
1249,266761.0
1250,240054.0
1251,247797.0
1252,243652.0
1253,246122.0
1254,261319.0
1255,246188.0
1256,273897.0
1257,3226560.0
1258,267619.0
1259,3222390.0
1260,267290.0
1261,246346.0
1262,258775.0
1263,247139.0
1264,239030.0
1265,264852.0
1266,245109.0
1267,247650.0
1268,255217.0
1269,3256740.0
1270,252297.0
1271,3255140.0
1272,245207.0
1273,261411.0
1274,248442.0
1275,234227.0
1276,262916.0
1277,243965.0
1278,269786.0
1279,243424.0
1280,254331.0
1281,3225920.0
1282,274760.0
1283,3235040.0
1284,226882.0
1285,274551.0
1286,243678.0
1287,268744.0
1288,243537.0
1289,272854.0
1290,250481.0
1291,263026.0
1292,247761.0
1293,3241160.0
1294,247622.0
1295,3244430.0
1296,255419.0
1297,248049.0
1298,271746.0
1299,246256.0
1300,263923.0
1301,244058.0
1302,263818.0
1303,245562.0
1304,273713.0
1305,3223440.0
1306,257115.0
1307,3257980.0
1308,248855.0
1309,261345.0
1310,272407.0
1311,261660.0
1312,248905.0
1313,279150.0
1314,259640.0
1315,263080.0
1316,258559.0
1317,3250500.0
1318,247463.0
1319,3240320.0
1320,255462.0
1321,247251.0
1322,266930.0
1323,250313.0
1324,264478.0
1325,256915.0
1326,259946.0
1327,246235.0
1328,267462.0
1329,3255620.0
1330,246734.0
1331,3257930.0
1332,243800.0
1333,259471.0
1334,238407.0
1335,257799.0
1336,245794.0
1337,276265.0
1338,237681.0
1339,256126.0
1340,242674.0
1341,3230490.0
1342,263568.0
1343,3257080.0
1344,268001.0
1345,243584.0
1346,271558.0
1347,282275.0
1348,261742.0
1349,255371.0
1350,252028.0
1351,253957.0
1352,254325.0
1353,3260040.0
1354,264973.0
1355,3262910.0
1356,258360.0
1357,274360.0
1358,264174.0
1359,269493.0
1360,273387.0
1361,303109.0
1362,262509.0
1363,249190.0
1364,284020.0
1365,3239670.0
1366,285151.0
1367,3239010.0
1368,257909.0
1369,245175.0
1370,268181.0
1371,253455.0
1372,244791.0
1373,270364.0
1374,253782.0
1375,260633.0
1376,264177.0
1377,3257290.0
1378,251639.0
1379,3268590.0
1380,243895.0
1381,247579.0
1382,247561.0
1383,245308.0
1384,267430.0
1385,300265.0
1386,237502.0
1387,248129.0
1388,268456.0
1389,3234590.0
1390,263633.0
1391,3254340.0
1392,259956.0
1393,241698.0
1394,248046.0
1395,248998.0
1396,238273.0
1397,274783.0
1398,240688.0
1399,255276.0
1400,257031.0
1401,3255360.0
1402,249859.0
1403,3249660.0
1404,248563.0
1405,234449.0
1406,250409.0
1407,222676.0
1408,228328.0
1409,234785.0
1410,237276.0
1411,222864.0
1412,261360.0
1413,3216950.0
1414,254451.0
1415,3221190.0
1416,218554.0
1417,241390.0
1418,239855.0
1419,225635.0
1420,242242.0
1421,238559.0
1422,227698.0
1423,241768.0
1424,236803.0
1425,3227870.0
1426,231687.0
1427,3218590.0
1428,235358.0
1429,230174.0
1430,245502.0
1431,228695.0
1432,246371.0
1433,220510.0
1434,247599.0
1435,216184.0
1436,264045.0
1437,3220950.0
1438,235197.0
1439,3251430.0
1440,233712.0
1441,239937.0
1442,234934.0
1443,250453.0
1444,223365.0
1445,251789.0
1446,224792.0
1447,244355.0
1448,231851.0
1449,3236930.0
1450,249971.0
1451,3210910.0
1452,244898.0
1453,214081.0
1454,247575.0
1455,225824.0
1456,236859.0
1457,239795.0
1458,235576.0
1459,232808.0
1460,253999.0
1461,3214860.0
1462,240742.0
1463,3226340.0
1464,247431.0
1465,236062.0
1466,233359.0
1467,245841.0
1468,236469.0
1469,245136.0
1470,224314.0
1471,234005.0
1472,241651.0
1473,3203080.0
1474,261562.0
1475,3211830.0
1476,251200.0
1477,216012.0
1478,255496.0
1479,220503.0
1480,3232120.0
1481,233264.0
1482,227083.0
1483,229243.0
1484,251812.0
1485,3223190.0
1486,218885.0
1487,3255620.0
1488,222463.0
1489,225656.0
1490,240323.0
1491,228010.0
1492,223507.0
1493,236186.0
1494,227903.0
1495,225596.0
1496,247329.0
1497,3218660.0
1498,236447.0
1499,3235170.0
1500,237366.0
1501,219340.0
1502,250664.0
1503,229741.0
1504,243908.0
1505,259016.0
1506,230379.0
1507,256210.0
1508,250069.0
1509,3257030.0
1510,246250.0
1511,3253220.0
1512,235777.0
1513,257152.0
1514,249449.0
1515,237801.0
1516,253695.0
1517,249800.0
1518,253992.0
1519,254691.0
1520,258820.0
1521,3242550.0
1522,266086.0
1523,3264450.0
1524,247971.0
1525,237969.0
1526,254537.0
1527,245697.0
1528,230611.0
1529,260080.0
1530,237044.0
1531,257262.0
1532,250782.0
1533,3245600.0
1534,256761.0
1535,3245140.0
1536,231670.0
1537,244303.0
1538,259986.0
1539,243869.0
1540,251173.0
1541,237841.0
1542,244516.0
1543,244581.0
1544,251645.0
1545,3241260.0
1546,257323.0
1547,3243950.0
1548,239605.0
1549,258925.0
1550,240659.0
1551,257206.0
1552,229128.0
1553,261259.0
1554,234781.0
1555,251701.0
1556,250134.0
1557,3242060.0
1558,235443.0
1559,3237150.0
1560,245869.0
1561,232018.0
1562,260369.0
1563,238247.0
1564,262111.0
1565,244078.0
1566,250967.0
1567,246971.0
1568,269480.0
1569,3228030.0
1570,250288.0
1571,3253750.0
1572,207558.0
1573,260545.0
1574,239173.0
1575,259812.0
1576,234880.0
1577,263448.0
1578,232604.0
1579,247461.0
1580,255057.0
1581,3208770.0
1582,256915.0
1583,3250300.0
1584,251994.0
1585,235029.0
1586,262173.0
1587,240048.0
1588,261482.0
1589,237357.0
1590,256120.0
1591,225655.0
1592,263619.0
1593,3223480.0
1594,258380.0
1595,3242140.0
1596,241999.0
1597,245445.0
1598,240774.0
1599,264668.0
1600,225559.0
1601,261426.0
1602,244461.0
1603,248637.0
1604,260399.0
1605,3237190.0
1606,270192.0
1607,3245020.0
1608,255534.0
1609,247868.0
1610,256933.0
1611,245945.0
1612,285494.0
1613,220921.0
1614,256594.0
1615,247813.0
1616,254931.0
1617,3244330.0
1618,241625.0
1619,3256200.0
1620,237203.0
1621,254375.0
1622,256552.0
1623,252388.0
1624,252273.0
1625,257477.0
1626,240639.0
1627,255010.0
1628,259704.0
1629,3221830.0
1630,242887.0
1631,3229560.0
1632,265801.0
1633,236981.0
1634,260054.0
1635,245909.0
1636,250921.0
1637,264959.0
1638,13429000.0
1639,6603090.0
1640,138797000.0
1641,3264610.0
1642,335110.0
1643,245126000.0
1644,63229300.0
1645,291082.0
1646,288185.0
1647,274498.0
1648,299356.0
1649,303715.0
1650,360933.0
1651,350081.0
1652,356008.0
1653,384684.0
1654,380580.0
1655,424082.0
1656,360159.0
1657,421578.0
1658,382527.0
1659,341436.0
1660,445259.0
1661,422991.0
1662,316314.0
1663,228875.0
1664,253463.0
1665,223710.0
1666,237656.0
1667,242514.0
1668,251048.0
1669,223451.0
1670,247185.0
1671,230525.0
1672,225159.0
1673,224883.0
1674,236707.0
1675,213654.0
1676,231962.0
1677,241654.0
1678,216280.0
1679,264732.0
1680,234056.0
1681,218566.0
1682,240987.0
1683,2749090.0
1684,1135620.0
1685,239960.0
1686,225690.0
1687,230157.0
1688,250700.0
1689,225030.0
1690,241141.0
1691,244412.0
1692,241196.0
1693,10957300.0
1694,240062.0
1695,232457.0
1696,210350.0
1697,263489.0
1698,254378.0
1699,289820.0
1700,244490.0
1701,283938.0
1702,268929.0
1703,309114.0
1704,319939.0
1705,321786.0
1706,345016.0
1707,339839.0
1708,1101060.0
1709,372611.0
1710,353601.0
1711,354904.0
1712,356842.0
1713,391917.0
1714,400827.0
1715,341441.0
1716,281316.0
1717,288950.0
1718,282041.0
1719,325864.0
1720,330408.0
1721,359371.0
1722,351401.0
1723,368227.0
1724,371846.0
1725,378316.0
1726,364380.0
1727,375114.0
1728,358873.0
1729,375881.0
1730,400415.0
1731,363196.0
1732,386958.0
1733,350540.0
1734,381934.0
1735,367745.0
1736,401917.0
1737,392489.0
1738,380059.0
1739,394509.0
1740,367190.0
1741,423591.0
1742,373295.0
1743,396618.0
1744,388276.0
1745,417161.0
1746,375992.0
1747,394688.0
1748,389754.0
1749,400523.0
1750,365174.0
1751,401819.0
1752,385163.0
1753,396115.0
1754,389117.0
1755,380155.0
1756,397420.0
1757,377955.0
1758,310622.0
1759,222955.0
1760,240275.0
1761,228489.0
1762,235400.0
1763,251191.0
1764,233335.0
1765,223889.0
1766,196124.0
1767,64837.6
1768,59552.0
1769,75583.4
1770,50648.2
1771,68888.6
1772,63256.8
1773,56208.6
1774,99026.5
1775,90698.6
1776,96987.0
1777,95292.0
1778,120918.0
1779,101699.0
1780,117616.0
1781,129903.0
1782,107019.0
1783,154579.0
1784,172585.0
1785,183661.0
1786,197745.0
1787,234134.0
1788,198565.0
1789,226864.0
1790,235439.0
1791,241813.0
1792,225156.0
1793,238644.0
1794,219361.0
1795,216900.0
1796,239536.0
1797,237255.0
1798,237443.0
1799,252723.0
1800,219853.0
1801,221559.0
1802,240417.0
1803,223269.0
1804,229546.0
1805,229699.0
1806,214854.0
1807,223324.0
1808,217172.0
1809,230997.0
1810,208643.0
1811,257412.0
1812,225473.0
1813,227122.0
1814,222639.0
1815,209855.0
1816,209450.0
1817,224078.0
1818,226719.0
1819,216952.0
1820,231797.0
1821,211332.0
1822,227805.0
1823,242339.0
1824,218752.0
1825,215251.0
1826,221419.0
1827,221405.0
1828,211570.0
1829,223133.0
1830,219301.0
1831,233431.0
1832,219462.0
1833,230992.0
1834,205354.0
1835,250506.0
1836,209612.0
