,value
599,0.066
600,0.134
601,0.132
602,0.068
603,0.134
604,0.134
605,0.134
606,0.066
607,0.132
608,0.134
609,0.134
610,0.136
611,0.134
612,0.132
613,0.134
614,0.134
615,0.134
616,0.134
617,0.132
618,0.066
619,0.134
620,0.134
621,0.134
622,0.136
623,0.134
624,0.132
625,0.134
626,0.134
627,0.134
628,0.602
629,0.332
630,0.134
631,0.134
632,0.134
633,0.134
634,0.132
635,0.132
636,0.134
637,0.132
638,0.134
639,0.132
640,0.134
641,0.134
642,0.066
643,0.132
644,0.132
645,0.134
646,0.134
647,0.132
648,0.134
649,0.068
650,0.134
651,0.132
652,0.134
653,0.068
654,0.134
655,0.134
656,0.066
657,0.134
658,0.134
659,0.132
660,0.134
661,0.132
662,0.132
663,0.066
664,0.134
665,0.134
666,0.134
667,0.068
668,0.134
669,0.136
670,0.134
671,0.132
672,0.134
673,0.134
674,0.066
675,0.134
676,0.136
677,0.134
678,0.066
679,0.134
680,0.134
681,0.134
682,0.066
683,0.134
684,0.134
685,0.134
686,0.134
687,0.066
688,0.132
689,0.134
690,0.066
691,0.134
692,0.132
693,0.134
694,0.132
695,0.136
696,0.132
697,0.134
698,0.134
699,0.134
700,0.066
701,0.2019999999999999
702,0.136
703,0.134
704,0.068
705,0.132
706,0.134
707,0.134
708,0.066
709,0.134
710,0.066
711,0.132
712,0.132
713,0.134
714,0.068
715,0.134
716,0.066
717,0.134
718,0.134
719,0.134
720,0.134
721,0.134
722,0.134
723,0.066
724,0.134
725,0.2
726,0.134
727,0.066
728,0.134
729,0.132
730,0.136
731,0.068
732,0.134
733,0.134
734,0.132
735,0.066
736,0.134
737,0.068
738,0.132
739,0.066
740,0.134
741,0.132
742,0.134
743,0.134
744,0.068
745,0.132
746,0.132
747,0.068
748,0.132
749,0.134
750,0.066
751,0.132
752,0.134
753,0.132
754,0.134
755,0.066
756,0.134
757,0.134
758,0.132
759,0.068
760,0.132
761,0.134
762,0.066
763,0.134
764,0.134
765,0.132
766,0.066
767,0.132
768,0.134
769,1.398
770,0.134
771,0.134
772,0.134
773,0.066
774,0.134
775,0.066
776,0.134
777,0.134
778,0.134
779,0.134
780,0.066
781,0.134
782,0.134
783,0.134
784,0.068
785,0.132
786,0.134
787,0.066
788,0.134
789,0.198
790,0.134
791,0.134
792,0.134
793,0.132
794,0.066
795,0.134
796,0.132
797,0.134
798,0.134
799,0.068
800,0.132
801,0.134
802,0.134
803,0.134
804,0.066
805,0.134
806,0.134
807,0.134
808,0.068
809,0.134
810,0.134
811,0.136
812,0.134
813,0.134
814,0.134
815,0.134
816,0.132
817,0.068
818,0.132
819,0.066
820,0.132
821,0.134
822,0.066
823,0.134
824,0.066
825,0.134
826,0.134
827,0.134
828,0.066
829,0.134
830,0.134
831,0.068
832,0.134
833,0.132
834,0.132
835,0.134
836,0.132
837,0.134
838,0.134
839,0.066
840,0.132
841,0.134
842,0.132
843,0.132
844,0.132
845,0.066
846,0.134
847,0.134
848,0.068
849,0.134
850,0.132
851,0.134
852,0.066
853,0.132
854,0.132
855,0.068
856,0.132
857,0.134
858,0.2
859,0.134
860,0.068
861,0.134
862,0.132
863,0.136
864,0.068
865,0.134
866,0.134
867,0.066
868,0.134
869,0.066
870,0.134
871,0.132
872,0.134
873,0.132
874,0.068
875,0.134
876,0.132
877,0.134
878,0.066
879,0.134
880,0.134
881,0.066
882,0.132
883,0.134
884,0.134
885,0.134
886,0.068
887,0.134
888,0.134
889,0.134
890,0.134
891,0.066
892,0.132
893,0.068
894,0.134
895,0.132
896,0.134
897,0.2019999999999999
898,0.066
899,0.2
900,0.2
901,0.066
902,0.134
903,0.134
904,0.132
905,0.134
906,0.066
907,0.134
908,0.2019999999999999
909,0.134
910,0.132
911,0.134
912,0.134
913,0.066
914,0.134
915,0.132
916,0.066
917,0.132
918,0.132
919,0.134
920,0.2019999999999999
921,0.2
922,0.132
923,0.134
924,0.066
925,0.134
926,0.136
927,0.066
928,0.134
929,0.132
930,0.132
931,0.066
932,0.134
933,0.132
934,0.134
935,0.134
936,0.132
937,0.134
938,0.134
939,0.134
940,0.132
941,0.068
942,0.132
943,0.132
944,0.066
945,0.2
946,0.068
947,0.134
948,0.134
949,0.134
950,0.134
951,0.132
952,0.066
953,0.136
954,0.134
955,0.134
956,0.132
957,0.134
958,0.068
959,0.134
960,0.134
961,0.134
962,0.134
963,0.068
964,0.132
965,0.134
966,0.068
967,0.134
968,0.134
969,0.204
970,0.066
971,0.134
972,0.136
973,0.132
974,0.132
975,0.134
976,0.066
977,0.132
978,0.134
979,0.134
980,0.132
981,0.134
982,0.132
983,0.134
984,0.134
985,0.134
986,0.066
987,0.134
988,0.134
989,0.132
990,0.132
991,0.066
992,0.2
993,0.134
994,0.066
995,0.2019999999999999
996,0.134
997,0.134
998,0.132
999,0.134
1000,0.134
1001,0.132
1002,0.132
1003,0.134
1004,0.132
1005,0.134
1006,0.136
1007,0.066
1008,0.198
1009,0.068
1010,0.134
1011,0.134
1012,0.066
1013,0.132
1014,0.134
1015,0.068
1016,0.132
1017,0.14
1018,0.132
1019,0.068
1020,0.134
1021,0.134
1022,0.132
1023,0.066
1024,0.134
1025,0.132
1026,0.134
1027,0.132
1028,0.134
1029,0.134
1030,0.066
1031,0.134
1032,0.134
1033,0.134
1034,0.134
1035,0.066
1036,0.132
1037,0.132
1038,0.068
1039,0.132
1040,0.134
1041,0.134
1042,0.134
1043,0.066
1044,0.134
1045,0.134
1046,0.134
1047,0.066
1048,0.2
1049,0.134
1050,0.134
1051,0.134
1052,0.134
1053,0.134
1054,0.134
1055,0.134
1056,0.066
1057,0.134
1058,1.534
1059,0.066
1060,0.134
1061,0.134
1062,0.068
1063,0.134
1064,0.132
1065,0.134
1066,0.134
1067,0.068
1068,0.134
1069,0.134
1070,0.132
1071,0.136
1072,0.132
1073,0.066
1074,0.134
1075,0.132
1076,0.066
1077,0.198
1078,0.066
1079,0.134
1080,0.132
1081,0.132
1082,0.134
1083,0.066
1084,0.132
1085,0.134
1086,0.134
1087,0.132
1088,0.066
1089,0.198
1090,0.132
1091,0.068
1092,0.134
1093,0.134
1094,0.134
1095,0.134
1096,0.132
1097,0.134
1098,0.134
1099,0.134
1100,0.068
1101,0.134
1102,0.132
1103,0.134
1104,0.134
1105,0.066
1106,0.134
1107,0.134
1108,0.134
1109,0.066
1110,0.132
1111,0.132
1112,0.134
1113,0.2
1114,0.132
1115,0.068
1116,0.134
1117,0.066
1118,0.134
1119,0.136
1120,0.066
1121,0.136
1122,0.134
1123,0.134
1124,0.132
1125,0.134
1126,0.134
1127,0.066
1128,0.134
1129,0.134
1130,0.134
1131,0.066
1132,0.132
1133,0.132
1134,0.132
1135,0.066
1136,0.132
1137,0.132
1138,0.132
1139,0.266
1140,0.134
1141,0.134
1142,0.134
1143,0.066
1144,0.134
1145,0.134
1146,0.066
1147,0.136
1148,0.132
1149,0.132
1150,0.132
1151,0.068
1152,0.134
1153,0.134
1154,0.134
1155,0.134
1156,0.066
1157,0.132
1158,0.132
1159,0.066
1160,0.132
1161,0.132
1162,0.134
1163,0.134
1164,0.066
1165,0.134
1166,0.134
1167,0.134
1168,0.134
1169,0.134
1170,0.066
1171,0.134
1172,0.132
1173,0.134
1174,0.132
1175,0.134
1176,0.068
1177,0.132
1178,0.132
1179,0.066
1180,0.132
1181,0.132
1182,0.134
1183,0.134
1184,0.134
1185,0.134
1186,0.132
1187,0.134
1188,0.134
1189,0.134
1190,0.2
1191,0.066
1192,0.132
1193,0.2
1194,0.134
1195,0.134
1196,0.134
1197,0.134
1198,0.068
1199,0.134
1200,0.134
1201,0.134
1202,0.134
1203,0.132
1204,0.066
1205,0.134
1206,0.132
1207,0.134
1208,0.066
1209,0.198
1210,0.066
1211,0.132
1212,0.134
1213,0.066
1214,0.134
1215,0.134
1216,0.066
1217,0.132
1218,0.134
1219,0.134
1220,0.134
1221,0.136
1222,0.066
1223,0.134
1224,0.134
1225,0.134
1226,0.134
1227,0.066
1228,0.134
1229,0.132
1230,0.134
1231,0.134
1232,0.134
1233,0.132
1234,0.134
1235,0.132
1236,0.066
1237,0.2019999999999999
1238,0.134
1239,0.134
1240,0.066
1241,0.136
1242,0.134
1243,0.134
1244,0.132
1245,0.132
1246,0.134
1247,0.134
1248,0.2
1249,0.132
1250,0.066
1251,0.132
1252,0.134
1253,0.134
1254,0.132
1255,0.066
1256,0.2019999999999999
1257,0.134
1258,0.066
1259,0.134
1260,0.134
1261,0.134
1262,0.132
1263,0.134
1264,0.134
1265,0.134
1266,0.066
1267,0.134
1268,0.134
1269,0.134
1270,0.134
1271,0.134
1272,0.134
1273,0.134
1274,0.134
1275,0.132
1276,0.132
1277,0.134
1278,0.136
1279,0.134
1280,0.068
1281,0.198
1282,0.066
1283,0.134
1284,0.134
1285,0.134
1286,0.134
1287,0.068
1288,0.134
1289,0.132
1290,0.068
1291,0.136
1292,0.134
1293,0.134
1294,0.132
1295,0.132
1296,0.134
1297,0.066
1298,0.134
1299,0.134
1300,0.134
1301,0.068
1302,0.134
1303,0.132
1304,0.066
1305,0.138
1306,0.198
1307,0.134
1308,0.132
1309,0.132
1310,0.134
1311,0.134
1312,0.134
1313,0.068
1314,0.134
1315,0.134
1316,0.066
1317,0.2
1318,0.132
1319,0.066
1320,0.132
1321,0.134
1322,0.134
1323,0.066
1324,0.134
1325,0.134
1326,0.066
1327,0.134
1328,0.134
1329,0.134
1330,0.134
1331,0.068
1332,0.132
1333,0.134
1334,0.134
1335,0.132
1336,0.066
1337,0.134
1338,0.132
1339,0.066
1340,0.136
1341,0.132
1342,0.134
1343,0.066
1344,0.132
1345,0.132
1346,0.068
1347,0.134
1348,0.134
1349,1.444
1350,0.134
1351,0.066
1352,0.134
1353,0.132
1354,0.134
1355,0.134
1356,0.132
1357,0.132
1358,0.066
1359,0.134
1360,0.134
1361,0.066
1362,0.2
1363,0.132
1364,0.132
1365,0.134
1366,0.066
1367,0.132
1368,0.134
1369,0.068
1370,0.132
1371,0.134
1372,0.066
1373,0.132
1374,0.134
1375,0.132
1376,0.132
1377,0.134
1378,0.132
1379,0.066
1380,0.2019999999999999
1381,0.066
1382,0.132
1383,0.134
1384,0.134
1385,0.134
1386,0.066
1387,0.134
1388,0.134
1389,0.132
1390,0.066
1391,0.132
1392,0.134
1393,0.132
1394,0.2
1395,0.134
1396,0.066
1397,0.134
1398,0.134
1399,0.132
1400,0.132
1401,0.134
1402,0.066
1403,0.134
1404,0.132
1405,0.066
1406,0.134
1407,0.066
1408,0.134
1409,0.132
1410,0.134
1411,0.066
1412,0.134
1413,0.2
1414,0.068
1415,0.134
1416,0.134
1417,0.132
1418,0.134
1419,0.136
1420,0.066
1421,0.134
1422,0.134
1423,0.066
1424,0.134
1425,0.134
1426,0.132
1427,0.134
1428,0.068
1429,0.134
1430,0.068
1431,0.134
1432,0.134
1433,0.066
1434,0.134
1435,0.134
1436,0.134
1437,0.134
1438,0.134
1439,0.134
1440,0.066
1441,0.132
1442,0.134
1443,0.134
1444,0.066
1445,0.134
1446,0.134
1447,0.134
1448,0.134
1449,0.134
1450,0.132
1451,0.068
1452,0.134
1453,0.132
1454,0.066
1455,0.136
1456,0.134
1457,0.134
1458,0.066
1459,0.134
1460,0.134
1461,0.134
1462,0.132
1463,0.134
1464,0.132
1465,0.134
1466,0.066
1467,0.134
1468,0.134
1469,0.134
1470,0.134
1471,0.134
1472,0.132
1473,0.132
1474,0.066
1475,0.134
1476,0.134
1477,0.134
1478,0.134
1479,0.134
1480,0.066
1481,0.134
1482,0.134
1483,0.136
1484,0.134
1485,0.134
1486,0.134
1487,0.066
1488,0.2
1489,0.134
1490,0.134
1491,0.134
1492,0.066
1493,0.132
1494,0.132
1495,0.134
1496,0.134
1497,0.134
1498,0.066
1499,0.134
1500,0.132
1501,0.132
1502,0.066
1503,0.132
1504,0.134
1505,0.066
1506,0.2
1507,0.066
1508,0.132
1509,0.132
1510,0.134
1511,0.132
1512,0.134
1513,0.134
1514,0.2
1515,0.066
1516,0.2019999999999999
1517,0.066
1518,0.134
1519,0.132
1520,0.134
1521,0.134
1522,0.132
1523,0.134
1524,0.134
1525,0.134
1526,0.134
1527,0.132
1528,0.134
1529,0.134
1530,0.134
1531,0.132
1532,0.132
1533,0.132
1534,0.134
1535,0.134
1536,0.2019999999999999
1537,0.066
1538,0.134
1539,0.132
1540,0.066
1541,0.134
1542,0.132
1543,0.134
1544,0.134
1545,0.134
1546,0.134
1547,0.134
1548,0.134
1549,0.066
1550,0.2
1551,0.066
1552,0.134
1553,0.132
1554,0.132
1555,0.066
1556,0.2019999999999999
1557,0.134
1558,0.132
1559,0.132
1560,0.134
1561,0.134
1562,0.134
1563,0.134
1564,0.066
1565,0.134
1566,0.134
1567,0.134
1568,0.134
1569,0.132
1570,0.134
1571,0.134
1572,0.066
1573,0.134
1574,0.134
1575,0.134
1576,0.066
1577,0.134
1578,0.132
1579,0.134
1580,0.134
1581,0.134
1582,0.066
1583,0.2019999999999999
1584,0.134
1585,0.066
1586,0.134
1587,0.134
1588,0.136
1589,0.066
1590,0.134
1591,0.132
1592,0.134
1593,0.128
1594,0.068
1595,0.134
1596,0.136
1597,0.134
1598,0.198
1599,0.134
1600,0.134
1601,0.068
1602,0.134
1603,0.134
1604,0.134
1605,0.134
1606,0.2019999999999999
1607,0.066
1608,0.134
1609,0.132
1610,0.134
1611,0.134
1612,0.068
1613,0.136
1614,0.132
1615,0.134
1616,0.066
1617,0.198
1618,0.066
1619,0.134
1620,0.134
1621,0.132
1622,0.134
1623,0.066
1624,0.198
1625,0.066
1626,0.134
1627,0.134
1628,0.132
1629,0.134
1630,0.134
1631,0.066
1632,0.132
1633,0.134
1634,0.132
1635,0.066
1636,0.136
1637,1.598
1638,0.066
1639,0.132
1640,0.134
1641,0.134
1642,0.134
1643,0.066
1644,0.2
1645,0.136
1646,0.134
1647,0.068
1648,0.134
1649,0.136
1650,0.134
1651,0.134
1652,0.266
1653,0.198
1654,0.264
1655,0.2
1656,0.134
1657,0.066
1658,0.134
1659,0.132
1660,0.134
1661,0.066
1662,0.134
1663,0.132
1664,0.132
1665,2.344
1666,0.134
1667,0.066
1668,0.134
1669,0.066
1670,0.132
1671,0.134
1672,0.132
1673,0.132
1674,0.134
1675,0.134
1676,0.132
1677,0.134
1678,0.066
1679,0.3279999999999999
1680,0.132
1681,0.066
1682,0.134
1683,0.134
1684,0.132
1685,0.134
1686,0.068
1687,0.134
1688,0.134
1689,0.066
1690,0.132
1691,0.134
1692,0.134
1693,0.132
1694,0.134
1695,0.132
1696,0.066
1697,0.132
1698,0.134
1699,0.066
1700,0.134
1701,0.134
1702,0.066
1703,0.132
1704,0.134
1705,0.2019999999999999
1706,0.132
1707,0.134
1708,0.068
1709,0.132
1710,0.132
1711,0.066
1712,0.134
1713,0.134
1714,0.132
1715,0.134
1716,0.066
1717,0.132
1718,0.132
1719,0.132
1720,0.134
1721,0.066
1722,0.136
1723,0.068
1724,0.134
1725,0.132
1726,0.134
1727,0.132
1728,0.134
1729,0.134
1730,0.132
1731,0.132
1732,0.066
1733,0.134
1734,0.068
1735,0.134
1736,0.134
1737,0.132
1738,0.068
1739,0.134
1740,0.134
1741,0.132
1742,0.134
1743,0.066
1744,0.134
1745,0.134
1746,0.066
1747,0.132
1748,0.132
1749,0.134
1750,0.066
1751,0.134
1752,0.134
1753,0.132
1754,0.134
1755,0.068
1756,0.132
1757,0.134
1758,0.066
1759,0.132
1760,0.134
1761,0.066
1762,0.2019999999999999
1763,0.132
1764,0.132
1765,0.134
1766,0.132
1767,0.136
1768,0.132
1769,0.066
1770,0.132
1771,0.132
1772,0.134
1773,0.134
1774,0.066
1775,0.134
1776,0.134
1777,0.132
1778,0.134
1779,0.068
1780,0.134
1781,0.134
1782,0.134
1783,0.066
1784,0.134
1785,0.132
1786,0.134
1787,0.066
1788,0.134
1789,0.134
1790,0.134
1791,0.132
1792,0.132
1793,0.134
1794,0.132
1795,0.134
1796,0.134
1797,0.066
1798,0.132
1799,0.134
1800,0.068
1801,0.132
1802,0.136
1803,0.134
1804,0.134
1805,0.066
1806,0.136
1807,0.134
1808,0.134
1809,0.132
1810,0.134
1811,0.134
1812,0.132
1813,0.134
1814,0.132
1815,0.132
1816,0.134
1817,0.132
1818,0.066
1819,0.136
1820,0.134
1821,0.134
1822,0.134
1823,0.066
1824,0.2019999999999999
1825,0.134
1826,0.066
1827,0.132
1828,0.066
1829,0.134
1830,0.132
1831,0.068
1832,0.132
1833,0.132
1834,0.134
1835,0.134
1836,0.132
1837,0.134
1838,0.134
1839,0.066
1840,0.134
1841,0.134
1842,0.136
1843,0.132
1844,0.134
1845,0.134
1846,0.066
1847,0.132
1848,0.134
1849,0.132
1850,0.134
1851,0.134
1852,0.2
1853,0.134
1854,0.134
1855,0.134
1856,0.066
1857,0.134
1858,0.134
1859,0.134
1860,0.066
1861,0.2
1862,0.066
1863,0.134
1864,0.134
1865,0.134
1866,0.134
1867,0.134
1868,0.134
1869,0.132
1870,0.132
1871,0.134
1872,0.134
1873,0.136
1874,0.134
1875,0.134
1876,0.134
1877,0.134
1878,0.132
1879,0.134
1880,0.132
1881,0.134
1882,0.066
1883,0.134
1884,0.134
1885,0.134
1886,0.132
1887,0.132
1888,0.066
1889,0.132
1890,0.132
1891,0.134
1892,0.134
1893,0.134
1894,0.2
1895,0.066
1896,0.132
1897,0.132
1898,0.132
1899,0.132
1900,0.132
1901,0.068
1902,0.134
1903,0.134
1904,0.132
1905,0.066
1906,0.134
1907,0.134
1908,0.132
1909,0.134
1910,0.132
1911,0.066
1912,0.134
1913,0.132
1914,0.068
1915,0.132
1916,0.066
1917,0.132
1918,0.136
1919,0.134
1920,0.134
1921,0.13
1922,0.066
1923,0.134
1924,0.136
1925,0.066
1926,0.134
1927,0.132
1928,0.132
1929,0.134
1930,0.068
1931,0.198
1932,0.132
1933,0.134
1934,0.2
1935,0.134
1936,0.066
1937,0.132
1938,0.132
1939,0.068
1940,0.134
1941,0.134
1942,0.068
1943,0.134
1944,0.134
1945,0.132
1946,0.134
1947,0.134
1948,0.066
1949,0.132
1950,0.134
1951,0.066
1952,0.134
1953,0.134
1954,0.134
1955,0.136
1956,0.066
1957,0.134
1958,0.134
1959,0.134
1960,0.066
1961,0.132
1962,0.068
1963,1.6
1964,0.134
1965,0.066
1966,0.132
1967,0.132
1968,0.134
1969,0.134
1970,0.134
1971,0.066
1972,0.2019999999999999
1973,0.066
1974,0.134
1975,0.066
1976,0.136
1977,0.132
1978,0.134
1979,0.066
1980,0.132
1981,0.134
1982,0.132
1983,0.068
1984,0.134
1985,0.134
1986,0.132
1987,0.132
1988,0.132
1989,0.066
1990,0.132
1991,0.066
1992,0.134
1993,0.132
1994,0.134
1995,0.132
1996,0.132
1997,0.068
1998,0.132
1999,0.134
2000,0.066
2001,0.134
2002,0.134
2003,0.2
2004,0.066
2005,0.198
2006,0.068
2007,0.134
2008,0.132
2009,0.066
2010,0.134
2011,0.134
2012,0.066
2013,0.132
2014,0.132
2015,0.134
2016,0.134
2017,0.134
2018,0.134
2019,0.068
2020,0.132
2021,0.066
2022,0.134
2023,0.132
2024,0.068
2025,0.134
2026,0.134
2027,0.066
2028,0.136
2029,0.132
2030,0.136
2031,0.132
2032,0.066
2033,0.134
2034,0.134
2035,0.134
2036,0.066
2037,0.134
2038,0.134
2039,0.134
2040,0.134
2041,0.132
2042,0.132
2043,0.066
2044,0.134
2045,0.132
2046,0.134
2047,0.066
2048,0.134
2049,0.132
2050,0.066
2051,0.134
2052,0.134
2053,0.132
2054,0.134
2055,0.136
2056,0.066
2057,0.134
2058,0.132
2059,0.134
2060,0.134
2061,0.132
2062,0.134
2063,0.066
2064,0.134
2065,0.134
2066,0.134
2067,0.134
2068,0.068
2069,0.134
2070,0.066
2071,0.136
2072,0.134
2073,0.066
2074,0.134
2075,0.134
2076,0.136
2077,0.134
2078,0.134
2079,0.134
2080,0.066
2081,0.134
2082,0.066
2083,0.134
2084,0.134
2085,0.134
2086,0.068
2087,0.136
2088,0.132
2089,0.134
2090,0.134
2091,0.134
2092,0.198
2093,0.066
2094,0.132
2095,0.134
2096,0.066
2097,0.132
2098,0.134
2099,0.132
2100,0.066
2101,0.134
2102,0.134
2103,0.134
2104,0.066
2105,0.134
2106,0.066
2107,0.132
2108,0.134
2109,0.066
2110,0.134
2111,0.134
2112,0.066
2113,0.2
2114,0.066
2115,0.134
2116,0.132
2117,0.066
2118,0.134
2119,0.134
2120,0.066
2121,0.134
2122,0.132
2123,0.134
2124,0.198
2125,0.134
2126,0.134
