,value
449,146.0
450,12.0
451,88.0
452,74.0
453,220.0
454,104.0
455,55.0
456,39.0
457,51.0
458,26.0
459,6.0
460,68.0
461,107.0
462,63.0
463,158.0
464,115.0
465,6.0
466,105.0
467,109.0
468,138.0
469,77.0
470,47.0
471,92.0
472,187.0
473,38.0
474,67.0
475,29.0
476,59.0
477,93.0
478,76.0
479,125.0
480,103.0
481,182.0
482,134.0
483,59.0
484,48.0
485,102.0
486,82.0
487,280.0
488,66.0
489,34.0
490,105.0
491,87.0
492,28.0
493,33.0
494,100.0
495,112.0
496,43.0
497,60.0
498,53.0
499,65.0
500,19.0
501,131.0
502,144.0
503,85.0
504,15.0
505,40.0
506,135.0
507,10.0
508,114.0
509,226.0
510,45.0
511,22.0
512,133.0
513,64.0
514,87.0
515,52.0
516,45.0
517,108.0
518,89.0
519,136.0
520,41.0
521,237.0
522,145.0
523,85.0
524,60.0
525,168.0
526,117.0
527,44.0
528,132.0
529,86.0
530,60.0
531,259.0
532,272.0
533,67.0
534,130.0
535,40.0
536,13.0
537,81.0
538,174.0
539,108.0
540,46.0
541,54.0
542,6.0
543,5.0
544,106.0
545,46.0
546,12.0
547,162.0
548,77.0
549,4.0
550,41.0
551,23.0
552,147.0
553,28.0
554,46.0
555,4.0
556,75.0
557,24.0
558,78.0
559,128.0
560,45.0
561,55.0
562,16.0
563,31.0
564,335.0
565,190.0
566,49.0
567,30.0
568,3.0
569,95.0
570,114.0
571,189.0
572,231.0
573,96.0
574,84.0
575,114.0
576,119.0
577,65.0
578,121.0
579,62.0
580,272.0
581,101.0
582,19.0
583,44.0
584,24.0
585,5.0
586,14.0
587,46.0
588,82.0
589,10.0
590,55.0
591,20.0
592,118.0
593,19.0
594,174.0
595,70.0
596,14.0
597,115.0
598,105.0
599,67.0
600,26.0
601,171.0
602,98.0
603,12.0
604,41.0
605,66.0
606,8.0
607,68.0
608,49.0
609,28.0
610,5.0
611,22.0
612,42.0
613,99.0
614,63.0
615,7.0
616,14.0
617,77.0
618,5.0
619,56.0
620,62.0
621,94.0
622,12.0
623,8.0
624,89.0
625,6.0
626,13.0
627,11.0
628,46.0
629,82.0
630,53.0
631,68.0
632,5.0
633,71.0
634,43.0
635,41.0
636,36.0
637,53.0
638,4.0
639,5.0
640,53.0
641,14.0
642,126.0
643,175.0
644,171.0
645,1.0
646,20.0
647,7.0
648,11.0
649,24.0
650,51.0
651,68.0
652,3.0
653,16.0
654,6.0
655,100.0
656,7.0
657,98.0
658,5.0
659,1.0
660,5.0
661,4.0
662,8.0
663,67.0
664,56.0
665,31.0
666,66.0
667,60.0
668,9.0
669,7.0
670,57.0
671,20.0
672,53.0
673,89.0
674,97.0
675,45.0
676,14.0
677,91.0
678,60.0
679,93.0
680,10.0
681,6.0
682,7.0
683,65.0
684,83.0
685,34.0
686,97.0
687,59.0
688,9.0
689,45.0
690,20.0
691,49.0
692,59.0
693,15.0
694,128.0
695,105.0
696,43.0
697,32.0
698,10.0
699,10.0
700,28.0
701,11.0
702,8.0
703,9.0
704,36.0
705,112.0
706,7.0
707,111.0
708,30.0
709,56.0
710,70.0
711,14.0
712,57.0
713,49.0
714,37.0
715,53.0
716,18.0
717,10.0
718,94.0
719,57.0
720,124.0
721,27.0
722,10.0
723,9.0
724,13.0
725,123.0
726,91.0
727,81.0
728,47.0
729,21.0
730,11.0
731,19.0
732,82.0
733,69.0
734,160.0
735,75.0
736,23.0
737,79.0
738,79.0
739,97.0
740,294.0
741,59.0
742,39.0
743,37.0
744,99.0
745,71.0
746,22.0
747,37.0
748,87.0
749,20.0
750,56.0
751,67.0
752,72.0
753,98.0
754,95.0
755,44.0
756,84.0
757,108.0
758,86.0
759,10.0
760,12.0
761,117.0
762,34.0
763,89.0
764,37.0
765,38.0
766,26.0
767,10.0
768,9.0
769,33.0
770,18.0
771,9.0
772,62.0
773,14.0
774,8.0
775,18.0
776,27.0
777,97.0
778,131.0
779,37.0
780,159.0
781,156.0
782,288.0
783,145.0
784,162.0
785,381.0
786,153.0
787,187.0
788,194.0
789,283.0
790,381.0
791,33.0
792,30.0
793,107.0
794,93.0
795,14.0
796,19.0
797,71.0
798,48.0
799,116.0
800,69.0
801,33.0
802,102.0
803,56.0
804,47.0
805,34.0
806,158.0
807,76.0
808,24.0
809,8.0
810,58.0
811,34.0
812,13.0
813,78.0
814,105.0
815,30.0
816,31.0
817,80.0
818,78.0
819,57.0
820,63.0
821,174.0
822,11.0
823,95.0
824,110.0
825,54.0
826,13.0
827,17.0
828,22.0
829,128.0
830,39.0
831,43.0
832,73.0
833,59.0
834,137.0
835,69.0
836,18.0
837,84.0
838,8.0
839,21.0
840,2.0
841,190.0
842,79.0
843,20.0
844,7.0
845,7.0
846,105.0
847,54.0
848,40.0
849,6.0
850,12.0
851,62.0
852,101.0
853,14.0
854,12.0
855,36.0
856,13.0
857,154.0
858,40.0
859,77.0
860,51.0
861,60.0
862,3.0
863,1.0
864,14.0
865,6.0
866,20.0
867,31.0
868,9.0
869,61.0
870,33.0
871,7.0
872,5.0
873,60.0
874,125.0
875,138.0
876,136.0
877,3.0
878,6.0
879,48.0
880,140.0
881,11.0
882,9.0
883,9.0
884,57.0
885,34.0
886,8.0
887,2.0
888,31.0
889,49.0
890,18.0
891,22.0
892,29.0
893,118.0
894,89.0
895,5.0
896,94.0
897,37.0
898,34.0
899,58.0
900,10.0
901,30.0
902,4.0
903,7.0
904,38.0
905,111.0
906,18.0
907,1.0
908,47.0
909,114.0
910,3.0
911,6.0
912,37.0
913,1.0
914,20.0
915,81.0
916,22.0
917,133.0
918,6.0
919,1.0
920,10.0
921,42.0
922,42.0
923,11.0
924,261.0
925,6.0
926,7.0
927,55.0
928,35.0
929,42.0
930,108.0
931,3.0
932,17.0
933,10.0
934,17.0
935,3.0
936,41.0
937,58.0
938,7.0
939,28.0
940,57.0
941,6.0
942,44.0
943,6.0
944,2.0
945,80.0
946,29.0
947,3.0
948,3.0
949,3.0
950,32.0
951,4.0
952,30.0
953,22.0
954,5.0
955,68.0
956,16.0
957,5.0
958,31.0
959,2.0
960,11.0
961,1.0
962,118.0
963,82.0
964,73.0
965,16.0
966,90.0
967,8.0
968,7.0
969,18.0
970,7.0
971,36.0
972,35.0
973,38.0
974,98.0
975,141.0
976,53.0
977,57.0
978,34.0
979,77.0
980,55.0
981,12.0
982,12.0
983,55.0
984,11.0
985,11.0
986,39.0
987,7.0
988,51.0
989,12.0
990,17.0
991,157.0
992,73.0
993,18.0
994,5.0
995,63.0
996,44.0
997,77.0
998,39.0
999,11.0
1000,52.0
1001,63.0
1002,8.0
1003,87.0
1004,72.0
1005,30.0
1006,7.0
1007,9.0
1008,16.0
1009,8.0
1010,12.0
1011,97.0
1012,12.0
1013,50.0
1014,8.0
1015,57.0
1016,63.0
1017,9.0
1018,38.0
1019,13.0
1020,8.0
1021,44.0
1022,9.0
1023,127.0
1024,10.0
1025,49.0
1026,34.0
1027,9.0
1028,9.0
1029,75.0
1030,64.0
1031,166.0
1032,51.0
1033,9.0
1034,13.0
1035,173.0
1036,212.0
1037,84.0
1038,20.0
1039,37.0
1040,210.0
1041,68.0
1042,136.0
1043,196.0
1044,12.0
1045,24.0
1046,69.0
1047,21.0
1048,10.0
1049,16.0
1050,131.0
1051,12.0
1052,11.0
1053,21.0
1054,179.0
1055,37.0
1056,8.0
1057,26.0
1058,50.0
1059,64.0
1060,12.0
1061,121.0
1062,39.0
1063,133.0
1064,200.0
1065,133.0
1066,151.0
1067,29.0
1068,203.0
1069,99.0
1070,18.0
1071,66.0
1072,40.0
1073,82.0
1074,9.0
1075,66.0
1076,11.0
1077,87.0
1078,57.0
1079,12.0
1080,60.0
1081,63.0
1082,124.0
1083,103.0
1084,72.0
1085,188.0
1086,113.0
1087,85.0
1088,57.0
1089,70.0
1090,9.0
1091,17.0
1092,94.0
1093,10.0
1094,41.0
1095,47.0
1096,175.0
1097,77.0
1098,11.0
1099,77.0
1100,23.0
1101,8.0
1102,14.0
1103,76.0
1104,104.0
1105,100.0
1106,98.0
1107,15.0
1108,64.0
1109,90.0
1110,54.0
1111,73.0
1112,116.0
1113,57.0
1114,14.0
1115,146.0
1116,73.0
1117,56.0
1118,35.0
1119,57.0
1120,4.0
1121,69.0
1122,107.0
1123,114.0
1124,78.0
1125,38.0
1126,16.0
1127,16.0
1128,126.0
1129,6.0
1130,51.0
1131,4.0
1132,102.0
1133,9.0
1134,8.0
1135,21.0
1136,60.0
1137,120.0
1138,220.0
1139,56.0
1140,13.0
1141,31.0
1142,66.0
1143,62.0
1144,66.0
1145,5.0
1146,3.0
1147,18.0
1148,4.0
1149,7.0
1150,7.0
1151,7.0
1152,5.0
1153,89.0
1154,17.0
1155,82.0
1156,84.0
1157,64.0
1158,63.0
1159,48.0
1160,34.0
1161,41.0
1162,7.0
1163,155.0
1164,66.0
1165,14.0
1166,8.0
1167,57.0
1168,105.0
1169,31.0
1170,12.0
1171,11.0
1172,59.0
1173,59.0
1174,16.0
1175,7.0
1176,141.0
1177,65.0
1178,12.0
1179,6.0
1180,85.0
1181,7.0
1182,88.0
1183,9.0
1184,16.0
1185,6.0
1186,29.0
1187,100.0
1188,32.0
1189,59.0
1190,6.0
1191,18.0
1192,52.0
1193,161.0
1194,105.0
1195,12.0
1196,57.0
1197,53.0
1198,66.0
1199,42.0
1200,6.0
1201,7.0
1202,26.0
1203,6.0
1204,12.0
1205,18.0
1206,25.0
1207,158.0
1208,7.0
1209,47.0
1210,168.0
1211,54.0
1212,57.0
1213,79.0
1214,182.0
1215,50.0
1216,120.0
1217,22.0
1218,85.0
1219,90.0
1220,12.0
1221,33.0
1222,32.0
1223,21.0
1224,9.0
1225,113.0
1226,17.0
1227,5.0
1228,12.0
1229,7.0
1230,11.0
1231,8.0
1232,8.0
1233,5.0
1234,61.0
1235,6.0
1236,10.0
1237,40.0
1238,123.0
1239,3.0
1240,5.0
1241,88.0
1242,74.0
1243,84.0
1244,61.0
1245,47.0
1246,137.0
1247,58.0
1248,4.0
1249,79.0
1250,41.0
1251,80.0
1252,93.0
1253,7.0
1254,2.0
1255,9.0
1256,1.0
1257,38.0
1258,34.0
1259,20.0
1260,6.0
1261,62.0
1262,5.0
1263,5.0
1264,7.0
1265,22.0
1266,9.0
1267,8.0
1268,60.0
1269,84.0
1270,9.0
1271,12.0
1272,61.0
1273,77.0
1274,34.0
1275,43.0
1276,34.0
1277,119.0
1278,41.0
1279,5.0
1280,6.0
1281,21.0
1282,169.0
1283,29.0
1284,64.0
1285,93.0
1286,7.0
1287,11.0
1288,62.0
1289,54.0
1290,4.0
1291,5.0
1292,2.0
1293,21.0
1294,56.0
1295,17.0
1296,18.0
1297,192.0
1298,68.0
1299,9.0
1300,59.0
1301,32.0
1302,79.0
1303,76.0
1304,191.0
1305,49.0
1306,57.0
1307,104.0
1308,8.0
1309,177.0
1310,164.0
1311,66.0
1312,36.0
1313,71.0
1314,35.0
1315,100.0
1316,80.0
1317,33.0
1318,196.0
1319,203.0
1320,188.0
1321,164.0
1322,150.0
1323,86.0
1324,89.0
1325,53.0
1326,88.0
1327,125.0
1328,70.0
1329,123.0
1330,63.0
1331,43.0
1332,167.0
1333,93.0
1334,72.0
1335,46.0
1336,65.0
1337,28.0
1338,135.0
1339,221.0
1340,102.0
1341,122.0
1342,13.0
1343,20.0
1344,21.0
1345,10.0
1346,92.0
1347,75.0
1348,11.0
1349,10.0
1350,43.0
1351,135.0
1352,10.0
1353,17.0
1354,58.0
1355,122.0
1356,250.0
1357,128.0
1358,219.0
1359,114.0
1360,130.0
1361,64.0
1362,76.0
1363,9.0
1364,12.0
1365,39.0
1366,49.0
1367,44.0
1368,91.0
1369,116.0
1370,32.0
1371,253.0
1372,10.0
1373,163.0
1374,152.0
1375,39.0
1376,139.0
1377,47.0
1378,10.0
1379,13.0
1380,54.0
1381,102.0
1382,56.0
1383,64.0
1384,47.0
1385,239.0
1386,120.0
1387,157.0
1388,86.0
1389,23.0
1390,42.0
1391,18.0
1392,197.0
1393,78.0
1394,74.0
1395,100.0
1396,65.0
1397,182.0
1398,72.0
1399,154.0
1400,303.0
1401,56.0
1402,77.0
1403,229.0
1404,202.0
1405,72.0
1406,6.0
1407,62.0
1408,69.0
1409,8.0
1410,12.0
1411,6.0
1412,89.0
1413,36.0
1414,86.0
1415,253.0
1416,54.0
1417,15.0
1418,7.0
1419,12.0
1420,52.0
1421,4.0
1422,42.0
1423,63.0
1424,176.0
1425,38.0
1426,43.0
1427,30.0
1428,26.0
1429,4.0
1430,47.0
1431,19.0
1432,33.0
1433,167.0
1434,99.0
1435,77.0
1436,136.0
1437,5.0
1438,3.0
1439,26.0
1440,155.0
1441,109.0
1442,142.0
1443,10.0
1444,4.0
1445,55.0
1446,57.0
1447,14.0
1448,84.0
1449,8.0
1450,44.0
1451,190.0
1452,78.0
1453,28.0
1454,8.0
1455,35.0
1456,23.0
1457,139.0
1458,32.0
1459,107.0
1460,94.0
1461,144.0
1462,22.0
1463,3.0
1464,110.0
1465,44.0
1466,5.0
1467,4.0
1468,28.0
1469,70.0
1470,57.0
1471,13.0
1472,19.0
1473,6.0
1474,59.0
1475,11.0
1476,9.0
1477,9.0
1478,25.0
1479,62.0
1480,4.0
1481,48.0
1482,141.0
1483,82.0
1484,5.0
1485,5.0
1486,64.0
1487,23.0
1488,134.0
1489,16.0
1490,17.0
1491,150.0
1492,38.0
1493,85.0
1494,81.0
1495,63.0
1496,48.0
1497,26.0
1498,60.0
1499,87.0
1500,123.0
1501,45.0
1502,61.0
1503,188.0
1504,67.0
1505,11.0
1506,43.0
1507,7.0
1508,62.0
1509,5.0
1510,10.0
1511,8.0
1512,128.0
1513,39.0
1514,8.0
1515,78.0
1516,77.0
1517,3.0
1518,45.0
1519,42.0
1520,38.0
1521,65.0
1522,81.0
1523,187.0
1524,152.0
1525,86.0
1526,34.0
1527,60.0
1528,16.0
1529,63.0
1530,109.0
1531,80.0
1532,37.0
1533,66.0
1534,23.0
1535,3.0
1536,20.0
1537,31.0
1538,39.0
1539,158.0
1540,38.0
1541,6.0
1542,4.0
1543,37.0
1544,2.0
1545,6.0
1546,33.0
1547,45.0
1548,73.0
1549,35.0
1550,6.0
1551,4.0
1552,105.0
1553,92.0
1554,58.0
1555,5.0
1556,5.0
1557,44.0
1558,13.0
1559,113.0
1560,10.0
1561,35.0
1562,43.0
1563,29.0
1564,48.0
1565,57.0
1566,52.0
1567,19.0
1568,53.0
1569,119.0
1570,12.0
1571,9.0
1572,6.0
1573,118.0
1574,79.0
1575,11.0
1576,11.0
1577,40.0
1578,89.0
1579,58.0
1580,87.0
1581,53.0
1582,194.0
1583,318.0
1584,90.0
1585,36.0
1586,151.0
1587,19.0
1588,128.0
1589,115.0
1590,29.0
1591,27.0
1592,10.0
1593,95.0
1594,99.0
1595,7.0
1596,164.0
1597,70.0
1598,140.0
1599,37.0
1600,18.0
1601,185.0
1602,161.0
1603,56.0
1604,75.0
1605,161.0
1606,156.0
1607,6.0
1608,13.0
1609,35.0
1610,71.0
1611,59.0
1612,23.0
1613,49.0
1614,32.0
1615,106.0
1616,37.0
1617,17.0
1618,5.0
1619,53.0
1620,24.0
1621,164.0
1622,148.0
1623,15.0
1624,26.0
1625,102.0
1626,102.0
1627,112.0
1628,4.0
1629,52.0
1630,184.0
1631,226.0
1632,116.0
1633,41.0
1634,49.0
1635,11.0
1636,41.0
1637,44.0
1638,70.0
1639,34.0
1640,91.0
1641,3.0
1642,161.0
1643,30.0
1644,37.0
1645,146.0
1646,30.0
1647,63.0
1648,115.0
1649,63.0
1650,101.0
1651,140.0
1652,124.0
1653,92.0
1654,16.0
1655,39.0
1656,47.0
1657,167.0
1658,127.0
1659,90.0
1660,118.0
1661,234.0
1662,101.0
1663,12.0
1664,108.0
1665,83.0
1666,63.0
1667,83.0
1668,197.0
1669,278.0
1670,159.0
1671,41.0
1672,41.0
1673,39.0
1674,85.0
1675,12.0
1676,243.0
1677,156.0
1678,115.0
1679,146.0
1680,164.0
1681,85.0
1682,130.0
1683,25.0
1684,229.0
1685,134.0
1686,115.0
1687,176.0
1688,177.0
1689,30.0
1690,149.0
1691,41.0
1692,162.0
1693,75.0
1694,66.0
1695,130.0
1696,137.0
1697,207.0
1698,80.0
1699,225.0
1700,79.0
1701,69.0
1702,84.0
1703,40.0
1704,36.0
1705,123.0
1706,140.0
1707,45.0
1708,118.0
1709,2.0
1710,94.0
1711,32.0
1712,135.0
1713,74.0
1714,42.0
1715,50.0
1716,131.0
1717,98.0
1718,74.0
1719,28.0
1720,34.0
1721,6.0
1722,52.0
1723,84.0
1724,87.0
1725,66.0
1726,225.0
1727,57.0
1728,73.0
1729,113.0
1730,8.0
1731,40.0
1732,65.0
1733,10.0
1734,32.0
1735,37.0
1736,14.0
1737,38.0
1738,117.0
1739,13.0
1740,53.0
1741,16.0
1742,111.0
1743,102.0
1744,69.0
1745,55.0
1746,84.0
1747,55.0
1748,42.0
1749,6.0
1750,32.0
1751,111.0
1752,77.0
1753,162.0
1754,119.0
1755,75.0
1756,34.0
1757,49.0
1758,108.0
1759,13.0
1760,258.0
1761,97.0
1762,113.0
1763,86.0
1764,65.0
1765,127.0
1766,154.0
1767,4.0
1768,137.0
1769,33.0
1770,15.0
1771,14.0
1772,29.0
1773,4.0
1774,3.0
1775,24.0
1776,25.0
1777,64.0
1778,6.0
1779,6.0
1780,207.0
1781,179.0
1782,126.0
1783,15.0
1784,97.0
1785,47.0
1786,29.0
1787,147.0
1788,50.0
1789,14.0
1790,12.0
1791,14.0
1792,39.0
1793,2.0
1794,34.0
1795,63.0
1796,11.0
1797,8.0
1798,95.0
1799,62.0
1800,112.0
1801,49.0
1802,2.0
1803,10.0
1804,30.0
1805,29.0
1806,7.0
1807,9.0
1808,3.0
1809,10.0
1810,51.0
1811,74.0
1812,115.0
1813,80.0
1814,13.0
1815,17.0
1816,14.0
1817,39.0
1818,23.0
1819,172.0
1820,59.0
1821,3.0
1822,115.0
1823,74.0
1824,2.0
1825,22.0
1826,8.0
1827,78.0
1828,8.0
1829,1.0
1830,49.0
1831,11.0
1832,157.0
1833,43.0
1834,71.0
1835,31.0
1836,32.0
1837,8.0
1838,25.0
1839,68.0
1840,101.0
1841,55.0
1842,182.0
1843,64.0
1844,13.0
1845,59.0
1846,87.0
1847,11.0
1848,26.0
1849,21.0
1850,101.0
1851,14.0
1852,183.0
1853,42.0
1854,6.0
1855,26.0
1856,125.0
1857,49.0
1858,87.0
1859,41.0
1860,35.0
1861,70.0
1862,15.0
1863,21.0
1864,92.0
1865,120.0
1866,80.0
1867,13.0
1868,6.0
1869,5.0
1870,3.0
1871,242.0
1872,49.0
1873,4.0
1874,93.0
1875,35.0
1876,10.0
1877,56.0
1878,118.0
1879,40.0
1880,61.0
1881,33.0
1882,17.0
1883,103.0
1884,64.0
1885,46.0
1886,9.0
1887,116.0
1888,5.0
1889,56.0
1890,42.0
1891,45.0
1892,158.0
1893,103.0
1894,147.0
1895,76.0
1896,82.0
1897,171.0
1898,45.0
1899,146.0
1900,36.0
1901,85.0
1902,15.0
1903,71.0
1904,244.0
1905,90.0
1906,115.0
1907,195.0
1908,154.0
1909,246.0
1910,70.0
1911,17.0
1912,102.0
1913,7.0
1914,148.0
1915,163.0
1916,141.0
1917,2.0
1918,31.0
1919,3.0
1920,120.0
1921,54.0
1922,55.0
1923,14.0
1924,235.0
1925,138.0
1926,96.0
1927,6.0
1928,90.0
1929,91.0
1930,83.0
1931,93.0
1932,92.0
1933,264.0
1934,143.0
1935,101.0
1936,79.0
1937,113.0
1938,76.0
1939,114.0
1940,47.0
1941,97.0
1942,52.0
1943,40.0
1944,73.0
1945,52.0
1946,112.0
1947,170.0
1948,39.0
1949,55.0
1950,195.0
1951,194.0
1952,64.0
1953,71.0
1954,31.0
1955,29.0
1956,127.0
1957,118.0
1958,38.0
1959,116.0
1960,105.0
1961,51.0
1962,109.0
1963,58.0
1964,145.0
1965,87.0
1966,54.0
1967,39.0
1968,268.0
1969,71.0
1970,169.0
1971,108.0
1972,262.0
1973,369.0
1974,281.0
1975,123.0
1976,167.0
1977,55.0
1978,194.0
1979,30.0
1980,111.0
1981,43.0
1982,125.0
1983,22.0
1984,89.0
1985,27.0
1986,100.0
1987,139.0
1988,228.0
1989,59.0
1990,41.0
1991,91.0
1992,64.0
1993,85.0
1994,16.0
1995,77.0
1996,143.0
1997,50.0
1998,36.0
1999,13.0
2000,29.0
2001,33.0
2002,160.0
2003,165.0
2004,37.0
2005,119.0
2006,21.0
2007,32.0
2008,56.0
2009,56.0
2010,136.0
2011,85.0
2012,37.0
2013,3.0
2014,80.0
2015,200.0
2016,65.0
2017,166.0
2018,59.0
2019,61.0
2020,5.0
2021,13.0
2022,167.0
2023,59.0
2024,67.0
2025,100.0
2026,169.0
2027,104.0
2028,34.0
2029,127.0
2030,132.0
2031,4.0
2032,31.0
2033,66.0
2034,139.0
2035,143.0
2036,86.0
2037,102.0
2038,89.0
2039,52.0
2040,14.0
2041,10.0
2042,8.0
2043,56.0
2044,53.0
2045,159.0
2046,40.0
2047,1.0
2048,42.0
2049,95.0
2050,145.0
2051,39.0
2052,17.0
2053,73.0
2054,108.0
2055,66.0
2056,44.0
2057,8.0
2058,32.0
2059,3.0
2060,97.0
2061,66.0
2062,125.0
2063,83.0
2064,15.0
2065,72.0
2066,12.0
2067,25.0
2068,93.0
2069,14.0
2070,15.0
2071,51.0
2072,89.0
2073,3.0
2074,17.0
2075,69.0
2076,14.0
2077,12.0
2078,81.0
2079,38.0
2080,42.0
2081,74.0
2082,4.0
2083,127.0
2084,37.0
2085,33.0
2086,28.0
2087,206.0
2088,3.0
2089,3.0
2090,16.0
2091,30.0
2092,6.0
2093,11.0
2094,58.0
2095,82.0
2096,152.0
2097,2.0
2098,124.0
2099,38.0
2100,139.0
2101,63.0
2102,55.0
2103,26.0
2104,63.0
2105,118.0
2106,42.0
2107,62.0
2108,8.0
2109,67.0
2110,55.0
2111,90.0
2112,84.0
2113,63.0
2114,113.0
2115,6.0
2116,80.0
2117,78.0
2118,24.0
2119,46.0
2120,76.0
2121,98.0
2122,38.0
2123,10.0
2124,57.0
2125,168.0
2126,24.0
2127,51.0
2128,11.0
2129,69.0
2130,60.0
2131,75.0
2132,19.0
2133,193.0
2134,7.0
2135,4.0
2136,144.0
2137,147.0
2138,55.0
2139,194.0
2140,7.0
2141,39.0
