Unnamed: 0,algorithm,dataset,timestep,orig_value,remainder_value,anomaly_score,score_AnDePeDPro,score_bayesChangePt,score_contextOSE,score_earthgeckoSkyline,score_knncad,score_relativeEntropy,score_windowedGaussian,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,is_ground_truth,is_final_anomaly
27,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,27,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7081434907890225,1,0,0.066,0.0,0,False,0
28,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,28,0.132,0.0935749653478521,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9689457518058014,1,0,0.066,0.066,0,False,0
29,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,29,0.068,-0.0038375156262726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6937820654628153,1,0,0.066,0.0020000000000000018,0,False,0
30,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,30,0.134,0.0966191053782936,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9672745386631172,1,0,0.066,0.068,0,False,0
31,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,31,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.727202879548632,1,0,0.066,0.0,0,False,0
32,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,32,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7229041240179691,1,0,0.066,0.0,0,False,0
33,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,33,0.068,-0.0038375156262726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6948394338841715,1,0,0.066,0.0020000000000000018,0,False,0
34,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,34,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7159052722061073,1,0,0.066,0.0,0,False,0
35,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,35,0.134,0.0966191053782936,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9687666279593312,1,0,0.066,0.068,0,False,0
36,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,36,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7232198730622746,1,0,0.066,0.0,0,False,0
37,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,37,0.068,-0.0038375156262726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.695666421454867,1,0,0.066,0.0020000000000000018,0,False,0
38,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,38,0.068,-0.0038375156262726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6926802703968213,1,0,0.066,0.0020000000000000018,0,False,0
39,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,39,0.134,0.0966191053782936,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9677341065391596,1,0,0.066,0.068,0,False,0
40,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,40,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7242411212444302,1,0,0.066,0.0,0,False,0
41,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,41,0.2,0.1970757263828597,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999772392212126,2,0,0.066,0.134,0,False,0
42,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,42,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7206851461623924,1,0,0.066,0.0,0,False,0
43,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,43,0.068,-0.0038375156262726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6969543834031185,1,0,0.066,0.0020000000000000018,0,False,0
44,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,44,0.068,-0.0038375156262726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6943554067791669,1,0,0.066,0.0020000000000000018,0,False,0
45,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,45,0.132,0.0935749653478521,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9270916710678704,1,0,0.066,0.066,0,False,0
46,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,46,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7214198971943266,1,0,0.066,0.0,0,False,0
47,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,47,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.718593410837876,1,0,0.066,0.0,0,False,0
48,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,48,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7158719169537134,1,0,0.066,0.0,0,False,0
49,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,49,0.134,0.0966191053782936,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9376169450501488,1,0,0.066,0.068,0,False,0
50,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,50,0.068,-0.0038375156262726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.700231939182156,1,0,0.066,0.0020000000000000018,0,False,0
51,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,51,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7189914987737666,1,0,0.066,0.0,0,False,0
52,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,52,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7164738538717524,1,0,0.066,0.0,0,False,0
53,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,53,0.132,0.0935749653478521,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9313307755583258,1,0,0.066,0.066,0,False,0
54,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,54,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7212105083603099,1,0,0.066,0.0,0,False,0
55,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,55,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7187989602508986,1,0,0.066,0.0,0,False,0
56,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,56,0.134,0.0966191053782936,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9386732134351444,1,0,0.066,0.068,0,False,0
57,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,57,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7232493337915658,1,0,0.066,0.0,0,False,0
58,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,58,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7209351317277622,1,0,0.066,0.0,0,False,0
59,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,59,0.068,-0.0038375156262726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6973304447320078,0,0,0.066,0.0020000000000000018,0,False,0
60,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,60,0.132,0.0935749653478521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9321628706963824,0,0,0.066,0.066,0,False,0
61,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,61,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7232727774131489,0,0,0.066,0.0,0,False,0
62,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,62,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7211078412996991,0,0,0.066,0.0,0,False,0
63,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,63,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7190043363538303,0,0,0.066,0.0,0,False,0
64,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,64,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7169594290158293,0,0,0.066,0.0,0,False,0
65,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,65,0.134,0.0966191053782936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9435213623162492,0,0,0.066,0.068,0,False,0
66,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,66,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720886579478856,0,0,0.066,0.0,0,False,0
67,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,67,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7189114507834632,0,0,0.066,0.0,0,False,0
68,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,68,0.132,0.9637065796374044,0.0,0.0,0.9852941176470588,0.0,0.0,0.0,1.0,1.0,2,0,0.066,0.066,0,False,0
69,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,69,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6320561786062824,0,0,0.066,0.0,0,False,0
70,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,70,0.068,0.0225301090491685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5369651885011614,0,0,0.066,0.0020000000000000018,0,False,0
71,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,71,0.068,0.0225301090491685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5367024690603901,0,0,0.066,0.0020000000000000018,0,False,0
72,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,72,0.132,0.9637065796374044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,1,0,0.066,0.066,0,False,0
73,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,73,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6293931772689935,0,0,0.066,0.0,0,False,0
74,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,74,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628455762008137,0,0,0.066,0.0,0,False,0
75,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,75,0.066,-0.0068816556567139,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.6275384194183423,0,0,0.066,0.0,0,False,0
76,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,76,0.134,0.9931183443432868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999990497952,2,0,0.066,0.068,0,False,0
77,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,77,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6304535340931862,1,0,0.066,0.0,0,False,0
78,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,78,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6295560934977233,0,0,0.066,0.0,0,False,0
79,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,79,0.132,0.9637065796374044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999993265247128,1,0,0.066,0.066,0,False,0
80,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,80,0.066,-0.0068816556567139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6346464946916457,1,0,0.066,0.0,0,False,0
81,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,81,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633750856284676,0,0,0.066,0.0,0,False,0
82,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,82,0.066,-0.0068816556567139,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.6328728452662061,0,0,0.066,0.0,0,False,0
83,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,83,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6320118912599563,0,0,0.066,0.0,0,False,0
84,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,84,0.134,1.0080437174776145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999972832532986,1,0,0.066,0.068,0,False,0
85,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,85,0.068,0.0229690906119428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5874127178175931,0,0,0.066,0.0020000000000000018,0,False,0
86,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,86,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6367610610590557,0,0,0.066,0.0,0,False,0
87,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,87,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6359124104601437,0,0,0.066,0.0,0,False,0
88,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,88,0.134,1.0080437174776145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999981770373332,1,0,0.066,0.068,0,False,0
89,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,89,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409118642787136,0,0,0.066,0.0,0,False,0
90,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,90,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400630178439184,0,0,0.066,0.0,0,False,0
91,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,91,0.134,1.0080437174776145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999293111412983,1,0,0.066,0.068,0,False,0
92,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,92,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6449613416567576,0,0,0.066,0.0,0,False,0
93,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,93,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441126867073516,0,0,0.066,0.0,0,False,0
94,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,94,0.066,-0.0068816556567139,0.0,0.0,0.8846153846153846,0.0,0.0,0.0,0.0,0.6432787518495903,0,0,0.066,0.0,0,False,0
95,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,95,0.134,1.0080437174776145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998276866683768,1,0,0.066,0.068,0,False,0
96,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,96,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6479834379276415,0,0,0.066,0.0,0,False,0
97,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,97,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6471501639134181,0,0,0.066,0.0,0,False,0
98,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,98,0.066,-0.0068816556567139,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.6463307964727592,0,0,0.066,0.0,0,False,0
99,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,99,0.134,1.0080437174776145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999663664291384,2,0,0.066,0.068,0,False,0
100,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,100,0.068,0.0229690906119428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6109966674634717,0,0,0.066,0.0020000000000000018,0,False,0
101,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,101,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.650438968836331,0,0,0.066,0.0,0,False,0
102,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,102,0.134,1.0080437174776145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993984762677688,1,0,0.066,0.068,0,False,0
103,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,103,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6546950674967255,0,0,0.066,0.0,0,False,0
104,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,104,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538766603216951,0,0,0.066,0.0,0,False,0
105,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,105,0.066,-0.0068816556567139,0.0,0.0,0.9189189189189187,0.0,0.0,0.0,0.0,0.6530710920067968,0,0,0.066,0.0,0,False,0
106,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,106,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6522780307282252,0,0,0.066,0.0,0,False,0
107,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,107,0.134,1.0080437174776145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991403236016542,1,0,0.066,0.068,0,False,0
108,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,108,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6563168711102384,0,0,0.066,0.0,0,False,0
109,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,109,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6555264301737967,0,0,0.066,0.0,0,False,0
110,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,110,0.066,-0.0068816556567139,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.6547478462299914,0,0,0.066,0.0,0,False,0
111,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,111,0.066,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6539808261389586,0,0,0.066,0.0,0,False,0
112,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,112,0.134,1.0080437174776145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988481887849476,1,0,0.066,0.068,0,False,0
113,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,113,0.062,-0.0068816556567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6578162130253782,0,0,0.066,0.0040000000000000036,0,False,0
114,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,114,0.132,1.0076110979664743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983044611608116,1,0,0.066,0.066,0,False,0
115,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,115,0.066,0.0510893588360396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5917014269479474,0,0,0.066,0.0,0,False,0
116,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,116,0.068,0.0800748660824164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5549548141193337,0,0,0.066,0.0020000000000000018,0,False,0
117,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,117,0.066,0.0510893588360396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5912091596941293,0,0,0.066,0.0,0,False,0
118,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,118,0.066,0.0510893588360396,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.5908085231882583,0,0,0.066,0.0,0,False,0
119,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,119,0.134,1.0365966052128512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998468118023488,1,0,0.066,0.068,0,False,0
120,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,120,0.068,0.0800748660824164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561425816090426,0,0,0.066,0.0020000000000000018,0,False,0
121,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,121,0.066,0.0510893588360396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596867691011315,0,0,0.066,0.0,0,False,0
122,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,122,0.066,0.0510893588360396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5964544349112009,0,0,0.066,0.0,0,False,0
123,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,123,0.066,0.0510893588360396,0.0,0.0,0.9272727272727272,0.0,0.0,0.0,0.0,0.5960464223364832,0,0,0.066,0.0,0,False,0
124,AnDePeDPro,ec2_cpu_utilization_c6585a_adddata-240214123604,124,0.134,1.0365966052128512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981263765740742,1,0,0.066,0.068,0,False,0
