timestep,orig_value,dt_object,score_AnDePeDPro_ec2_network_in,score_bayesChangePt_ec2_network_in,score_contextOSE_ec2_network_in,score_earthgeckoSkyline_ec2_network_in,score_knncad_ec2_network_in,score_relativeEntropy_ec2_network_in,score_windowedGaussian_ec2_network_in,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,is_final_anomaly,is_ground_truth
2014-04-10 00:54:00,249887.0,2014-04-10 00:54:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6889722638747038,1,0,243013.5,6873.5,0,0,False
2014-04-10 00:59:00,3201940.0,2014-04-10 00:59:00,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9980508495673704,2,0,243337.0,2958603.0,0,0,False
2014-04-10 01:04:00,280638.0,2014-04-10 01:04:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7047247162548853,1,0,243568.0,37070.0,0,0,False
2014-04-10 01:09:00,3231740.0,2014-04-10 01:09:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9871134454847716,1,0,243799.0,2987941.0,0,0,False
2014-04-10 01:14:00,223158.0,2014-04-10 01:14:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7408307969613488,1,0,243843.5,20685.5,0,0,False
2014-04-10 01:19:00,242568.0,2014-04-10 01:19:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7254449830429306,1,0,243799.0,1231.0,0,0,False
2014-04-10 01:24:00,221907.0,2014-04-10 01:24:00,1.0,0.4,0.0,0.0,0.0,0.0,0.722912497002886,1,0,243568.0,21661.0,0,0,False
2014-04-10 01:29:00,248537.0,2014-04-10 01:29:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7072424912016121,1,0,243337.0,5200.0,0,0,False
2014-04-10 01:34:00,223433.0,2014-04-10 01:34:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7082367768841787,1,0,243568.0,20135.0,0,0,False
2014-04-10 01:39:00,247310.0,2014-04-10 01:39:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6941158955589668,1,0,243799.0,3511.0,0,0,False
2014-04-10 01:44:00,224771.0,2014-04-10 01:44:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6958896515160593,1,0,243843.5,19072.5,0,0,False
2014-04-10 01:49:00,223668.0,2014-04-10 01:49:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6908320549397956,1,0,243799.0,20131.0,0,0,False
2014-04-10 01:54:00,240044.0,2014-04-10 01:54:00,1.0,0.0,0.0,0.0,0.0,0.0,0.680166679949331,1,0,243568.0,3524.0,0,0,False
2014-04-10 01:59:00,3221290.0,2014-04-10 01:59:00,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9935034910956076,2,0,243799.0,2977491.0,0,0,False
2014-04-10 02:04:00,235606.0,2014-04-10 02:04:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6961894306181691,1,0,243843.5,8237.5,0,0,False
2014-04-10 02:09:00,3202800.0,2014-04-10 02:09:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9863057165262162,1,0,243888.0,2958912.0,0,0,False
2014-04-10 02:14:00,244192.0,2014-04-10 02:14:00,1.0,0.0,0.0,0.0,0.0,0.0,0.705574688582729,1,0,243843.5,348.5,0,0,False
2014-04-10 02:19:00,231729.0,2014-04-10 02:19:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7048276078801836,1,0,243888.0,12159.0,0,0,False
2014-04-10 02:24:00,251450.0,2014-04-10 02:24:00,1.0,0.4,0.0,0.0,0.0,0.0,0.6944951633947876,1,0,243843.5,7606.5,0,0,False
2014-04-10 02:29:00,219342.0,2014-04-10 02:29:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7005873975437173,1,0,243888.0,24546.0,0,0,False
2014-04-10 02:34:00,241032.0,2014-04-10 02:34:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6898317769851241,1,0,243843.5,2811.5,0,0,False
2014-04-10 02:39:00,219744.0,2014-04-10 02:39:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6931447714216663,1,0,243799.0,24055.0,0,0,False
2014-04-10 02:44:00,232511.0,2014-04-10 02:44:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6854890297012768,1,0,243828.5,11317.5,0,0,False
2014-04-10 02:49:00,237811.0,2014-04-10 02:49:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6805054120399295,1,0,243858.0,6047.0,0,0,False
2014-04-10 02:54:00,226034.0,2014-04-10 02:54:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6814596657254793,1,0,243873.0,17839.0,0,0,False
2014-04-10 02:59:00,3220170.0,2014-04-10 02:59:00,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.991652061730677,2,0,243888.0,2976282.0,0,0,False
2014-04-10 03:04:00,228654.0,2014-04-10 03:04:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6903753586820386,1,0,243945.0,15291.0,0,0,False
2014-04-10 03:09:00,3227830.0,2014-04-10 03:09:00,1.0,0.0,0.0,0.0,0.0,0.0,0.987301148725262,1,0,244002.0,2983828.0,0,0,False
2014-04-10 03:19:00,256906.0,2014-04-10 03:19:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6904148734137486,1,0,244002.5,12903.5,0,0,False
2014-04-10 03:24:00,216462.0,2014-04-10 03:24:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7000021383913622,1,0,244002.0,27540.0,0,0,False
2014-04-10 03:29:00,238240.0,2014-04-10 03:29:00,1.0,0.4,0.0,0.0,0.0,0.0,0.6903466144404504,1,0,244002.5,5762.5,0,0,False
2014-04-10 03:34:00,233821.0,2014-04-10 03:34:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6890643063638301,1,0,244002.0,10181.0,0,0,False
2014-04-10 03:39:00,239067.0,2014-04-10 03:39:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6848039906754118,1,0,243945.0,4878.0,0,0,False
2014-04-10 03:44:00,229348.0,2014-04-10 03:44:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6854816150978441,1,0,244002.0,14654.0,0,0,False
2014-04-10 03:49:00,233914.0,2014-04-10 03:49:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6815809528778571,1,0,243945.0,10031.0,0,0,False
2014-04-10 03:54:00,245289.0,2014-04-10 03:54:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6755178460720095,1,0,243888.0,1401.0,0,0,False
2014-04-10 03:59:00,3201090.0,2014-04-10 03:59:00,1.0,0.875,0.0,0.0,0.0,0.0,0.9893325651893924,1,0,243873.0,2957217.0,0,0,False
2014-04-10 04:04:00,249867.0,2014-04-10 04:04:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6820016974888083,1,0,243888.0,5979.0,0,0,False
2014-04-10 04:09:00,3207780.0,2014-04-10 04:09:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9858339101292466,1,0,243873.0,2963907.0,0,0,False
2014-04-10 04:14:00,241860.0,2014-04-10 04:14:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6916746995394165,1,0,243888.0,2028.0,0,0,False
2014-04-10 04:19:00,220347.0,2014-04-10 04:19:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6960695062701928,1,0,243873.0,23526.0,0,0,False
2014-04-10 04:24:00,244003.0,2014-04-10 04:24:00,1.0,0.4,0.0,0.0,0.0,0.0,0.6864980117982035,1,0,243858.0,145.0,0,0,False
2014-04-10 04:29:00,3223880.0,2014-04-10 04:29:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9846885271177462,1,0,243873.0,2980007.0,0,0,False
2014-04-10 04:34:00,1046040.0,2014-04-10 04:34:00,1.0,0.0,0.0,0.0,0.0,0.0,0.573011072374484,1,0,243858.0,802182.0,0,0,False
2014-04-10 04:39:00,1477550.0,2014-04-10 04:39:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7108646571300156,1,0,243873.0,1233677.0,0,0,False
2014-04-10 04:44:00,239252.0,2014-04-10 04:44:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7018675485287059,1,0,243858.0,4606.0,0,0,False
2014-04-10 04:49:00,245477.0,2014-04-10 04:49:00,1.0,0.0,0.0,0.0,0.0,0.0,0.697860562072826,1,0,243873.0,1604.0,0,0,False
2014-04-10 04:54:00,233018.0,2014-04-10 04:54:00,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.699681266678228,1,0,243858.0,10840.0,0,0,False
2014-04-10 04:59:00,3213870.0,2014-04-10 04:59:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9834381927139252,1,0,243873.0,2969997.0,0,0,False
2014-04-10 05:04:00,241929.0,2014-04-10 05:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.702144371698878,0,0,243888.0,1959.0,0,0,False
2014-04-10 05:09:00,3208820.0,2014-04-10 05:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9799385367216624,0,0,243945.0,2964875.0,0,0,False
2014-04-10 05:14:00,236597.0,2014-04-10 05:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7085704227276113,0,0,244002.0,7405.0,0,0,False
2014-04-10 05:19:00,239443.0,2014-04-10 05:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7057534046442104,0,0,244002.5,4559.5,0,0,False
2014-04-10 05:24:00,244422.0,2014-04-10 05:24:00,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.7023602822233115,0,0,244002.0,420.0,0,0,False
2014-04-10 05:29:00,225751.0,2014-04-10 05:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7060791277844389,0,0,243945.0,18194.0,0,0,False
2014-04-10 05:34:00,250915.0,2014-04-10 05:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6966416562673425,0,0,244002.0,6913.0,0,0,False
2014-04-10 05:39:00,223452.0,2014-04-10 05:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7032460367604549,0,0,243945.0,20493.0,0,0,False
2014-04-10 05:44:00,248468.0,2014-04-10 05:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6938250659050447,0,0,244002.0,4466.0,0,0,False
2014-04-10 05:49:00,223264.0,2014-04-10 05:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6999437936580839,0,0,243945.0,20681.0,0,0,False
2014-04-10 05:54:00,248395.0,2014-04-10 05:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.690453336673705,0,0,243888.0,4507.0,0,0,False
2014-04-10 05:59:00,3213880.0,2014-04-10 05:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9841416034052024,0,0,243945.0,2969935.0,0,0,False
2014-04-10 06:04:00,252731.0,2014-04-10 06:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6937783820193226,0,0,244002.0,8729.0,0,0,False
2014-04-10 06:09:00,3197710.0,2014-04-10 06:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9807944585925428,0,0,244002.5,2953707.5,0,0,False
2014-04-10 06:14:00,244921.0,2014-04-10 06:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7005033304549124,0,0,244003.0,918.0,0,0,False
2014-04-10 06:19:00,236245.0,2014-04-10 06:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7015154034724629,0,0,244023.5,7778.5,0,0,False
2014-04-10 06:24:00,241661.0,2014-04-10 06:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.6983201975472761,0,0,244044.0,2383.0,0,0,False
2014-04-10 06:29:00,239502.0,2014-04-10 06:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6974583372597826,0,0,244118.0,4616.0,0,0,False
2014-04-10 06:34:00,226975.0,2014-04-10 06:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6997789673805719,0,0,244192.0,17217.0,0,0,False
2014-04-10 06:39:00,236693.0,2014-04-10 06:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6953151546330439,0,0,244307.0,7614.0,0,0,False
2014-04-10 06:44:00,227811.0,2014-04-10 06:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.696621216925819,0,0,244192.0,16381.0,0,0,False
2014-04-10 06:49:00,252527.0,2014-04-10 06:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6875037775654909,0,0,244307.0,8220.0,0,0,False
2014-04-10 06:54:00,246855.0,2014-04-10 06:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6879625719354476,0,0,244422.0,2433.0,0,0,False
2014-04-10 06:59:00,3304330.0,2014-04-10 06:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.985265205361486,0,0,244590.0,3059740.0,0,0,False
2014-04-10 07:04:00,247814.0,2014-04-10 07:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6919924971886613,0,0,244758.0,3056.0,0,0,False
2014-04-10 07:09:00,3344340.0,2014-04-10 07:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9830055574713532,0,0,244804.5,3099535.5,0,0,False
2014-04-10 07:14:00,162030.0,2014-04-10 07:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7064392601960343,0,0,244851.0,82821.0,0,0,False
2014-04-10 07:19:00,231891.0,2014-04-10 07:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6849807443153182,0,0,244804.5,12913.5,0,0,False
2014-04-10 07:24:00,245066.0,2014-04-10 07:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.679898243576357,0,0,244851.0,215.0,0,0,False
2014-04-10 07:29:00,215014.0,2014-04-10 07:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.687587291835556,0,0,244886.0,29872.0,0,0,False
2014-04-10 07:34:00,256753.0,2014-04-10 07:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6739893124186989,0,0,244921.0,11832.0,0,0,False
2014-04-10 07:39:00,214400.0,2014-04-10 07:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6855461488704513,0,0,244886.0,30486.0,0,0,False
2014-04-10 07:44:00,252184.0,2014-04-10 07:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6730448597636398,0,0,244921.0,7263.0,0,0,False
2014-04-10 07:49:00,227100.0,2014-04-10 07:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6795750887492362,0,0,244926.5,17826.5,0,0,False
2014-04-10 07:54:00,257610.0,2014-04-10 07:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6691894673915133,0,0,244932.0,12678.0,0,0,False
2014-04-10 07:59:00,3244530.0,2014-04-10 07:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9821225370737748,0,0,244926.5,2999603.5,0,0,False
2014-04-10 08:04:00,226090.0,2014-04-10 08:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6827519005095795,0,0,244932.0,18842.0,0,0,False
2014-04-10 08:09:00,3223170.0,2014-04-10 08:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.979183808093431,0,0,244960.5,2978209.5,0,0,False
2014-04-10 08:14:00,243799.0,2014-04-10 08:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6812002593623042,0,0,244989.0,1190.0,0,0,False
2014-04-10 08:19:00,223899.0,2014-04-10 08:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6860151582321938,0,0,245027.5,21128.5,0,0,False
2014-04-10 08:24:00,242690.0,2014-04-10 08:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.6793748141608785,0,0,244989.0,2299.0,0,0,False
2014-04-10 08:29:00,243337.0,2014-04-10 08:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6781649777919556,0,0,245027.5,1690.5,0,0,False
2014-04-10 08:34:00,237122.0,2014-04-10 08:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6790324965891614,0,0,245066.0,7944.0,0,0,False
2014-04-10 08:39:00,244758.0,2014-04-10 08:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6757337751457473,0,0,245027.5,269.5,0,0,False
2014-04-10 08:44:00,234992.0,2014-04-10 08:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6777326363801807,0,0,244989.0,9997.0,0,0,False
2014-04-10 08:49:00,245196.0,2014-04-10 08:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.673656325159792,0,0,245027.5,168.5,0,0,False
2014-04-10 08:54:00,235424.0,2014-04-10 08:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6757192584294224,0,0,244989.0,9565.0,0,0,False
2014-04-10 08:59:00,3235630.0,2014-04-10 08:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9824614840687432,0,0,245027.5,2990602.5,0,0,False
2014-04-10 09:04:00,230811.0,2014-04-10 09:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6806069463530502,0,0,245066.0,14255.0,0,0,False
2014-04-10 09:09:00,3222420.0,2014-04-10 09:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9801123057554014,0,0,245093.0,2977327.0,0,0,False
2014-04-10 09:14:00,248917.0,2014-04-10 09:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6785345297012524,0,0,245120.0,3797.0,0,0,False
2014-04-10 09:19:00,231741.0,2014-04-10 09:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6827387077752745,0,0,245158.0,13417.0,0,0,False
2014-04-10 09:24:00,249645.0,2014-04-10 09:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.676435959644172,0,0,245196.0,4449.0,0,0,False
2014-04-10 09:29:00,232232.0,2014-04-10 09:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6807906310173946,0,0,245242.5,13010.5,0,0,False
2014-04-10 09:34:00,250527.0,2014-04-10 09:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6743464259139267,0,0,245289.0,5238.0,0,0,False
2014-04-10 09:39:00,236964.0,2014-04-10 09:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6776122793731628,0,0,245383.0,8419.0,0,0,False
2014-04-10 09:44:00,239944.0,2014-04-10 09:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6758301816128105,0,0,245477.0,5533.0,0,0,False
2014-04-10 09:49:00,225171.0,2014-04-10 09:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6794916253996538,0,0,245678.5,20507.5,0,0,False
2014-04-10 09:54:00,258593.0,2014-04-10 09:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6683217266796967,0,0,245880.0,12713.0,0,0,False
2014-04-10 09:59:00,3208930.0,2014-04-10 09:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9820181332443436,0,0,245678.5,2963251.5,0,0,False
2014-04-10 10:04:00,234706.0,2014-04-10 10:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6789202366986397,0,0,245880.0,11174.0,0,0,False
2014-04-10 10:09:00,3233600.0,2014-04-10 10:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9813521615451856,0,0,245993.0,2987607.0,0,0,False
2014-04-10 10:14:00,240440.0,2014-04-10 10:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6802240230622246,0,0,246106.0,5666.0,0,0,False
2014-04-10 10:19:00,248880.0,2014-04-10 10:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6768449253031332,0,0,246233.0,2647.0,0,0,False
2014-04-10 10:24:00,230407.0,2014-04-10 10:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.6816082327884985,0,0,246106.0,15699.0,0,0,False
2014-04-10 10:29:00,251796.0,2014-04-10 10:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6742898673715125,0,0,246233.0,5563.0,0,0,False
2014-04-10 10:34:00,232703.0,2014-04-10 10:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6793219940703371,0,0,246106.0,13403.0,0,0,False
2014-04-10 10:39:00,249573.0,2014-04-10 10:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6733568958206378,0,0,246233.0,3340.0,0,0,False
2014-04-10 10:44:00,217737.0,2014-04-10 10:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6823365464140441,0,0,246360.0,28623.0,0,0,False
2014-04-10 10:49:00,239745.0,2014-04-10 10:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6747737666009113,0,0,246233.0,6488.0,0,0,False
2014-04-10 10:54:00,4119680.0,2014-04-10 10:54:00,0.0,0.875,0.0,0.0,0.0,0.0,0.9866090281296226,0,0,246106.0,3873574.0,0,0,False
2014-04-10 10:59:00,226480.0,2014-04-10 10:59:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6855049683135201,0,0,246233.0,19753.0,0,0,False
2014-04-10 11:04:00,251084.0,2014-04-10 11:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.678706153066849,0,0,246360.0,4724.0,0,0,False
2014-04-10 11:09:00,3206870.0,2014-04-10 11:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9407430847536716,0,0,246607.5,2960262.5,0,0,False
2014-04-10 11:14:00,240960.0,2014-04-10 11:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6836995840468532,0,0,246855.0,5895.0,0,0,False
2014-04-10 11:19:00,238029.0,2014-04-10 11:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6836313824534952,0,0,246607.5,8578.5,0,0,False
2014-04-10 11:24:00,248519.0,2014-04-10 11:24:00,0.0,0.5,0.0,0.0,0.0,0.0,0.6802934356610315,0,0,246855.0,1664.0,0,0,False
2014-04-10 11:29:00,236986.0,2014-04-10 11:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6823703317440188,0,0,246940.5,9954.5,0,0,False
2014-04-10 11:34:00,234174.0,2014-04-10 11:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6823042319900237,0,0,247026.0,12852.0,0,0,False
2014-04-10 11:39:00,235833.0,2014-04-10 11:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6811442230746348,0,0,246940.5,11107.5,0,0,False
2014-04-10 11:44:00,241185.0,2014-04-10 11:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6790784952684659,0,0,247026.0,5841.0,0,0,False
2014-04-10 11:49:00,233637.0,2014-04-10 11:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6802306387876533,0,0,246940.5,13303.5,0,0,False
2014-04-10 11:54:00,235894.0,2014-04-10 11:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6789431943268796,0,0,246855.0,10961.0,0,0,False
2014-04-10 11:59:00,3239200.0,2014-04-10 11:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9489419169266246,0,0,246940.5,2992259.5,0,0,False
2014-04-10 12:04:00,249254.0,2014-04-10 12:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6780278633468433,0,0,247026.0,2228.0,0,0,False
2014-04-10 12:09:00,3226810.0,2014-04-10 12:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.946624423361749,0,0,247079.0,2979731.0,0,0,False
2014-04-10 12:14:00,219341.0,2014-04-10 12:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6877659831454224,0,0,247079.0,27738.0,0,0,False
2014-04-10 12:19:00,250379.0,2014-04-10 12:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6793558390998917,0,0,246940.5,3438.5,0,0,False
2014-04-10 12:24:00,243888.0,2014-04-10 12:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.6802819497771909,0,0,246629.5,2741.5,0,0,False
2014-04-10 12:29:00,231633.0,2014-04-10 12:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6826458876844264,0,0,246940.5,15307.5,0,0,False
2014-04-10 12:34:00,229597.0,2014-04-10 12:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.682456853934448,0,0,247079.0,17482.0,0,0,False
2014-04-10 12:39:00,249854.0,2014-04-10 12:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6766771749711877,0,0,247166.0,2688.0,0,0,False
2014-04-10 12:44:00,226666.0,2014-04-10 12:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6818584869177271,0,0,247079.0,20413.0,0,0,False
2014-04-10 12:49:00,235965.0,2014-04-10 12:49:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6788332903088714,0,0,247079.0,11114.0,0,0,False
2014-04-10 12:54:00,253658.0,2014-04-10 12:54:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6736740086256534,0,0,247079.0,6579.0,0,0,False
2014-04-10 12:59:00,3230240.0,2014-04-10 12:59:00,0.0,0.8888888888888888,0.5,0.0,0.0,0.0,0.9517459055510842,0,0,247079.0,2983161.0,0,0,False
2014-04-10 13:04:00,254252.0,2014-04-10 13:04:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6758283567224393,0,0,247079.0,7173.0,0,0,False
2014-04-10 13:09:00,3208580.0,2014-04-10 13:09:00,0.0,0.0,0.5,0.0,0.0,0.0,0.948859845418762,0,0,246940.5,2961639.5,0,0,False
2014-04-10 13:14:00,248958.0,2014-04-10 13:14:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6793925402307834,0,0,246940.5,2017.5,0,0,False
2014-04-10 13:19:00,226541.0,2014-04-10 13:19:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6843885545432788,0,0,246940.5,20399.5,0,0,False
2014-04-10 13:24:00,240359.0,2014-04-10 13:24:00,0.0,0.4,0.5,0.0,0.0,0.0,0.6802451235218472,0,0,247079.0,6720.0,0,0,False
2014-04-10 13:29:00,236906.0,2014-04-10 13:29:00,0.0,0.0,0.5,0.0,0.0,0.0,0.680481072669436,0,0,247166.0,10260.0,0,0,False
