timestep,orig_value,dt_object,score_AnDePeDPro_ec2_cpu_utilization_24ae8d_adddata-240214123559,score_bayesChangePt_ec2_cpu_utilization_24ae8d_adddata-240214123559,score_contextOSE_ec2_cpu_utilization_24ae8d_adddata-240214123559,score_earthgeckoSkyline_ec2_cpu_utilization_24ae8d_adddata-240214123559,score_knncad_ec2_cpu_utilization_24ae8d_adddata-240214123559,score_relativeEntropy_ec2_cpu_utilization_24ae8d_adddata-240214123559,score_windowedGaussian_ec2_cpu_utilization_24ae8d_adddata-240214123559,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,is_ground_truth
2014-02-14 16:55:00,0.134,2014-02-14 16:55:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6283842461576884,1,0,0.134,0.0,0,False
2014-02-14 17:00:00,0.132,2014-02-14 17:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5995215498594377,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 17:05:00,0.136,2014-02-14 17:05:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6512437581714047,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 17:10:00,0.134,2014-02-14 17:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6218099045804444,1,0,0.134,0.0,0,False
2014-02-14 17:15:00,0.134,2014-02-14 17:15:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6198384190984638,1,0,0.134,0.0,0,False
2014-02-14 17:20:00,0.132,2014-02-14 17:20:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5896770006566153,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 17:25:00,0.132,2014-02-14 17:25:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5883443334128794,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 17:30:00,0.134,2014-02-14 17:30:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6161732480558351,1,0,0.134,0.0,0,False
2014-02-14 17:35:00,0.134,2014-02-14 17:35:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6145059241685628,1,0,0.134,0.0,0,False
2014-02-14 17:40:00,0.066,2014-02-14 17:40:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9904111644722662,2,0,0.134,0.068,0,False
2014-02-14 17:45:00,0.134,2014-02-14 17:45:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6289646844768456,1,0,0.134,0.0,0,False
2014-02-14 17:50:00,0.134,2014-02-14 17:50:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6272329131027533,1,0,0.134,0.0,0,False
2014-02-14 17:55:00,0.2019999999999999,2014-02-14 17:55:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9979495054545376,2,0,0.134,0.0679999999999999,0,False
2014-02-14 18:00:00,0.134,2014-02-14 18:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5921274233043232,1,0,0.134,0.0,0,False
2014-02-14 18:05:00,0.134,2014-02-14 18:05:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5910124627931451,1,0,0.134,0.0,0,False
2014-02-14 18:10:00,0.134,2014-02-14 18:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5899370227021183,1,0,0.134,0.0,0,False
2014-02-14 18:15:00,0.068,2014-02-14 18:15:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9839011500649512,2,0,0.134,0.066,0,False
2014-02-14 18:20:00,0.132,2014-02-14 18:20:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5762850740274386,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 18:25:00,0.134,2014-02-14 18:25:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6026180130485831,1,0,0.134,0.0,0,False
2014-02-14 18:30:00,0.134,2014-02-14 18:30:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6014971461097065,1,0,0.134,0.0,0,False
2014-02-14 18:35:00,0.134,2014-02-14 18:35:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6004122164700003,1,0,0.134,0.0,0,False
2014-02-14 18:40:00,0.134,2014-02-14 18:40:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5993613442654708,1,0,0.134,0.0,0,False
2014-02-14 18:45:00,0.134,2014-02-14 18:45:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5983427844567201,1,0,0.134,0.0,0,False
2014-02-14 18:50:00,0.134,2014-02-14 18:50:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5973549146481727,1,0,0.134,0.0,0,False
2014-02-14 18:55:00,0.134,2014-02-14 18:55:00,1.0,0.0,0.0,0.0,0.0,0.0,0.596396224225641,1,0,0.134,0.0,0,False
2014-02-14 19:00:00,0.066,2014-02-14 19:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9890870195505042,2,0,0.134,0.068,0,False
2014-02-14 19:05:00,0.134,2014-02-14 19:05:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6076396942414453,1,0,0.134,0.0,0,False
2014-02-14 19:10:00,0.134,2014-02-14 19:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6066284546657383,1,0,0.134,0.0,0,False
2014-02-14 19:15:00,0.134,2014-02-14 19:15:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6056451840264387,1,0,0.134,0.0,0,False
2014-02-14 19:20:00,0.066,2014-02-14 19:20:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9874421132509936,2,0,0.134,0.068,0,False
2014-02-14 19:25:00,0.132,2014-02-14 19:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5880335641101508,0,0,0.134,0.0020000000000000018,0,False
2014-02-14 19:30:00,0.134,2014-02-14 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6150290005091739,0,0,0.134,0.0,0,False
2014-02-14 19:35:00,0.2,2014-02-14 19:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9963301545957676,1,0,0.134,0.066,0,False
2014-02-14 19:40:00,0.132,2014-02-14 19:40:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5659963798248202,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 19:45:00,0.134,2014-02-14 19:45:00,1.0,0.0,0.0,0.0,0.0,0.0,0.592710522543884,1,0,0.134,0.0,0,False
2014-02-14 19:50:00,0.136,2014-02-14 19:50:00,1.0,0.0,0.0,0.0,0.0,0.0,0.618977955908284,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 19:55:00,0.132,2014-02-14 19:55:00,1.0,0.0,0.0,0.0,0.0,0.0,0.563097288235658,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 20:00:00,0.066,2014-02-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9858567529056628,1,0,0.134,0.068,0,False
2014-02-14 20:05:00,0.134,2014-02-14 20:05:00,0.0,0.9850746268656716,0.0,0.0,0.0,1.0,1.0,3,1,0.134,0.0,0,False
2014-02-14 20:10:00,0.134,2014-02-14 20:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,1,0,0.134,0.0,0,False
2014-02-14 20:15:00,0.134,2014-02-14 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999908975596,1,0,0.134,0.0,0,False
2014-02-14 20:20:00,0.2,2014-02-14 20:20:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0,0.134,0.066,0,False
2014-02-14 20:25:00,0.132,2014-02-14 20:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9978976162527003,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 20:30:00,0.136,2014-02-14 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.998060466608198,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 20:35:00,0.134,2014-02-14 20:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9956574848259224,1,0,0.134,0.0,0,False
2014-02-14 20:40:00,0.134,2014-02-14 20:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9936665294015125,1,0,0.134,0.0,0,False
2014-02-14 20:45:00,0.134,2014-02-14 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.991336298483168,1,0,0.134,0.0,0,False
2014-02-14 20:50:00,0.066,2014-02-14 20:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.716806712007388,0,0,0.134,0.068,0,False
2014-02-14 20:55:00,0.134,2014-02-14 20:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9892216616466104,1,0,0.134,0.0,0,False
2014-02-14 21:00:00,0.134,2014-02-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9864379798886254,1,0,0.134,0.0,0,False
2014-02-14 21:05:00,0.134,2014-02-14 21:05:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9834485500715404,2,0,0.134,0.0,0,False
2014-02-14 21:10:00,0.134,2014-02-14 21:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9802924460802812,1,0,0.134,0.0,0,False
2014-02-14 21:15:00,0.132,2014-02-14 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9724740173800612,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 21:20:00,0.066,2014-02-14 21:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7376565249947554,0,0,0.134,0.068,0,False
2014-02-14 21:25:00,0.134,2014-02-14 21:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9747603859305294,1,0,0.134,0.0,0,False
2014-02-14 21:30:00,0.132,2014-02-14 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.966115560661438,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 21:35:00,0.134,2014-02-14 21:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.968202149411988,1,0,0.134,0.0,0,False
2014-02-14 21:40:00,0.132,2014-02-14 21:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9586752704398012,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 21:45:00,0.066,2014-02-14 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7519761042396683,0,0,0.134,0.068,0,False
2014-02-14 21:50:00,0.134,2014-02-14 21:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9625977142363008,1,0,0.134,0.0,0,False
2014-02-14 21:55:00,0.132,2014-02-14 21:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9524855127092684,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 22:00:00,0.134,2014-02-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9559717419675496,1,0,0.134,0.0,0,False
2014-02-14 22:05:00,0.134,2014-02-14 22:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.952526134706839,1,0,0.134,0.0,0,False
2014-02-14 22:10:00,0.066,2014-02-14 22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7646667948007237,0,0,0.134,0.068,0,False
2014-02-14 22:15:00,0.134,2014-02-14 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9503450678884616,1,0,0.134,0.0,0,False
2014-02-14 22:20:00,0.132,2014-02-14 22:20:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9391075259767032,1,0,0.134,0.0020000000000000018,0,False
2014-02-14 22:25:00,0.134,2014-02-14 22:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9439175649971294,0,0,0.134,0.0,0,False
2014-02-14 22:30:00,0.132,2014-02-14 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.932148720310565,0,0,0.134,0.0020000000000000018,0,False
2014-02-14 22:35:00,0.068,2014-02-14 22:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7553727091872211,0,0,0.134,0.066,0,False
2014-02-14 22:40:00,0.132,2014-02-14 22:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9303720574880624,0,0,0.134,0.0020000000000000018,0,False
2014-02-14 22:45:00,0.132,2014-02-14 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9271796069795124,0,0,0.134,0.0020000000000000018,0,False
2014-02-14 22:50:00,0.134,2014-02-14 22:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9331426128388468,0,0,0.134,0.0,0,False
2014-02-14 22:55:00,0.132,2014-02-14 22:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9206328643314824,0,0,0.134,0.0020000000000000018,0,False
2014-02-14 23:00:00,0.134,2014-02-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9271838863667748,0,0,0.134,0.0,0,False
2014-02-14 23:05:00,0.134,2014-02-14 23:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9241274079754924,0,0,0.134,0.0,0,False
2014-02-14 23:10:00,0.134,2014-02-14 23:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.921113454956737,0,0,0.134,0.0,0,False
2014-02-14 23:15:00,0.066,2014-02-14 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7950554165098637,0,0,0.134,0.068,0,False
2014-02-14 23:20:00,0.132,2014-02-14 23:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9094422524302536,0,0,0.134,0.0020000000000000018,0,False
2014-02-14 23:25:00,0.132,2014-02-14 23:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9065955053214436,0,0,0.134,0.0020000000000000018,0,False
2014-02-14 23:30:00,0.066,2014-02-14 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7985667294214746,0,0,0.134,0.068,0,False
2014-02-14 23:35:00,0.136,2014-02-14 23:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.92547291957568,0,0,0.134,0.0020000000000000018,0,False
2014-02-14 23:40:00,0.134,2014-02-14 23:40:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9128120435786048,1,0,0.134,0.0,0,False
2014-02-14 23:45:00,0.066,2014-02-14 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8018248434415056,0,0,0.134,0.068,0,False
2014-02-14 23:50:00,0.134,2014-02-14 23:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9115481471594074,0,0,0.134,0.0,0,False
2014-02-14 23:55:00,0.2,2014-02-14 23:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9997234502265656,1,0,0.134,0.066,0,False
2014-02-15 00:00:00,0.134,2014-02-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8935378189289201,0,0,0.134,0.0,0,False
2014-02-15 00:05:00,0.134,2014-02-15 00:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8909984867855159,0,0,0.134,0.0,0,False
2014-02-15 00:10:00,0.066,2014-02-15 00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.804945062509034,0,0,0.134,0.068,0,False
2014-02-15 00:15:00,0.132,2014-02-15 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8782235486862848,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 00:20:00,0.134,2014-02-15 00:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8879435756689834,0,0,0.134,0.0,0,False
2014-02-15 00:25:00,0.066,2014-02-15 00:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8078980001210411,0,0,0.134,0.068,0,False
2014-02-15 00:30:00,0.136,2014-02-15 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8984288487586847,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 00:35:00,0.134,2014-02-15 00:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8845594761000559,0,0,0.134,0.0,0,False
2014-02-15 00:40:00,0.134,2014-02-15 00:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8822311240232211,0,0,0.134,0.0,0,False
2014-02-15 00:45:00,0.066,2014-02-15 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.812908817604147,0,0,0.134,0.068,0,False
2014-02-15 00:50:00,0.134,2014-02-15 00:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8815721797716922,0,0,0.134,0.0,0,False
2014-02-15 00:55:00,0.134,2014-02-15 00:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8793216847141767,0,0,0.134,0.0,0,False
2014-02-15 01:00:00,0.134,2014-02-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8771056791577982,0,0,0.134,0.0,0,False
2014-02-15 01:05:00,0.068,2014-02-15 01:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8011742725984377,0,0,0.134,0.066,0,False
2014-02-15 01:10:00,0.132,2014-02-15 01:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8637561558487854,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 01:15:00,0.134,2014-02-15 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8746241549129583,0,0,0.134,0.0,0,False
2014-02-15 01:20:00,0.134,2014-02-15 01:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8725104772486547,0,0,0.134,0.0,0,False
2014-02-15 01:25:00,0.068,2014-02-15 01:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8060962725311127,0,0,0.134,0.066,0,False
2014-02-15 01:30:00,0.134,2014-02-15 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8720383666009633,0,0,0.134,0.0,0,False
2014-02-15 01:35:00,0.134,2014-02-15 01:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8699909802992593,0,0,0.134,0.0,0,False
2014-02-15 01:40:00,0.134,2014-02-15 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8679736035870225,0,0,0.134,0.0,0,False
2014-02-15 01:45:00,0.134,2014-02-15 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8659856590777991,0,0,0.134,0.0,0,False
2014-02-15 01:50:00,0.134,2014-02-15 01:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8640265749743594,0,0,0.134,0.0,0,False
2014-02-15 01:55:00,0.134,2014-02-15 01:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8620957860341321,0,0,0.134,0.0,0,False
2014-02-15 02:00:00,0.066,2014-02-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8321821026056924,0,0,0.134,0.068,0,False
2014-02-15 02:05:00,0.134,2014-02-15 02:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8617960826959368,0,0,0.134,0.0,0,False
2014-02-15 02:10:00,0.132,2014-02-15 02:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.846105669688825,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 02:15:00,0.134,2014-02-15 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8582775322721623,0,0,0.134,0.0,0,False
2014-02-15 02:20:00,0.066,2014-02-15 02:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8358450250263049,0,0,0.134,0.068,0,False
2014-02-15 02:25:00,0.132,2014-02-15 02:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8441070696283649,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 02:30:00,0.132,2014-02-15 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8424075352421362,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 02:35:00,0.066,2014-02-15 02:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8376270273393993,0,0,0.134,0.068,0,False
2014-02-15 02:40:00,0.134,2014-02-15 02:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8564296940879501,0,0,0.134,0.0,0,False
2014-02-15 02:45:00,0.134,2014-02-15 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8546812603022403,0,0,0.134,0.0,0,False
2014-02-15 02:50:00,0.136,2014-02-15 02:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8663333537458457,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 02:55:00,0.134,2014-02-15 02:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8510569719243445,0,0,0.134,0.0,0,False
2014-02-15 03:00:00,0.134,2014-02-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8493791421675139,0,0,0.134,0.0,0,False
2014-02-15 03:05:00,1.466,2014-02-15 03:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9989123336990516,1,0,0.134,1.3319999999999999,1,False
2014-02-15 03:10:00,0.066,2014-02-15 03:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8424891904650238,0,0,0.134,0.068,0,False
2014-02-15 03:15:00,0.134,2014-02-15 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7896935914506338,0,0,0.134,0.0,0,False
2014-02-15 03:20:00,0.134,2014-02-15 03:20:00,0.0,0.9655172413793104,0.0,0.0,0.0,0.0,0.7884499055324925,1,0,0.134,0.0,0,False
2014-02-15 03:25:00,0.134,2014-02-15 03:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7872217553708091,0,0,0.134,0.0,0,False
2014-02-15 03:30:00,0.134,2014-02-15 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7860088293758469,0,0,0.134,0.0,0,False
2014-02-15 03:35:00,0.134,2014-02-15 03:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7848108242923081,0,0,0.134,0.0,0,False
2014-02-15 03:40:00,0.132,2014-02-15 03:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7852966384389886,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 03:45:00,0.066,2014-02-15 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8351324425196541,0,0,0.134,0.068,0,False
2014-02-15 03:50:00,0.134,2014-02-15 03:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7806850625570363,0,0,0.134,0.0,0,False
2014-02-15 03:55:00,0.132,2014-02-15 03:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7812391414499829,0,0,0.134,0.0020000000000000018,0,False
2014-02-15 04:00:00,0.134,2014-02-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7784064900903722,0,0,0.134,0.0,0,False
2014-02-15 04:05:00,0.066,2014-02-15 04:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8309792035365227,0,0,0.134,0.068,0,False
2014-02-15 04:10:00,0.134,2014-02-15 04:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.775610595644034,0,0,0.134,0.0,0,False
2014-02-15 04:15:00,0.134,2014-02-15 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.774528616314753,0,0,0.134,0.0,0,False
