id_time,time,dt_object,orig_value,date_only,score_AnDePeDPro,score_AnDePeD,score_bayesChangePt,score_contextOSE,score_earthgeckoSkyline,score_knncad,score_relativeEntropy,score_windowedGaussian,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,raw_anomaly,anomaly_window_mask,is_ground_truth
42,2023-10-10 18:00:00+00:00,2023-10-10 18:00:00+00:00,19138,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8352717287968833,2,0,32473.5,13335.5,0,0,1,False
43,2023-10-10 19:00:00+00:00,2023-10-10 19:00:00+00:00,13566,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8605432899966581,2,0,32473.5,18907.5,0,0,1,False
44,2023-10-10 20:00:00+00:00,2023-10-10 20:00:00+00:00,9300,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8760261558918128,2,0,32473.5,23173.5,0,0,1,False
45,2023-10-10 21:00:00+00:00,2023-10-10 21:00:00+00:00,5708,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8866477192825076,2,0,32473.5,26765.5,0,0,1,False
46,2023-10-10 22:00:00+00:00,2023-10-10 22:00:00+00:00,4169,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8873462355773492,2,0,32473.5,28304.5,0,0,1,False
47,2023-10-10 23:00:00+00:00,2023-10-10 23:00:00+00:00,5205,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8764675827426277,2,0,32473.5,27268.5,0,0,1,False
48,2023-10-11 00:00:00+00:00,2023-10-11 00:00:00+00:00,5819,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.867727503109051,2,0,32473.5,26654.5,0,0,1,False
49,2023-10-11 01:00:00+00:00,2023-10-11 01:00:00+00:00,5568,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8635090363915473,2,0,32473.5,26905.5,0,0,1,False
50,2023-10-11 02:00:00+00:00,2023-10-11 02:00:00+00:00,10068,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.833997526124277,2,0,32473.5,22405.5,0,0,1,False
51,2023-10-11 03:00:00+00:00,2023-10-11 03:00:00+00:00,34013,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6579843934012037,2,0,32473.5,1539.5,0,0,1,False
52,2023-10-11 04:00:00+00:00,2023-10-11 04:00:00+00:00,74247,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6986436796315305,2,0,33070.5,41176.5,0,0,1,False
53,2023-10-11 05:00:00+00:00,2023-10-11 05:00:00+00:00,106176,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8946749982805221,2,0,33070.5,73105.5,0,0,1,False
54,2023-10-11 06:00:00+00:00,2023-10-11 06:00:00+00:00,103237,2023-10-11,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.8759492475110269,2,0,33070.5,70166.5,0,0,0,False
55,2023-10-11 07:00:00+00:00,2023-10-11 07:00:00+00:00,112722,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9112017211320932,2,0,33070.5,79651.5,0,0,0,False
56,2023-10-11 08:00:00+00:00,2023-10-11 08:00:00+00:00,99580,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8450784871982272,2,0,33070.5,66509.5,0,0,0,False
57,2023-10-11 09:00:00+00:00,2023-10-11 09:00:00+00:00,100992,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8484416422614913,2,0,33070.5,67921.5,0,0,0,False
58,2023-10-11 10:00:00+00:00,2023-10-11 10:00:00+00:00,98609,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8308185173193274,2,0,33070.5,65538.5,0,0,0,False
59,2023-10-11 11:00:00+00:00,2023-10-11 11:00:00+00:00,93995,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798661029252195,0,0,33070.5,60924.5,0,0,0,False
60,2023-10-11 12:00:00+00:00,2023-10-11 12:00:00+00:00,84167,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7259309383941197,1,0,33070.5,51096.5,0,0,0,False
61,2023-10-11 13:00:00+00:00,2023-10-11 13:00:00+00:00,59476,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5107129486651543,0,0,33070.5,26405.5,0,0,0,False
62,2023-10-11 14:00:00+00:00,2023-10-11 14:00:00+00:00,40351,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6613414315554615,0,0,33070.5,7280.5,0,0,0,False
63,2023-10-11 15:00:00+00:00,2023-10-11 15:00:00+00:00,32128,2023-10-11,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.7270392353075622,0,0,33070.5,942.5,0,0,0,False
64,2023-10-11 16:00:00+00:00,2023-10-11 16:00:00+00:00,26007,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7705978261886524,0,0,34843.0,8836.0,0,0,0,False
65,2023-10-11 17:00:00+00:00,2023-10-11 17:00:00+00:00,28678,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7483250450439642,0,0,34843.0,6165.0,0,0,0,False
66,2023-10-11 18:00:00+00:00,2023-10-11 18:00:00+00:00,25721,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7678242431135314,0,0,34843.0,9122.0,0,0,0,False
67,2023-10-11 19:00:00+00:00,2023-10-11 19:00:00+00:00,21280,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963180679595213,0,0,34843.0,13563.0,0,0,0,False
68,2023-10-11 20:00:00+00:00,2023-10-11 20:00:00+00:00,13129,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8441983441736137,0,0,34843.0,21714.0,0,0,0,False
69,2023-10-11 21:00:00+00:00,2023-10-11 21:00:00+00:00,6365,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8765156835350908,0,0,34843.0,28478.0,0,0,0,False
70,2023-10-11 22:00:00+00:00,2023-10-11 22:00:00+00:00,6126,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8737414896969764,0,0,34843.0,28717.0,0,0,0,False
71,2023-10-11 23:00:00+00:00,2023-10-11 23:00:00+00:00,5885,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8710849457838177,0,0,34843.0,28958.0,0,0,0,False
72,2023-10-12 00:00:00+00:00,2023-10-12 00:00:00+00:00,4967,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8719073861392382,0,0,34843.0,29876.0,0,0,0,False
73,2023-10-12 01:00:00+00:00,2023-10-12 01:00:00+00:00,6062,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625898225614995,0,0,34843.0,28781.0,0,0,0,False
74,2023-10-12 02:00:00+00:00,2023-10-12 02:00:00+00:00,10428,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8347903277012584,0,0,34843.0,24415.0,0,0,0,False
75,2023-10-12 03:00:00+00:00,2023-10-12 03:00:00+00:00,37558,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263249846979912,0,0,33735.0,3823.0,0,0,0,False
76,2023-10-12 04:00:00+00:00,2023-10-12 04:00:00+00:00,77762,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7363569134193764,0,0,32010.0,45752.0,0,0,0,False
77,2023-10-12 05:00:00+00:00,2023-10-12 05:00:00+00:00,94647,2023-10-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847976796414099,1,0,32010.0,62637.0,0,0,0,False
78,2023-10-12 06:00:00+00:00,2023-10-12 06:00:00+00:00,98950,2023-10-12,1.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.8679173689621105,1,0,31446.5,67503.5,0,0,0,False
79,2023-10-12 07:00:00+00:00,2023-10-12 07:00:00+00:00,101264,2023-10-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8761123185849374,1,0,31446.5,69817.5,0,0,0,False
80,2023-10-12 08:00:00+00:00,2023-10-12 08:00:00+00:00,98963,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8609413084742411,0,0,31446.5,67516.5,0,0,0,False
81,2023-10-12 09:00:00+00:00,2023-10-12 09:00:00+00:00,88112,2023-10-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7919973193053865,2,0,31446.5,56665.5,0,0,0,False
82,2023-10-12 10:00:00+00:00,2023-10-12 10:00:00+00:00,85293,2023-10-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7698391369126591,2,0,31446.5,53846.5,0,0,0,False
83,2023-10-12 11:00:00+00:00,2023-10-12 11:00:00+00:00,72571,2023-10-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6660315978438254,2,0,31446.5,41124.5,0,0,0,False
84,2023-10-12 12:00:00+00:00,2023-10-12 12:00:00+00:00,69574,2023-10-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6384609662634271,2,0,31446.5,38127.5,0,0,0,False
85,2023-10-12 13:00:00+00:00,2023-10-12 13:00:00+00:00,49088,2023-10-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5556723864988572,2,0,31446.5,17641.5,0,0,0,False
86,2023-10-12 14:00:00+00:00,2023-10-12 14:00:00+00:00,35342,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6812525102599358,0,0,31446.5,3895.5,0,0,0,False
87,2023-10-12 15:00:00+00:00,2023-10-12 15:00:00+00:00,27551,2023-10-12,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.7443872279944719,0,0,31446.5,3895.5,0,0,0,False
88,2023-10-12 16:00:00+00:00,2023-10-12 16:00:00+00:00,19786,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7997186154804437,0,0,27611.0,7825.0,0,0,0,False
89,2023-10-12 17:00:00+00:00,2023-10-12 17:00:00+00:00,16058,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8221233778708156,0,0,27611.0,11553.0,0,0,0,False
90,2023-10-12 18:00:00+00:00,2023-10-12 18:00:00+00:00,17284,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8116790948546397,0,0,27611.0,10327.0,0,0,0,False
91,2023-10-12 19:00:00+00:00,2023-10-12 19:00:00+00:00,13274,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8348394175475389,0,0,27611.0,14337.0,0,0,0,False
92,2023-10-12 20:00:00+00:00,2023-10-12 20:00:00+00:00,7862,2023-10-12,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8633529651653371,0,0,27611.0,19749.0,0,0,0,False
93,2023-10-12 21:00:00+00:00,2023-10-12 21:00:00+00:00,6931,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8655012756558635,0,0,27611.0,20680.0,0,0,0,False
94,2023-10-12 22:00:00+00:00,2023-10-12 22:00:00+00:00,6372,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8656449013901035,0,0,27611.0,21239.0,0,0,0,False
95,2023-10-12 23:00:00+00:00,2023-10-12 23:00:00+00:00,4498,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726164866907857,0,0,27611.0,23113.0,0,0,0,False
96,2023-10-13 00:00:00+00:00,2023-10-13 00:00:00+00:00,5692,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8635204770883048,0,0,27611.0,21919.0,0,0,0,False
97,2023-10-13 01:00:00+00:00,2023-10-13 01:00:00+00:00,6420,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856837668536153,0,0,27611.0,21191.0,0,0,0,False
98,2023-10-13 02:00:00+00:00,2023-10-13 02:00:00+00:00,10224,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8320413195676732,0,0,24210.5,13986.5,0,0,0,False
99,2023-10-13 03:00:00+00:00,2023-10-13 03:00:00+00:00,27671,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7015848914988416,0,0,20328.0,7343.0,0,0,0,False
100,2023-10-13 04:00:00+00:00,2023-10-13 04:00:00+00:00,58451,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5890599122853812,0,0,18690.0,39761.0,0,0,0,False
101,2023-10-13 05:00:00+00:00,2023-10-13 05:00:00+00:00,68659,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6822856370901591,0,0,17439.0,51220.0,0,0,0,False
102,2023-10-13 06:00:00+00:00,2023-10-13 06:00:00+00:00,74143,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7277927593630011,0,0,17439.0,56704.0,0,0,0,False
103,2023-10-13 07:00:00+00:00,2023-10-13 07:00:00+00:00,65521,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6515022483999641,0,0,16956.5,48564.5,0,0,0,False
104,2023-10-13 08:00:00+00:00,2023-10-13 08:00:00+00:00,60863,2023-10-13,0.0,0.0,0.736842105263158,0.0,0.0,0.0,0.0,0.607060588056147,0,0,16956.5,43906.5,0,0,0,False
105,2023-10-13 09:00:00+00:00,2023-10-13 09:00:00+00:00,51222,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5114748580082169,0,0,16956.5,34265.5,0,0,0,False
106,2023-10-13 10:00:00+00:00,2023-10-13 10:00:00+00:00,43882,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5619887645659929,0,0,16956.5,26925.5,0,0,0,False
107,2023-10-13 11:00:00+00:00,2023-10-13 11:00:00+00:00,36171,2023-10-13,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.6365517570269723,0,0,16956.5,19214.5,0,0,0,False
108,2023-10-13 12:00:00+00:00,2023-10-13 12:00:00+00:00,27772,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7121258154686424,0,0,16956.5,10815.5,0,0,0,False
109,2023-10-13 13:00:00+00:00,2023-10-13 13:00:00+00:00,20870,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7676528496861666,0,0,16956.5,3913.5,0,0,0,False
110,2023-10-13 14:00:00+00:00,2023-10-13 14:00:00+00:00,17594,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7908118898590722,0,0,16956.5,637.5,0,0,0,False
111,2023-10-13 15:00:00+00:00,2023-10-13 15:00:00+00:00,16319,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7983248473607355,1,0,16956.5,637.5,0,0,0,False
112,2023-10-13 16:00:00+00:00,2023-10-13 16:00:00+00:00,11688,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8282538484542235,0,0,15044.5,3356.5,0,0,0,False
113,2023-10-13 17:00:00+00:00,2023-10-13 17:00:00+00:00,12111,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8234478414303599,0,0,12940.5,829.5,0,0,0,False
114,2023-10-13 18:00:00+00:00,2023-10-13 18:00:00+00:00,13770,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8102241861212296,0,0,12792.0,978.0,0,0,0,False
115,2023-10-13 19:00:00+00:00,2023-10-13 19:00:00+00:00,12083,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8199128413118494,0,0,12792.0,709.0,0,0,0,False
116,2023-10-13 20:00:00+00:00,2023-10-13 20:00:00+00:00,7470,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8474706742524577,0,0,12792.0,5322.0,0,0,0,False
117,2023-10-13 21:00:00+00:00,2023-10-13 21:00:00+00:00,4253,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8640840373625494,0,0,12792.0,8539.0,0,0,0,False
118,2023-10-13 22:00:00+00:00,2023-10-13 22:00:00+00:00,3701,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8649251496570234,0,0,12792.0,9091.0,0,0,0,False
119,2023-10-13 23:00:00+00:00,2023-10-13 23:00:00+00:00,3721,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625828499184345,0,0,12792.0,9071.0,0,0,0,False
120,2023-10-14 00:00:00+00:00,2023-10-14 00:00:00+00:00,3387,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86227200350314,0,0,12792.0,9405.0,0,0,0,False
121,2023-10-14 01:00:00+00:00,2023-10-14 01:00:00+00:00,3446,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8597657072000713,0,0,12097.0,8651.0,0,0,0,False
122,2023-10-14 02:00:00+00:00,2023-10-14 02:00:00+00:00,2988,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8602387594128463,0,0,12026.0,9038.0,0,0,0,False
123,2023-10-14 03:00:00+00:00,2023-10-14 03:00:00+00:00,6927,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8344135801791399,0,0,11828.5,4901.5,0,0,0,False
124,2023-10-14 04:00:00+00:00,2023-10-14 04:00:00+00:00,10519,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8086174304103402,0,0,11828.5,1309.5,0,0,0,False
125,2023-10-14 05:00:00+00:00,2023-10-14 05:00:00+00:00,13473,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856676308829607,0,0,12026.0,1447.0,0,0,0,False
126,2023-10-14 06:00:00+00:00,2023-10-14 06:00:00+00:00,15386,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7696234408170334,0,0,12026.0,3360.0,0,0,0,False
127,2023-10-14 07:00:00+00:00,2023-10-14 07:00:00+00:00,18488,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7434118293096973,0,0,12026.0,6462.0,0,0,0,False
128,2023-10-14 08:00:00+00:00,2023-10-14 08:00:00+00:00,17375,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751350894371027,0,0,11918.5,5456.5,0,0,0,False
129,2023-10-14 09:00:00+00:00,2023-10-14 09:00:00+00:00,17383,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500673588808238,0,0,11918.5,5464.5,0,0,0,False
