timestep,orig_value,dt_object,score_AnDePeDPro_ec2_network_in,score_bayesChangePt_ec2_network_in,score_contextOSE_ec2_network_in,score_earthgeckoSkyline_ec2_network_in,score_knncad_ec2_network_in,score_relativeEntropy_ec2_network_in,score_windowedGaussian_ec2_network_in,expected_pattern,pattern_deviation,is_final_anomaly
2014-04-10 06:44:00,227811.0,2014-04-10 06:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.696621216925819,247814.0,20003.0,0
2014-04-10 06:49:00,252527.0,2014-04-10 06:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6875037775654909,247562.0,4965.0,0
2014-04-10 06:54:00,246855.0,2014-04-10 06:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6879625719354476,247814.0,959.0,0
2014-04-10 06:59:00,3304330.0,2014-04-10 06:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.985265205361486,247782.0,3056548.0,0
2014-04-10 07:04:00,247814.0,2014-04-10 07:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6919924971886613,247750.0,64.0,0
2014-04-10 07:09:00,3344340.0,2014-04-10 07:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9830055574713532,247530.0,3096810.0,0
2014-04-10 07:14:00,162030.0,2014-04-10 07:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7064392601960343,247310.0,85280.0,0
2014-04-10 07:19:00,231891.0,2014-04-10 07:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6849807443153182,247255.0,15364.0,0
2014-04-10 07:24:00,245066.0,2014-04-10 07:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.679898243576357,247310.0,2244.0,0
2014-04-10 07:29:00,215014.0,2014-04-10 07:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.687587291835556,247530.0,32516.0,0
2014-04-10 07:34:00,256753.0,2014-04-10 07:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6739893124186989,247750.0,9003.0,0
2014-04-10 07:39:00,214400.0,2014-04-10 07:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6855461488704513,247530.0,33130.0,0
2014-04-10 07:44:00,252184.0,2014-04-10 07:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6730448597636398,247310.0,4874.0,0
2014-04-10 07:49:00,227100.0,2014-04-10 07:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6795750887492362,247255.0,20155.0,0
2014-04-10 07:54:00,257610.0,2014-04-10 07:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6691894673915133,247200.0,10410.0,0
2014-04-10 07:59:00,3244530.0,2014-04-10 07:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9821225370737748,247166.0,2997364.0,0
2014-04-10 08:04:00,226090.0,2014-04-10 08:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6827519005095795,247132.0,21042.0,0
2014-04-10 08:09:00,3223170.0,2014-04-10 08:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.979183808093431,247166.0,2976004.0,0
2014-04-10 08:14:00,243799.0,2014-04-10 08:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6812002593623042,247132.0,3333.0,0
2014-04-10 08:19:00,223899.0,2014-04-10 08:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6860151582321938,247166.0,23267.0,0
2014-04-10 08:24:00,242690.0,2014-04-10 08:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.6793748141608785,247200.0,4510.0,0
2014-04-10 08:29:00,243337.0,2014-04-10 08:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6781649777919556,247255.0,3918.0,0
2014-04-10 08:34:00,237122.0,2014-04-10 08:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6790324965891614,247310.0,10188.0,0
2014-04-10 08:39:00,244758.0,2014-04-10 08:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6757337751457473,247255.0,2497.0,0
2014-04-10 08:44:00,234992.0,2014-04-10 08:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6777326363801807,247200.0,12208.0,0
2014-04-10 08:49:00,245196.0,2014-04-10 08:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.673656325159792,247255.0,2059.0,0
2014-04-10 08:54:00,235424.0,2014-04-10 08:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6757192584294224,247200.0,11776.0,0
2014-04-10 08:59:00,3235630.0,2014-04-10 08:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9824614840687432,247166.0,2988464.0,0
2014-04-10 09:04:00,230811.0,2014-04-10 09:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6806069463530502,247200.0,16389.0,0
2014-04-10 09:09:00,3222420.0,2014-04-10 09:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9801123057554014,247166.0,2975254.0,0
2014-04-10 09:14:00,248917.0,2014-04-10 09:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6785345297012524,247200.0,1717.0,0
2014-04-10 09:19:00,231741.0,2014-04-10 09:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6827387077752745,247166.0,15425.0,0
2014-04-10 09:24:00,249645.0,2014-04-10 09:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.676435959644172,247200.0,2445.0,0
2014-04-10 09:29:00,232232.0,2014-04-10 09:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6807906310173946,247255.0,15023.0,0
2014-04-10 09:34:00,250527.0,2014-04-10 09:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6743464259139267,247310.0,3217.0,0
2014-04-10 09:39:00,236964.0,2014-04-10 09:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6776122793731628,247255.0,10291.0,0
2014-04-10 09:44:00,239944.0,2014-04-10 09:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6758301816128105,247200.0,7256.0,0
2014-04-10 09:49:00,225171.0,2014-04-10 09:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6794916253996538,247255.0,22084.0,0
2014-04-10 09:54:00,258593.0,2014-04-10 09:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6683217266796967,247200.0,11393.0,0
2014-04-10 09:59:00,3208930.0,2014-04-10 09:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9820181332443436,247255.0,2961675.0,0
2014-04-10 10:04:00,234706.0,2014-04-10 10:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6789202366986397,247200.0,12494.0,0
2014-04-10 10:09:00,3233600.0,2014-04-10 10:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9813521615451856,247255.0,2986345.0,0
2014-04-10 10:14:00,240440.0,2014-04-10 10:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6802240230622246,247200.0,6760.0,0
2014-04-10 10:19:00,248880.0,2014-04-10 10:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6768449253031332,247255.0,1625.0,0
2014-04-10 10:24:00,230407.0,2014-04-10 10:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.6816082327884985,247310.0,16903.0,0
2014-04-10 10:29:00,251796.0,2014-04-10 10:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6742898673715125,247391.5,4404.5,0
2014-04-10 10:34:00,232703.0,2014-04-10 10:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6793219940703371,247473.0,14770.0,0
2014-04-10 10:39:00,249573.0,2014-04-10 10:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6733568958206378,247611.5,1961.5,0
2014-04-10 10:44:00,217737.0,2014-04-10 10:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6823365464140441,247750.0,30013.0,0
2014-04-10 10:49:00,239745.0,2014-04-10 10:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6747737666009113,247611.5,7866.5,0
2014-04-10 10:54:00,4119680.0,2014-04-10 10:54:00,0.0,0.875,0.0,0.0,0.0,0.0,0.9866090281296226,247750.0,3871930.0,0
2014-04-10 10:59:00,226480.0,2014-04-10 10:59:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6855049683135201,247611.5,21131.5,0
2014-04-10 11:04:00,251084.0,2014-04-10 11:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.678706153066849,247473.0,3611.0,0
2014-04-10 11:09:00,3206870.0,2014-04-10 11:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9407430847536716,247391.5,2959478.5,0
2014-04-10 11:14:00,240960.0,2014-04-10 11:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6836995840468532,247473.0,6513.0,0
2014-04-10 11:19:00,238029.0,2014-04-10 11:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6836313824534952,247391.5,9362.5,0
2014-04-10 11:24:00,248519.0,2014-04-10 11:24:00,0.0,0.5,0.0,0.0,0.0,0.0,0.6802934356610315,247473.0,1046.0,0
2014-04-10 11:29:00,236986.0,2014-04-10 11:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6823703317440188,247391.5,10405.5,0
2014-04-10 11:34:00,234174.0,2014-04-10 11:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6823042319900237,247473.0,13299.0,0
2014-04-10 11:39:00,235833.0,2014-04-10 11:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6811442230746348,247391.5,11558.5,0
2014-04-10 11:44:00,241185.0,2014-04-10 11:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6790784952684659,247310.0,6125.0,0
2014-04-10 11:49:00,233637.0,2014-04-10 11:49:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6802306387876533,247391.5,13754.5,0
2014-04-10 11:54:00,235894.0,2014-04-10 11:54:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6789431943268796,247310.0,11416.0,0
2014-04-10 11:59:00,3239200.0,2014-04-10 11:59:00,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9489419169266246,247255.0,2991945.0,0
2014-04-10 12:04:00,249254.0,2014-04-10 12:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6780278633468433,247200.0,2054.0,0
2014-04-10 12:09:00,3226810.0,2014-04-10 12:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.946624423361749,247166.0,2979644.0,0
2014-04-10 12:14:00,219341.0,2014-04-10 12:14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6877659831454224,247132.0,27791.0,0
2014-04-10 12:19:00,250379.0,2014-04-10 12:19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6793558390998917,247166.0,3213.0,0
2014-04-10 12:24:00,243888.0,2014-04-10 12:24:00,0.0,0.4,0.0,0.0,0.0,0.0,0.6802819497771909,247200.0,3312.0,0
2014-04-10 12:29:00,231633.0,2014-04-10 12:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6826458876844264,247255.0,15622.0,0
2014-04-10 12:34:00,229597.0,2014-04-10 12:34:00,0.0,0.0,0.0,0.0,0.0,0.0,0.682456853934448,247310.0,17713.0,0
2014-04-10 12:39:00,249854.0,2014-04-10 12:39:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6766771749711877,247255.0,2599.0,0
2014-04-10 12:44:00,226666.0,2014-04-10 12:44:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6818584869177271,247200.0,20534.0,0
2014-04-10 12:49:00,235965.0,2014-04-10 12:49:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6788332903088714,247166.0,11201.0,0
2014-04-10 12:54:00,253658.0,2014-04-10 12:54:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6736740086256534,247200.0,6458.0,0
2014-04-10 12:59:00,3230240.0,2014-04-10 12:59:00,0.0,0.8888888888888888,0.5,0.0,0.0,0.0,0.9517459055510842,247166.0,2983074.0,0
2014-04-10 13:04:00,254252.0,2014-04-10 13:04:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6758283567224393,247200.0,7052.0,0
2014-04-10 13:09:00,3208580.0,2014-04-10 13:09:00,0.0,0.0,0.5,0.0,0.0,0.0,0.948859845418762,247166.0,2961414.0,0
2014-04-10 13:14:00,248958.0,2014-04-10 13:14:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6793925402307834,247132.0,1826.0,0
2014-04-10 13:19:00,226541.0,2014-04-10 13:19:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6843885545432788,247079.0,20538.0,0
2014-04-10 13:24:00,240359.0,2014-04-10 13:24:00,0.0,0.4,0.5,0.0,0.0,0.0,0.6802451235218472,247132.0,6773.0,0
2014-04-10 13:29:00,236906.0,2014-04-10 13:29:00,0.0,0.0,0.5,0.0,0.0,0.0,0.680481072669436,247166.0,10260.0,0
2014-04-10 13:34:00,247200.0,2014-04-10 13:34:00,0.0,0.0,0.5,0.0,0.0,0.0,0.677226468333236,247200.0,0.0,0
2014-04-10 13:39:00,244932.0,2014-04-10 13:39:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6771882174669257,247255.0,2323.0,0
2014-04-10 13:44:00,249894.0,2014-04-10 13:44:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6753015163792122,247200.0,2694.0,0
2014-04-10 13:49:00,226273.0,2014-04-10 13:49:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6807588811862892,247166.0,20893.0,0
2014-04-10 13:54:00,236794.0,2014-04-10 13:54:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6774356444380126,247132.0,10338.0,0
2014-04-10 13:59:00,3234110.0,2014-04-10 13:59:00,0.0,0.8888888888888888,0.5,0.0,0.0,0.0,0.9549838271886286,247166.0,2986944.0,0
2014-04-10 14:04:00,255988.0,2014-04-10 14:04:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6746194264253884,247132.0,8856.0,0
2014-04-10 14:09:00,3226730.0,2014-04-10 14:09:00,0.0,0.0,0.5,0.0,0.0,0.0,0.9532469674438692,247079.0,2979651.0,0
2014-04-10 14:14:00,224082.0,2014-04-10 14:14:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6848524008658557,247026.0,22944.0,0
2014-04-10 14:19:00,247132.0,2014-04-10 14:19:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6783549324743263,247022.0,110.0,0
2014-04-10 14:24:00,238059.0,2014-04-10 14:24:00,0.0,0.4,0.5,0.0,0.0,0.0,0.680091095017804,247026.0,8967.0,0
2014-04-10 14:29:00,248839.0,2014-04-10 14:29:00,0.0,0.0,0.5,0.0,0.0,0.0,0.676724733792873,247022.0,1817.0,0
2014-04-10 14:34:00,224071.0,2014-04-10 14:34:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6825235631113638,247026.0,22955.0,0
2014-04-10 14:39:00,236928.0,2014-04-10 14:39:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6786143364832384,247022.0,10094.0,0
2014-04-10 14:44:00,243858.0,2014-04-10 14:44:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6762399639916598,247026.0,3168.0,0
2014-04-10 14:49:00,245120.0,2014-04-10 14:49:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6753464754918423,247022.0,1902.0,0
2014-04-10 14:54:00,251672.0,2014-04-10 14:54:00,0.0,0.0,0.5,0.0,0.0,0.0,0.6730747524359963,247026.0,4646.0,0
