timestep,orig_value,dt_object,score_AnDePeDPro_ec2_cpu_utilization,score_bayesChangePt_ec2_cpu_utilization,score_contextOSE_ec2_cpu_utilization,score_earthgeckoSkyline_ec2_cpu_utilization,score_knncad_ec2_cpu_utilization,score_relativeEntropy_ec2_cpu_utilization,score_windowedGaussian_ec2_cpu_utilization,expected_pattern,pattern_deviation,is_final_anomaly
2014-02-14 16:20:00,1.734,2014-02-14 16:20:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7891624267615985,1.798,0.06400000000000006,0
2014-02-14 16:25:00,1.766,2014-02-14 16:25:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6620566469850069,1.798,0.03200000000000003,0
2014-02-14 16:30:00,1.76,2014-02-14 16:30:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6829348663102204,1.798,0.038000000000000034,0
2014-02-14 16:35:00,1.7380000000000002,2014-02-14 16:35:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7636211779849057,1.798,0.05999999999999983,0
2014-02-14 16:40:00,1.93,2014-02-14 16:40:00,1.0,0.0,0.0,0.0,0.0,0.0,0.938162262536504,1.798,0.1319999999999999,0
2014-02-14 16:45:00,1.8,2014-02-14 16:45:00,1.0,0.0,0.0,0.0,0.0,0.0,0.512443408930068,1.798,0.0020000000000000018,0
2014-02-14 16:50:00,1.732,2014-02-14 16:50:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7935560810425577,1.798,0.06600000000000006,0
2014-02-14 16:55:00,1.766,2014-02-14 16:55:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6550259580392187,1.798,0.03200000000000003,0
2014-02-14 17:00:00,1.798,2014-02-14 17:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5050340575710441,1.798,0.0,0
2014-02-14 17:05:00,1.8,2014-02-14 17:05:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5046426916658385,1.798,0.0020000000000000018,0
2014-02-14 17:10:00,1.99,2014-02-14 17:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9901730702143812,1.798,0.19199999999999995,0
2014-02-14 17:15:00,1.7380000000000002,2014-02-14 17:15:00,1.0,0.0,0.0,0.0,0.0,0.0,0.778896891223437,1.798,0.05999999999999983,0
2014-02-14 17:20:00,1.76,2014-02-14 17:20:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6900838962727697,1.798,0.038000000000000034,0
2014-02-14 17:25:00,1.7719999999999998,2014-02-14 17:25:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6356602657704271,1.798,0.026000000000000245,0
2014-02-14 17:30:00,1.764,2014-02-14 17:30:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6686546565651633,1.798,0.03400000000000003,0
2014-02-14 17:35:00,1.732,2014-02-14 17:35:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7917102413172628,1.798,0.06600000000000006,0
2014-02-14 17:40:00,2.0,2014-02-14 17:40:00,1.0,0.0,0.0,0.0,0.0,0.0,0.9924465989016806,1.798,0.20199999999999996,0
2014-02-14 17:45:00,1.7,2014-02-14 17:45:00,1.0,0.0,0.0,0.0,0.0,0.0,0.8795346387965459,1.798,0.09800000000000009,0
2014-02-14 17:50:00,1.798,2014-02-14 17:50:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5119567499438646,1.798,0.0,0
2014-02-14 17:55:00,1.732,2014-02-14 17:55:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7839010478601819,1.798,0.06600000000000006,0
2014-02-14 18:00:00,1.764,2014-02-14 18:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6562249336204132,1.798,0.03400000000000003,0
2014-02-14 18:05:00,1.7619999999999998,2014-02-14 18:05:00,1.0,0.0,0.0,0.0,0.0,0.0,0.6627478609158918,1.798,0.036000000000000254,0
2014-02-14 18:10:00,1.97,2014-02-14 18:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.97861059184308,1.798,0.17199999999999993,0
2014-02-14 18:15:00,1.7280000000000002,2014-02-14 18:15:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7969791214040824,1.798,0.06999999999999984,0
2014-02-14 18:20:00,1.806,2014-02-14 18:20:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5292336715295962,1.798,0.008000000000000007,0
2014-02-14 18:25:00,1.8,2014-02-14 18:25:00,1.0,0.0,0.0,0.0,0.0,0.0,0.5013690307302745,1.798,0.0020000000000000018,0
2014-02-14 18:30:00,1.86,2014-02-14 18:30:00,1.0,0.0,0.0,0.0,0.0,0.0,0.758643089897258,1.798,0.062000000000000055,0
2014-02-14 18:35:00,1.7380000000000002,2014-02-14 18:35:00,1.0,0.0,0.0,0.0,0.0,0.0,0.7693361620592216,1.798,0.05999999999999983,0
2014-02-14 18:40:00,1.992,2014-02-14 18:40:00,1.0,0.0,0.0,0.0,0.0,0.0,0.988139215910652,1.798,0.19399999999999995,0
2014-02-14 18:45:00,1.702,2014-02-14 18:45:00,1.0,0.0,0.0,0.0,0.0,0.0,0.8746540825324576,1.798,0.09600000000000009,0
2014-02-14 18:50:00,1.766,2014-02-14 18:50:00,1.0,0.0,0.0,0.0,0.0,1.0,0.6557215241878727,1.798,0.03200000000000003,0
2014-02-14 18:55:00,1.76,2014-02-14 18:55:00,1.0,0.0,0.0,0.0,0.0,1.0,0.6789277912990417,1.798,0.038000000000000034,0
2014-02-14 19:00:00,1.832,2014-02-14 19:00:00,1.0,0.0,0.0,0.0,0.0,1.0,0.6428327013479673,1.798,0.03400000000000003,0
2014-02-14 19:05:00,1.774,2014-02-14 19:05:00,1.0,0.0,0.0,0.0,0.0,1.0,0.6209757598735074,1.798,0.02400000000000002,0
2014-02-14 19:10:00,1.998,2014-02-14 19:10:00,1.0,0.0,0.0,0.0,0.0,1.0,0.9894151664224896,1.798,0.19999999999999996,0
2014-02-14 19:15:00,1.7919999999999998,2014-02-14 19:15:00,1.0,0.0,0.0,0.0,0.0,1.0,0.5521005872381239,1.798,0.006000000000000227,0
2014-02-14 19:20:00,1.798,2014-02-14 19:20:00,1.0,0.0,0.0,0.0,0.0,1.0,0.5246311570472506,1.798,0.0,0
2014-02-14 19:25:00,1.838,2014-02-14 19:25:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6540226774210123,1.798,0.040000000000000036,0
2014-02-14 19:30:00,1.798,2014-02-14 19:30:00,0.0,0.0,0.0,0.0,0.0,1.0,0.5272422475468757,1.798,0.0,0
2014-02-14 19:35:00,1.764,2014-02-14 19:35:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6781803790630095,1.798,0.03400000000000003,0
2014-02-14 19:40:00,2.032,2014-02-14 19:40:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9962547336397364,1.798,0.23399999999999999,0
2014-02-14 19:45:00,1.83,2014-02-14 19:45:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6020826802554482,1.798,0.03200000000000003,0
2014-02-14 19:50:00,1.766,2014-02-14 19:50:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6784061096345176,1.798,0.03200000000000003,0
2014-02-14 19:55:00,1.954,2014-02-14 19:55:00,0.0,0.0,0.0,0.0,0.0,1.0,0.952393570534378,1.798,0.15599999999999992,0
2014-02-14 20:00:00,1.702,2014-02-14 20:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.883523764694976,1.798,0.09600000000000009,0
2014-02-14 20:05:00,1.866,2014-02-14 20:05:00,0.0,0.0,0.0,0.0,0.0,1.0,0.7437292060910363,1.798,0.06800000000000006,0
2014-02-14 20:10:00,1.966,2014-02-14 20:10:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9613362875995752,1.798,0.16799999999999993,0
2014-02-14 20:15:00,1.83,2014-02-14 20:15:00,0.0,0.0,0.0,0.0,0.0,1.0,0.986243332362186,1.798,0.03200000000000003,0
2014-02-14 20:20:00,1.76,2014-02-14 20:20:00,0.0,0.0,0.0,0.0,0.0,1.0,0.701373073323162,1.798,0.038000000000000034,0
2014-02-14 20:25:00,1.836,2014-02-14 20:25:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9879757694151514,1.798,0.038000000000000034,0
2014-02-14 20:30:00,1.766,2014-02-14 20:30:00,0.0,0.0,0.0,0.0,0.0,1.0,0.7297940585369664,1.798,0.03200000000000003,0
2014-02-14 20:35:00,1.826,2014-02-14 20:35:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9740232818486356,1.798,0.028000000000000025,0
2014-02-14 20:40:00,1.904,2014-02-14 20:40:00,0.0,0.9054054054054054,0.0,0.0,0.0,1.0,0.9998346255782716,1.798,0.10599999999999987,0
2014-02-14 20:45:00,1.83,2014-02-14 20:45:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9631100135678756,1.798,0.03200000000000003,0
2014-02-14 20:50:00,1.732,2014-02-14 20:50:00,0.0,0.0,0.0,0.0,0.0,1.0,0.5897803921534102,1.798,0.06600000000000006,0
2014-02-14 20:55:00,1.826,2014-02-14 20:55:00,0.0,0.0,0.0,0.0,0.0,1.0,0.952832750730968,1.798,0.028000000000000025,0
2014-02-14 21:00:00,1.704,2014-02-14 21:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.78910638338468,1.798,0.09400000000000008,0
2014-02-14 21:05:00,1.766,2014-02-14 21:05:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6722318442925449,1.798,0.03200000000000003,0
2014-02-14 21:10:00,1.958,2014-02-14 21:10:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9999916692258451,1.798,0.15999999999999992,0
2014-02-14 21:15:00,1.764,2014-02-14 21:15:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6244180140403561,1.798,0.03400000000000003,0
2014-02-14 21:20:00,1.768,2014-02-14 21:20:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6511488542351724,1.798,0.030000000000000027,0
2014-02-14 21:25:00,1.7719999999999998,2014-02-14 21:25:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6770831132406969,1.798,0.026000000000000245,0
2014-02-14 21:30:00,1.788,2014-02-14 21:30:00,1.0,0.0,0.0,0.0,0.0,1.0,0.7742648199001236,1.798,0.010000000000000009,0
2014-02-14 21:35:00,1.67,2014-02-14 21:35:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9261901813508034,1.798,0.1280000000000001,0
2014-02-14 21:40:00,1.866,2014-02-14 21:40:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9860787458974032,1.798,0.06800000000000006,0
2014-02-14 21:45:00,1.732,2014-02-14 21:45:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6162184753584259,1.798,0.06600000000000006,0
2014-02-14 21:50:00,1.726,2014-02-14 21:50:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6564669003407192,1.798,0.07200000000000006,0
2014-02-14 21:55:00,1.706,2014-02-14 21:55:00,0.0,0.0,0.0,0.0,0.0,1.0,0.7780481858983472,1.798,0.09200000000000008,0
2014-02-14 22:00:00,1.834,2014-02-14 22:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9435436065206928,1.798,0.03600000000000003,0
2014-02-14 22:05:00,1.734,2014-02-14 22:05:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6031096302492577,1.798,0.06400000000000006,0
2014-02-14 22:10:00,1.968,2014-02-14 22:10:00,0.0,0.0,0.0,0.0,0.0,1.0,0.9999699753965378,1.798,0.16999999999999993,0
2014-02-14 22:15:00,1.966,2014-02-14 22:15:00,0.0,0.1612903225806451,0.0,0.0,0.0,1.0,0.999869310217427,1.798,0.16799999999999993,0
2014-02-14 22:20:00,2.0580000000000003,2014-02-14 22:20:00,0.0,0.8846153846153846,0.0,1.0,0.0,1.0,0.9999993296276952,1.798,0.26000000000000023,0
2014-02-14 22:25:00,1.838,2014-02-14 22:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8777969131189811,1.798,0.040000000000000036,0
2014-02-14 22:30:00,1.966,2014-02-14 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9985377664813442,1.798,0.16799999999999993,0
2014-02-14 22:35:00,1.932,2014-02-14 22:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9910347609740472,1.798,0.1339999999999999,0
2014-02-14 22:40:00,2.162,2014-02-14 22:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9999656745698048,1.798,0.3639999999999999,0
2014-02-14 22:45:00,1.926,2014-02-14 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9106258857221708,1.798,0.1279999999999999,0
2014-02-14 22:50:00,1.968,2014-02-14 22:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.959023319731723,1.798,0.16999999999999993,0
2014-02-14 22:55:00,1.932,2014-02-14 22:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9122084943928545,1.798,0.1339999999999999,0
2014-02-14 23:00:00,2.006,2014-02-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9800352352749884,1.798,0.20799999999999974,0
2014-02-14 23:05:00,1.992,2014-02-14 23:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9692533349664928,1.798,0.19399999999999995,0
2014-02-14 23:10:00,2.0340000000000003,2014-02-14 23:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9870409590916016,1.798,0.2360000000000002,0
2014-02-14 23:15:00,1.704,2014-02-14 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8150772911097062,1.798,0.09400000000000008,0
2014-02-14 23:20:00,1.834,2014-02-14 23:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6249968738812368,1.798,0.03600000000000003,0
2014-02-14 23:25:00,1.732,2014-02-14 23:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7371776872619097,1.798,0.06600000000000006,0
2014-02-14 23:30:00,1.824,2014-02-14 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5910343654297374,1.798,0.026000000000000023,0
2014-02-14 23:35:00,1.704,2014-02-14 23:35:00,0.0,0.7058823529411764,0.0,0.0,0.0,0.0,0.8155520541956289,1.798,0.09400000000000008,0
2014-02-14 23:40:00,1.966,2014-02-14 23:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.94214760368285,1.798,0.16799999999999993,0
2014-02-14 23:45:00,1.766,2014-02-14 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6255641576191722,1.798,0.03200000000000003,0
2014-02-14 23:50:00,1.8,2014-02-14 23:50:00,0.0,0.6,0.0,0.0,0.0,0.0,0.5001789700252033,1.798,0.0020000000000000018,0
2014-02-14 23:55:00,1.764,2014-02-14 23:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6326275372155147,1.798,0.03400000000000003,0
2014-02-15 00:00:00,1.858,2014-02-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7095827613065195,1.798,0.06000000000000005,0
2014-02-15 00:05:00,1.84,2014-02-15 00:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6473653533699801,1.798,0.04200000000000004,0
2014-02-15 00:10:00,2.0,2014-02-15 00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9713071796817132,1.798,0.20199999999999996,0
2014-02-15 00:15:00,1.8,2014-02-15 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5082443496942968,1.798,0.0020000000000000018,0
2014-02-15 00:20:00,1.76,2014-02-15 00:20:00,0.0,0.72,0.0,0.0,0.0,0.0,0.6550736208947908,1.798,0.038000000000000034,0
2014-02-15 00:25:00,1.806,2014-02-15 00:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5158283595484758,1.798,0.008000000000000007,0
2014-02-15 00:30:00,1.766,2014-02-15 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6395444016374033,1.798,0.03200000000000003,0
2014-02-15 00:35:00,1.8,2014-02-15 00:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5115179210572338,1.798,0.0020000000000000018,0
2014-02-15 00:40:00,1.966,2014-02-15 00:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9421263834832644,1.798,0.16799999999999993,0
2014-02-15 00:45:00,1.796,2014-02-15 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5317494380100429,1.798,0.0020000000000000018,0
2014-02-15 00:50:00,1.798,2014-02-15 00:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.523955325755411,1.798,0.0,0
2014-02-15 00:55:00,1.794,2014-02-15 00:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5392395801988187,1.798,0.0040000000000000036,0
2014-02-15 01:00:00,1.84,2014-02-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6362364579954596,1.798,0.04200000000000004,0
2014-02-15 01:05:00,1.766,2014-02-15 01:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6457867125545765,1.798,0.03200000000000003,0
2014-02-15 01:10:00,1.962,2014-02-15 01:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9386358814606528,1.798,0.16399999999999992,0
2014-02-15 01:15:00,1.766,2014-02-15 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6488629409876681,1.798,0.03200000000000003,0
2014-02-15 01:20:00,1.756,2014-02-15 01:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6837159901112471,1.798,0.04200000000000004,0
2014-02-15 01:25:00,1.7380000000000002,2014-02-15 01:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7427937129333756,1.798,0.05999999999999983,0
2014-02-15 01:30:00,1.7280000000000002,2014-02-15 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7723229289592859,1.798,0.06999999999999984,0
2014-02-15 01:35:00,1.832,2014-02-15 01:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6100024231782804,1.798,0.03400000000000003,0
2014-02-15 01:40:00,2.0,2014-02-15 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.973442908244667,1.798,0.20199999999999996,0
2014-02-15 01:45:00,1.7,2014-02-15 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8477519716160615,1.798,0.09800000000000009,0
2014-02-15 01:50:00,1.774,2014-02-15 01:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.616812724699848,1.798,0.02400000000000002,0
2014-02-15 01:55:00,1.8,2014-02-15 01:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5165179779107785,1.798,0.0020000000000000018,0
2014-02-15 02:00:00,1.732,2014-02-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7609496856208495,1.798,0.06600000000000006,0
2014-02-15 02:05:00,1.8,2014-02-15 02:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5144495752328233,1.798,0.0020000000000000018,0
2014-02-15 02:10:00,2.06,2014-02-15 02:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9943320647007048,1.798,0.262,0
2014-02-15 02:15:00,1.798,2014-02-15 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5288767695460196,1.798,0.0,0
2014-02-15 02:20:00,1.764,2014-02-15 02:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6565209974858506,1.798,0.03400000000000003,0
2014-02-15 02:25:00,1.67,2014-02-15 02:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9063481473263818,1.798,0.1280000000000001,0
2014-02-15 02:30:00,1.86,2014-02-15 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7065063210560337,1.798,0.062000000000000055,0
2014-02-15 02:35:00,1.83,2014-02-15 02:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5979569736606123,1.798,0.03200000000000003,0
2014-02-15 02:40:00,1.942,2014-02-15 02:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9104456481733032,1.798,0.1439999999999999,0
2014-02-15 02:45:00,1.766,2014-02-15 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6507772336489333,1.798,0.03200000000000003,0
2014-02-15 02:50:00,1.766,2014-02-15 02:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6502194412573372,1.798,0.03200000000000003,0
2014-02-15 02:55:00,1.76,2014-02-15 02:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6712388443273959,1.798,0.038000000000000034,0
2014-02-15 03:00:00,1.838,2014-02-15 03:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6279250206143597,1.798,0.040000000000000036,0
2014-02-15 03:05:00,1.86,2014-02-15 03:05:00,0.0,0.0,0.0,0.0,0.0,1.0,0.706230346127988,1.798,0.062000000000000055,0
2014-02-15 03:10:00,1.904,2014-02-15 03:10:00,0.0,0.0,0.0,0.0,0.0,1.0,0.8353662319632261,1.798,0.10599999999999987,0
2014-02-15 03:15:00,1.7619999999999998,2014-02-15 03:15:00,0.0,0.0,0.0,0.0,0.0,1.0,0.6686989874498782,1.798,0.036000000000000254,0
2014-02-15 03:20:00,1.86,2014-02-15 03:20:00,0.0,0.0,0.0,0.0,0.0,1.0,0.7047342513901497,1.798,0.062000000000000055,0
2014-02-15 03:25:00,1.7380000000000002,2014-02-15 03:25:00,0.0,0.0,0.0,0.0,0.0,1.0,0.7510759902693338,1.798,0.05999999999999983,0
2014-02-15 03:30:00,2.466,2014-02-15 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.999807957740658,1.798,0.6680000000000001,1
2014-02-15 03:35:00,1.8,2014-02-15 03:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7102942330821275,1.798,0.0020000000000000018,0
2014-02-15 03:40:00,1.966,2014-02-15 03:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6690004188764925,1.798,0.16799999999999993,0
2014-02-15 03:45:00,1.734,2014-02-15 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8290414459727765,1.798,0.06400000000000006,0
2014-02-15 03:50:00,1.798,2014-02-15 03:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.713046528073602,1.798,0.0,0
2014-02-15 03:55:00,1.76,2014-02-15 03:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7845249879148541,1.798,0.038000000000000034,0
2014-02-15 04:00:00,1.77,2014-02-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7653685322078945,1.798,0.028000000000000025,0
2014-02-15 04:05:00,1.826,2014-02-15 04:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.649531875834077,1.798,0.028000000000000025,0
2014-02-15 04:10:00,1.94,2014-02-15 04:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6192719274419176,1.798,0.1419999999999999,0
2014-02-15 04:15:00,1.766,2014-02-15 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7727138442081345,1.798,0.03200000000000003,0
2014-02-15 04:20:00,1.8,2014-02-15 04:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7049821366217512,1.798,0.0020000000000000018,0
2014-02-15 04:25:00,1.794,2014-02-15 04:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7166940437865423,1.798,0.0040000000000000036,0
2014-02-15 04:30:00,1.798,2014-02-15 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7076400348164871,1.798,0.0,0
2014-02-15 04:35:00,1.7719999999999998,2014-02-15 04:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7588314197827597,1.798,0.026000000000000245,0
2014-02-15 04:40:00,2.032,2014-02-15 04:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8117495362622009,1.798,0.23399999999999999,0
2014-02-15 04:45:00,1.798,2014-02-15 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7076763926517409,1.798,0.0,0
2014-02-15 04:50:00,1.832,2014-02-15 04:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6318924610583788,1.798,0.03400000000000003,0
2014-02-15 04:55:00,1.796,2014-02-15 04:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7109773718488586,1.798,0.0020000000000000018,0
