id_time,time,dt_object,orig_value,date_only,score_AnDePeDPro,score_AnDePeD,score_bayesChangePt,score_contextOSE,score_earthgeckoSkyline,score_knncad,score_relativeEntropy,score_windowedGaussian,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,raw_anomaly,anomaly_window_mask,is_ground_truth
26,2023-10-10 02:00:00+00:00,2023-10-10 02:00:00+00:00,1205423721,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8543983560725621,2,0,3964105013.0,2758681292.0,0,0,1,False
27,2023-10-10 03:00:00+00:00,2023-10-10 03:00:00+00:00,3668194862,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6949621213995674,2,0,3964105013.0,295910151.0,0,0,1,False
28,2023-10-10 04:00:00+00:00,2023-10-10 04:00:00+00:00,6227584339,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5133920722286817,2,0,3873789655.5,2353794683.5,0,0,1,False
29,2023-10-10 05:00:00+00:00,2023-10-10 05:00:00+00:00,10930068775,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8479825489099044,2,0,3711172126.0,7218896649.0,0,0,1,False
30,2023-10-10 06:00:00+00:00,2023-10-10 06:00:00+00:00,12085835115,2023-10-10,1.0,1.0,0.8125,0.0,0.0,0.0,0.0,0.8920730065096757,2,0,3871538033.5,8214297081.5,0,0,1,False
31,2023-10-10 07:00:00+00:00,2023-10-10 07:00:00+00:00,14506739432,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9180545529059736,2,0,3904194207.5,10602545224.5,0,0,1,False
32,2023-10-10 08:00:00+00:00,2023-10-10 08:00:00+00:00,9962214688,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6857138201419868,2,0,3904194207.5,6058020480.5,0,0,1,False
33,2023-10-10 09:00:00+00:00,2023-10-10 09:00:00+00:00,10593422385,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7236375830603226,2,0,3904194207.5,6689228177.5,0,0,1,False
34,2023-10-10 10:00:00+00:00,2023-10-10 10:00:00+00:00,9276193945,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.629709524251269,2,0,3904194207.5,5371999737.5,0,0,1,False
35,2023-10-10 11:00:00+00:00,2023-10-10 11:00:00+00:00,15724849570,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9090030827635776,2,0,3904194207.5,11820655362.5,1,1,1,False
36,2023-10-10 12:00:00+00:00,2023-10-10 12:00:00+00:00,10087807385,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6147182421212816,2,0,3904194207.5,6183613177.5,0,0,1,False
37,2023-10-10 13:00:00+00:00,2023-10-10 13:00:00+00:00,7640910080,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5592681710916059,2,0,3904194207.5,3736715872.5,0,0,1,False
38,2023-10-10 14:00:00+00:00,2023-10-10 14:00:00+00:00,5477681387,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7047172652789816,2,0,3904194207.5,1573487179.5,0,0,1,False
39,2023-10-10 15:00:00+00:00,2023-10-10 15:00:00+00:00,3503649833,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8130454100810124,2,0,3904194207.5,400544374.5,0,0,1,False
40,2023-10-10 16:00:00+00:00,2023-10-10 16:00:00+00:00,2952236359,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8340528713507609,2,0,4733304032.0,1781067673.0,0,0,1,False
41,2023-10-10 17:00:00+00:00,2023-10-10 17:00:00+00:00,3988926677,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7757020804312368,2,0,4733304032.0,744377355.0,0,0,1,False
42,2023-10-10 18:00:00+00:00,2023-10-10 18:00:00+00:00,3819461738,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7807741599461733,2,0,4733304032.0,913842294.0,0,0,1,False
43,2023-10-10 19:00:00+00:00,2023-10-10 19:00:00+00:00,3150556669,2023-10-10,1.0,1.0,0.8372093023255813,0.0,0.0,0.0,0.0,0.8117005563611904,2,0,4733304032.0,1582747363.0,0,0,1,False
44,2023-10-10 20:00:00+00:00,2023-10-10 20:00:00+00:00,2499569979,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8382140317570004,2,0,4733304032.0,2233734053.0,0,0,1,False
45,2023-10-10 21:00:00+00:00,2023-10-10 21:00:00+00:00,1318044283,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8819825110378059,2,0,4733304032.0,3415259749.0,0,0,1,False
46,2023-10-10 22:00:00+00:00,2023-10-10 22:00:00+00:00,913622952,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8905123816353309,2,0,4733304032.0,3819681080.0,0,0,1,False
47,2023-10-10 23:00:00+00:00,2023-10-10 23:00:00+00:00,954426741,2023-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8828818840423809,2,0,4733304032.0,3778877291.0,0,0,1,False
48,2023-10-11 00:00:00+00:00,2023-10-11 00:00:00+00:00,818114870,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8820013440552982,2,0,4733304032.0,3915189162.0,0,0,1,False
49,2023-10-11 01:00:00+00:00,2023-10-11 01:00:00+00:00,581491140,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8848548997540505,2,0,4733304032.0,4151812892.0,0,0,1,False
50,2023-10-11 02:00:00+00:00,2023-10-11 02:00:00+00:00,1397732103,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.846731562440121,2,0,4733304032.0,3335571929.0,0,0,1,False
51,2023-10-11 03:00:00+00:00,2023-10-11 03:00:00+00:00,7434821015,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5376203683994235,2,0,4189031409.0,3245789606.0,0,0,1,False
52,2023-10-11 04:00:00+00:00,2023-10-11 04:00:00+00:00,9009281065,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6488777642247061,2,0,5398458898.0,3610822167.0,0,0,1,False
53,2023-10-11 05:00:00+00:00,2023-10-11 05:00:00+00:00,12899724033,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8637957422425636,2,0,5398458898.0,7501265135.0,0,0,1,False
54,2023-10-11 06:00:00+00:00,2023-10-11 06:00:00+00:00,11199978965,2023-10-11,1.0,1.0,0.7647058823529411,0.0,0.0,0.0,0.0,0.7768573472085674,2,0,5398458898.0,5801520067.0,0,0,1,False
55,2023-10-11 07:00:00+00:00,2023-10-11 07:00:00+00:00,12870766026,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8555094063215338,2,0,5538178757.5,7332587268.5,0,0,1,False
56,2023-10-11 08:00:00+00:00,2023-10-11 08:00:00+00:00,12045337232,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8126286290130084,2,0,5538178757.5,6507158474.5,0,0,1,False
57,2023-10-11 09:00:00+00:00,2023-10-11 09:00:00+00:00,13928201896,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8893537665244828,2,0,5538178757.5,8390023138.5,0,0,1,False
58,2023-10-11 10:00:00+00:00,2023-10-11 10:00:00+00:00,12256535474,2023-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.812806687611147,2,0,5538178757.5,6718356716.5,0,0,1,False
59,2023-10-11 11:00:00+00:00,2023-10-11 11:00:00+00:00,11214349930,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7523675973942957,0,0,5538178757.5,5676171172.5,0,0,1,False
60,2023-10-11 12:00:00+00:00,2023-10-11 12:00:00+00:00,9425526683,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6334404722039952,0,0,5538178757.5,3887347925.5,0,0,1,False
61,2023-10-11 13:00:00+00:00,2023-10-11 13:00:00+00:00,7513914133,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5080820843537739,0,0,5538178757.5,1975735375.5,0,0,1,False
62,2023-10-11 14:00:00+00:00,2023-10-11 14:00:00+00:00,4389136141,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291525790288033,0,0,5538178757.5,1149042616.5,0,0,1,False
63,2023-10-11 15:00:00+00:00,2023-10-11 15:00:00+00:00,6407781655,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5872312579764007,0,0,5538178757.5,869602897.5,0,0,1,False
64,2023-10-11 16:00:00+00:00,2023-10-11 16:00:00+00:00,3900708335,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7574394474352897,0,0,4528856000.5,628147665.5,0,0,1,False
65,2023-10-11 17:00:00+00:00,2023-10-11 17:00:00+00:00,4336196844,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7279069911272186,0,0,4528856000.5,192659156.5,0,0,1,False
66,2023-10-11 18:00:00+00:00,2023-10-11 18:00:00+00:00,4668575860,2023-10-11,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.7040481353009037,0,0,4528856000.5,139719859.5,0,0,1,False
67,2023-10-11 19:00:00+00:00,2023-10-11 19:00:00+00:00,3085906126,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7989715450231454,0,0,4528856000.5,1442949874.5,0,0,1,False
68,2023-10-11 20:00:00+00:00,2023-10-11 20:00:00+00:00,2748345729,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8141091518981114,0,0,4528856000.5,1780510271.5,0,0,1,False
69,2023-10-11 21:00:00+00:00,2023-10-11 21:00:00+00:00,1475183967,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8706554239086032,0,0,4528856000.5,3053672033.5,0,0,1,False
70,2023-10-11 22:00:00+00:00,2023-10-11 22:00:00+00:00,1382681896,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8706137642502819,0,0,4528856000.5,3146174104.5,0,0,1,False
71,2023-10-11 23:00:00+00:00,2023-10-11 23:00:00+00:00,1507016976,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8615378965842944,0,0,4528856000.5,3021839024.5,0,0,1,False
72,2023-10-12 00:00:00+00:00,2023-10-12 00:00:00+00:00,813723326,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859535544721729,0,0,4528856000.5,3715132674.5,0,0,1,False
73,2023-10-12 01:00:00+00:00,2023-10-12 01:00:00+00:00,577681649,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8908157085592115,0,0,4528856000.5,3951174351.5,0,0,1,False
74,2023-10-12 02:00:00+00:00,2023-10-12 02:00:00+00:00,1800947125,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8351250433234674,0,0,4528856000.5,2727908875.5,0,0,1,False
75,2023-10-12 03:00:00+00:00,2023-10-12 03:00:00+00:00,3742029851,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721745728554929,0,0,5107406079.0,1365376228.0,0,0,1,False
76,2023-10-12 04:00:00+00:00,2023-10-12 04:00:00+00:00,11515935685,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8216079020468909,0,0,4539824447.0,6976111238.0,0,0,1,False
77,2023-10-12 05:00:00+00:00,2023-10-12 05:00:00+00:00,10589209497,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7676039842638847,0,0,4539824447.0,6049385050.0,0,0,1,False
78,2023-10-12 06:00:00+00:00,2023-10-12 06:00:00+00:00,15262592713,2023-10-12,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.9486457991905892,0,0,4539824447.0,10722768266.0,0,0,1,False
79,2023-10-12 07:00:00+00:00,2023-10-12 07:00:00+00:00,13268792856,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88712397825167,0,0,4398494038.0,8870298818.0,0,0,1,False
80,2023-10-12 08:00:00+00:00,2023-10-12 08:00:00+00:00,12005652378,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8291028526036228,0,0,4398494038.0,7607158340.0,0,0,1,False
81,2023-10-12 09:00:00+00:00,2023-10-12 09:00:00+00:00,11064662825,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7760021403316688,0,0,4398494038.0,6666168787.0,0,0,1,False
82,2023-10-12 10:00:00+00:00,2023-10-12 10:00:00+00:00,9818759631,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695568767733615,0,0,4398494038.0,5420265593.0,0,0,1,False
83,2023-10-12 11:00:00+00:00,2023-10-12 11:00:00+00:00,13171400988,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8761515581719748,0,0,4398494038.0,8772906950.0,0,0,1,False
84,2023-10-12 12:00:00+00:00,2023-10-12 12:00:00+00:00,8417315443,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588108935822373,0,0,4398494038.0,4018821405.0,0,0,1,False
85,2023-10-12 13:00:00+00:00,2023-10-12 13:00:00+00:00,10685541577,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7458379191473189,0,0,4398494038.0,6287047539.0,0,0,1,False
86,2023-10-12 14:00:00+00:00,2023-10-12 14:00:00+00:00,5546236298,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348222166707997,0,0,4398494038.0,1147742260.0,0,0,0,False
87,2023-10-12 15:00:00+00:00,2023-10-12 15:00:00+00:00,4411073034,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7138163832171419,0,0,4398494038.0,12578996.0,0,0,0,False
88,2023-10-12 16:00:00+00:00,2023-10-12 16:00:00+00:00,3872232245,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747356580047089,0,0,4398494038.0,526261793.0,0,0,0,False
89,2023-10-12 17:00:00+00:00,2023-10-12 17:00:00+00:00,4385915042,2023-10-12,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.7121107832597879,0,0,4398494038.0,12578996.0,0,0,0,False
90,2023-10-12 18:00:00+00:00,2023-10-12 18:00:00+00:00,2952355429,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7992898254264852,0,0,4398494038.0,1446138609.0,0,0,0,False
91,2023-10-12 19:00:00+00:00,2023-10-12 19:00:00+00:00,2174521851,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8377849010421147,0,0,4398494038.0,2223972187.0,0,0,0,False
92,2023-10-12 20:00:00+00:00,2023-10-12 20:00:00+00:00,2755485874,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8050342203289552,0,0,4398494038.0,1643008164.0,0,0,0,False
93,2023-10-12 21:00:00+00:00,2023-10-12 21:00:00+00:00,1557827112,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862024176612287,0,0,4398494038.0,2840666926.0,0,0,0,False
94,2023-10-12 22:00:00+00:00,2023-10-12 22:00:00+00:00,1077580642,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8794234341591731,0,0,4398494038.0,3320913396.0,0,0,0,False
95,2023-10-12 23:00:00+00:00,2023-10-12 23:00:00+00:00,235525327,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072914032521552,0,0,4398494038.0,4162968711.0,0,0,0,False
96,2023-10-13 00:00:00+00:00,2023-10-13 00:00:00+00:00,504350893,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947998411587903,0,0,4283048781.0,3778697888.0,0,0,0,False
97,2023-10-13 01:00:00+00:00,2023-10-13 01:00:00+00:00,1295133801,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600514908144237,0,0,4283048781.0,2987914980.0,0,0,0,False
98,2023-10-13 02:00:00+00:00,2023-10-13 02:00:00+00:00,1715655970,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8379473555635476,0,0,4283048781.0,2567392811.0,0,0,0,False
99,2023-10-13 03:00:00+00:00,2023-10-13 03:00:00+00:00,2785378348,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781840325861816,0,0,4026207382.5,1240829034.5,0,0,0,False
100,2023-10-13 04:00:00+00:00,2023-10-13 04:00:00+00:00,5909928118,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5575357262855754,0,0,3412293837.0,2497634281.0,0,0,0,False
101,2023-10-13 05:00:00+00:00,2023-10-13 05:00:00+00:00,9142657011,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899481829163169,0,0,2868866888.5,6273790122.5,0,0,0,False
102,2023-10-13 06:00:00+00:00,2023-10-13 06:00:00+00:00,8290522011,2023-10-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6268131016917744,2,0,2868866888.5,5421655122.5,0,0,0,False
103,2023-10-13 07:00:00+00:00,2023-10-13 07:00:00+00:00,6209037313,2023-10-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5372648918794891,2,0,3172506275.0,3036531038.0,0,0,0,False
104,2023-10-13 08:00:00+00:00,2023-10-13 08:00:00+00:00,7507578839,2023-10-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5663925580720859,2,0,3626879622.0,3880699217.0,0,0,0,False
105,2023-10-13 09:00:00+00:00,2023-10-13 09:00:00+00:00,7793717442,2023-10-13,1.0,1.0,0.6842105263157895,0.0,0.0,0.0,0.0,0.5884456769369824,2,0,3626879622.0,4166837820.0,0,0,0,False
106,2023-10-13 10:00:00+00:00,2023-10-13 10:00:00+00:00,9478760721,2023-10-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7133682191409995,2,0,3626879622.0,5851881099.0,0,0,0,False
107,2023-10-13 11:00:00+00:00,2023-10-13 11:00:00+00:00,4180182520,2023-10-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6970548415979869,2,0,3626879622.0,553302898.0,0,0,0,False
108,2023-10-13 12:00:00+00:00,2023-10-13 12:00:00+00:00,4575345324,2023-10-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.66728214905318,2,0,3626879622.0,948465702.0,0,0,0,False
109,2023-10-13 13:00:00+00:00,2023-10-13 13:00:00+00:00,5683870356,2023-10-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5805841098552392,2,0,3626879622.0,2056990734.0,0,0,0,False
110,2023-10-13 14:00:00+00:00,2023-10-13 14:00:00+00:00,2609814946,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797796699087328,0,0,3626879622.0,1017064676.0,0,0,0,False
111,2023-10-13 15:00:00+00:00,2023-10-13 15:00:00+00:00,1843777502,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8376822172486058,0,0,3626879622.0,1783102120.0,0,0,0,False
112,2023-10-13 16:00:00+00:00,2023-10-13 16:00:00+00:00,1374516978,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85833734329125,0,0,3626879622.0,2252362644.0,0,0,0,False
113,2023-10-13 17:00:00+00:00,2023-10-13 17:00:00+00:00,3559634202,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7302312592064779,0,0,3084724574.0,474909628.0,0,0,0,False
114,2023-10-13 18:00:00+00:00,2023-10-13 18:00:00+00:00,3756381367,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71540727386139,0,0,2465001588.0,1291379779.0,0,0,0,False
115,2023-10-13 19:00:00+00:00,2023-10-13 19:00:00+00:00,3694125042,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7186534996760013,0,0,2201532411.0,1492592631.0,0,0,0,False
116,2023-10-13 20:00:00+00:00,2023-10-13 20:00:00+00:00,2320188230,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8052172573513419,0,0,2201532411.0,118655819.0,0,0,0,False
117,2023-10-13 21:00:00+00:00,2023-10-13 21:00:00+00:00,742242201,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8813154570772094,0,0,2201532411.0,1459290210.0,0,0,0,False
118,2023-10-13 22:00:00+00:00,2023-10-13 22:00:00+00:00,633174839,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834235001859377,0,0,2201532411.0,1568357572.0,0,0,0,False
119,2023-10-13 23:00:00+00:00,2023-10-13 23:00:00+00:00,557567875,2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8841264470718511,0,0,2161676540.0,1604108665.0,0,0,0,False
120,2023-10-14 00:00:00+00:00,2023-10-14 00:00:00+00:00,389677036,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8884867037183389,0,0,2049406892.0,1659729856.0,0,0,0,False
121,2023-10-14 01:00:00+00:00,2023-10-14 01:00:00+00:00,407466165,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885401421426673,0,0,1929857347.0,1522391182.0,0,0,0,False
122,2023-10-14 02:00:00+00:00,2023-10-14 02:00:00+00:00,229300741,2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901110670697646,0,0,1731063400.0,1501762659.0,0,0,0,False
